Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-3M-AB47-01A-22D-A40Z-01	4	144724286	144755582	8	0.567030
TCGA-3M-AB47-01A-22D-A40Z-01	4	144757842	159058646	7799	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	4	159058769	159362286	163	-0.431546
TCGA-3M-AB47-01A-22D-A40Z-01	4	159365576	181258035	11815	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	4	181259813	181368999	90	-0.426601
TCGA-3M-AB47-01A-22D-A40Z-01	4	181371638	188762240	3342	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	5	914233	63921789	33825	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	5	63926199	64204269	154	0.745776
TCGA-3M-AB47-01A-22D-A40Z-01	5	64253383	180360469	66043	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	6	1014281	127827468	70086	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	6	127828313	128285537	279	-0.392683
TCGA-3M-AB47-01A-22D-A40Z-01	6	128289511	170903919	25619	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	7	708774	151038180	77267	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	7	151042283	152181506	558	-0.375866
TCGA-3M-AB47-01A-22D-A40Z-01	7	152182500	158385118	3154	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	8	617885	70199861	37421	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	8	70200598	70207916	5	-0.507118
TCGA-3M-AB47-01A-22D-A40Z-01	8	70211572	145232496	43679	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	9	789932	140938752	67661	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	10	415240	135225087	80481	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	11	456120	134132624	76807	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	12	889902	4779351	2127	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	12	4787126	4819588	32	-0.391518
TCGA-3M-AB47-01A-22D-A40Z-01	12	4820369	133155338	71292	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	13	19450806	114987458	56278	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	14	20501368	105986740	49152	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	15	23687685	101884307	44208	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	16	653503	6531961	2581	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	16	6534369	6632888	125	-0.484187
TCGA-3M-AB47-01A-22D-A40Z-01	16	7132183	78989935	30972	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	16	78990431	79012824	32	-0.416063
TCGA-3M-AB47-01A-22D-A40Z-01	16	79013032	89379936	6778	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	17	987221	29485023	11287	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	17	29485410	29540535	27	-0.418164
TCGA-3M-AB47-01A-22D-A40Z-01	17	29543269	80917016	25385	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	18	329586	77109240	42399	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	19	284018	58878226	23695	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	20	456452	62219837	37012	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	21	15372509	47678295	20397	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	22	17423930	49331012	16742	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	X	3157107	30298838	11991	0.000000
TCGA-3M-AB47-01A-22D-A40Z-01	X	30301137	30302529	7	-0.909311
TCGA-3M-AB47-01A-22D-A40Z-01	X	30302821	154905589	50500	0.000000
TCGA-B7-5816-01A-21D-1599-01	1	3218610	26549399	12473	0.000000
TCGA-B7-5816-01A-21D-1599-01	1	26549748	28046537	522	-0.461846
TCGA-B7-5816-01A-21D-1599-01	1	28048735	29224535	462	0.000000
TCGA-B7-5816-01A-21D-1599-01	1	29238598	30230779	491	-0.496109
TCGA-B7-5816-01A-21D-1599-01	1	30231136	174849765	68975	0.000000
TCGA-B7-5816-01A-21D-1599-01	1	174851623	174957364	49	-0.335553
TCGA-B7-5816-01A-21D-1599-01	1	174959278	247812431	45627	0.000000
TCGA-B7-5816-01A-21D-1599-01	2	484222	242476062	130790	0.000000
TCGA-B7-5816-01A-21D-1599-01	3	2212571	59702821	33223	0.000000
TCGA-B7-5816-01A-21D-1599-01	3	61026351	61190394	176	-0.975022
TCGA-B7-5816-01A-21D-1599-01	3	61205838	137744057	42048	0.000000
TCGA-B7-5816-01A-21D-1599-01	3	137747374	197538677	30508	0.954062
TCGA-B7-5816-01A-21D-1599-01	4	1053934	188762240	102132	0.000000
TCGA-B7-5816-01A-21D-1599-01	5	914233	59245398	31632	0.000000
TCGA-B7-5816-01A-21D-1599-01	5	59245599	59496930	113	-0.477884
TCGA-B7-5816-01A-21D-1599-01	5	59504024	98479180	20534	0.000000
TCGA-B7-5816-01A-21D-1599-01	5	98483320	142292518	24117	0.924494
TCGA-B7-5816-01A-21D-1599-01	5	142294369	180360469	23626	0.000000
TCGA-B7-5816-01A-21D-1599-01	6	1014281	1685845	557	0.000000
TCGA-B7-5816-01A-21D-1599-01	6	1686068	2129560	298	-0.491108
TCGA-B7-5816-01A-21D-1599-01	6	2129779	2179278	30	-0.170439
TCGA-B7-5816-01A-21D-1599-01	6	2182072	2379640	115	-0.523098
TCGA-B7-5816-01A-21D-1599-01	6	2380055	170903919	94984	0.000000
TCGA-B7-5816-01A-21D-1599-01	7	708774	110637569	56038	0.000000
TCGA-B7-5816-01A-21D-1599-01	7	110641209	111356846	89	-0.375486
TCGA-B7-5816-01A-21D-1599-01	7	111358816	158385118	24852	0.000000
TCGA-B7-5816-01A-21D-1599-01	8	617885	145232496	81105	0.000000
TCGA-B7-5816-01A-21D-1599-01	9	789932	9197324	5167	0.000000
TCGA-B7-5816-01A-21D-1599-01	9	9198633	9526138	148	-0.462104
TCGA-B7-5816-01A-21D-1599-01	9	9528291	9687791	82	0.000000
TCGA-B7-5816-01A-21D-1599-01	9	9691328	9769285	60	-0.461364
TCGA-B7-5816-01A-21D-1599-01	9	9823724	140938752	62204	0.000000
TCGA-B7-5816-01A-21D-1599-01	10	415240	135225087	80481	0.000000
TCGA-B7-5816-01A-21D-1599-01	11	456120	134132624	76807	0.000000
TCGA-B7-5816-01A-21D-1599-01	12	889902	133155338	73451	0.000000
TCGA-B7-5816-01A-21D-1599-01	13	19450806	114987458	56278	0.000000
TCGA-B7-5816-01A-21D-1599-01	14	20501368	105986740	49152	0.000000
TCGA-B7-5816-01A-21D-1599-01	15	23687685	101884307	44208	0.000000
TCGA-B7-5816-01A-21D-1599-01	16	653503	78563940	33470	0.000000
TCGA-B7-5816-01A-21D-1599-01	16	78564230	78588357	36	-0.544238
TCGA-B7-5816-01A-21D-1599-01	16	78588532	89379936	6982	0.000000
TCGA-B7-5816-01A-21D-1599-01	17	987221	10044114	4556	0.000000
TCGA-B7-5816-01A-21D-1599-01	17	10044288	10142572	93	-0.505151
TCGA-B7-5816-01A-21D-1599-01	17	10144929	80917016	32050	0.000000
TCGA-B7-5816-01A-21D-1599-01	18	329586	77109240	42399	0.000000
TCGA-B7-5816-01A-21D-1599-01	19	284018	58878226	23695	0.000000
TCGA-B7-5816-01A-21D-1599-01	20	456452	14615094	8884	0.000000
TCGA-B7-5816-01A-21D-1599-01	20	14615924	15165524	29	-0.588912
TCGA-B7-5816-01A-21D-1599-01	20	15165996	62219837	28099	0.000000
TCGA-B7-5816-01A-21D-1599-01	21	15372509	47678295	20397	0.000000
TCGA-B7-5816-01A-21D-1599-01	22	17423930	49331012	16742	0.000000
TCGA-B7-5816-01A-21D-1599-01	X	3157107	96664758	36174	0.000000
TCGA-B7-5816-01A-21D-1599-01	X	96665405	96845817	48	-0.465892
TCGA-B7-5816-01A-21D-1599-01	X	96846538	121929082	11734	0.000000
TCGA-B7-5816-01A-21D-1599-01	X	121929127	121951842	23	-0.378533
TCGA-B7-5816-01A-21D-1599-01	X	121957514	124749280	1673	0.000000
TCGA-B7-5816-01A-21D-1599-01	X	124753406	125034663	102	-0.283940
TCGA-B7-5816-01A-21D-1599-01	X	125034710	154905589	12744	0.000000
TCGA-B7-5818-01A-11D-1599-01	1	3218610	247812431	128599	0.000000
TCGA-B7-5818-01A-11D-1599-01	2	484222	242476062	130790	0.000000
TCGA-B7-5818-01A-11D-1599-01	3	2212571	34191231	18874	0.000000
TCGA-B7-5818-01A-11D-1599-01	3	34191402	34231075	24	0.663272
TCGA-B7-5818-01A-11D-1599-01	3	34231660	197538677	87057	0.000000
TCGA-B7-5818-01A-11D-1599-01	4	1053934	3276343	874	0.000000
TCGA-B7-5818-01A-11D-1599-01	4	3276491	3871062	236	0.860826
TCGA-B7-5818-01A-11D-1599-01	4	4184697	188762240	101022	0.000000
TCGA-B7-5818-01A-11D-1599-01	5	914233	180360469	100022	0.000000
TCGA-B7-5818-01A-11D-1599-01	6	1014281	141608698	78696	0.000000
TCGA-B7-5818-01A-11D-1599-01	6	141666059	141881742	122	-0.723835
TCGA-B7-5818-01A-11D-1599-01	6	141893556	148626999	4209	0.000000
TCGA-B7-5818-01A-11D-1599-01	6	148627358	148774422	91	-0.704504
TCGA-B7-5818-01A-11D-1599-01	6	148776295	170903919	12866	0.000000
TCGA-B7-5818-01A-11D-1599-01	7	708774	110694607	56066	0.000000
TCGA-B7-5818-01A-11D-1599-01	7	110700523	110775098	57	-0.809803
TCGA-B7-5818-01A-11D-1599-01	7	111353361	158385118	24856	0.000000
TCGA-B7-5818-01A-11D-1599-01	8	617885	145232496	81105	0.000000
TCGA-B7-5818-01A-11D-1599-01	9	789932	2467668	1043	0.000000
TCGA-B7-5818-01A-11D-1599-01	9	2468858	2470102	5	-0.843953
TCGA-B7-5818-01A-11D-1599-01	9	2470305	5267043	2118	0.000000
TCGA-B7-5818-01A-11D-1599-01	9	5268812	5359536	32	0.681784
TCGA-B7-5818-01A-11D-1599-01	9	5362028	140938752	64463	0.000000
TCGA-B7-5818-01A-11D-1599-01	10	415240	67956919	39048	0.000000
TCGA-B7-5818-01A-11D-1599-01	10	67957205	68048510	70	0.554774
TCGA-B7-5818-01A-11D-1599-01	10	68049012	77504469	4925	0.000000
TCGA-B7-5818-01A-11D-1599-01	10	77509062	77549324	31	0.703996
TCGA-B7-5818-01A-11D-1599-01	10	77555491	89357643	7677	0.000000
TCGA-B7-5818-01A-11D-1599-01	10	89363781	89801899	429	-0.645836
TCGA-B7-5818-01A-11D-1599-01	10	89802409	135225087	28301	0.000000
TCGA-B7-5818-01A-11D-1599-01	11	456120	34975310	21938	0.000000
TCGA-B7-5818-01A-11D-1599-01	11	34975904	35656453	632	3.646291
TCGA-B7-5818-01A-11D-1599-01	11	35659043	38511326	1366	0.000000
TCGA-B7-5818-01A-11D-1599-01	11	38516513	38704006	116	3.646291
TCGA-B7-5818-01A-11D-1599-01	11	38708821	77313680	16292	0.000000
TCGA-B7-5818-01A-11D-1599-01	11	77315231	77347874	19	0.776855
TCGA-B7-5818-01A-11D-1599-01	11	77351035	77489891	70	0.000000
TCGA-B7-5818-01A-11D-1599-01	11	77492788	77546456	25	0.679697
TCGA-B7-5818-01A-11D-1599-01	11	77551766	134132624	36349	0.000000
TCGA-B7-5818-01A-11D-1599-01	12	889902	105666169	58666	0.000000
TCGA-B7-5818-01A-11D-1599-01	12	105668463	105903347	177	0.898487
TCGA-B7-5818-01A-11D-1599-01	12	105903875	108352346	1696	0.000000
TCGA-B7-5818-01A-11D-1599-01	12	108354309	108380151	26	0.771762
TCGA-B7-5818-01A-11D-1599-01	12	108382158	133155338	12886	0.000000
TCGA-B7-5818-01A-11D-1599-01	13	19450806	114987458	56278	0.000000
TCGA-B7-5818-01A-11D-1599-01	14	20501368	105691132	49069	0.000000
TCGA-B7-5818-01A-11D-1599-01	14	105708760	105986740	83	-0.747683
TCGA-B7-5818-01A-11D-1599-01	15	23687685	101884307	44208	0.000000
TCGA-B7-5818-01A-11D-1599-01	16	653503	71610685	28911	0.000000
TCGA-B7-5818-01A-11D-1599-01	16	71612346	89379936	11577	-0.754953
TCGA-B7-5818-01A-11D-1599-01	17	987221	21005945	9410	0.000000
TCGA-B7-5818-01A-11D-1599-01	17	21012523	21303007	115	0.734652
TCGA-B7-5818-01A-11D-1599-01	17	21305392	35962478	4786	0.000000
TCGA-B7-5818-01A-11D-1599-01	17	35971028	36123526	122	2.870652
TCGA-B7-5818-01A-11D-1599-01	17	36410559	80917016	22266	0.000000
TCGA-B7-5818-01A-11D-1599-01	18	329586	22391637	10270	0.000000
TCGA-B7-5818-01A-11D-1599-01	18	22391708	22433624	30	0.793238
TCGA-B7-5818-01A-11D-1599-01	18	22434319	77109240	32099	0.000000
TCGA-B7-5818-01A-11D-1599-01	19	284018	58878226	23695	0.000000
TCGA-B7-5818-01A-11D-1599-01	20	456452	14644379	8891	0.000000
TCGA-B7-5818-01A-11D-1599-01	20	14644677	14681863	21	-0.695407
TCGA-B7-5818-01A-11D-1599-01	20	15165524	62219837	28100	0.000000
TCGA-B7-5818-01A-11D-1599-01	21	15372509	47678295	20397	0.000000
TCGA-B7-5818-01A-11D-1599-01	22	17423930	49331012	16742	0.000000
TCGA-B7-5818-01A-11D-1599-01	X	3157107	124607529	49580	0.000000
TCGA-B7-5818-01A-11D-1599-01	X	124608633	154905589	12918	1.047656
TCGA-B7-A5TI-01A-11D-A31K-01	1	3218610	247812431	128599	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	2	484222	242476062	130790	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	3	2212571	21781737	11540	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	3	21781971	61779360	22182	-0.574172
TCGA-B7-A5TI-01A-11D-A31K-01	3	61780144	136222998	40962	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	3	136230592	197538677	31271	0.590709
TCGA-B7-A5TI-01A-11D-A31K-01	4	1053934	23145213	13564	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	23146887	23519755	273	-0.526344
TCGA-B7-A5TI-01A-11D-A31K-01	4	23520071	26142837	1788	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	26143612	26665369	302	-0.536929
TCGA-B7-A5TI-01A-11D-A31K-01	4	26672973	27391999	430	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	27394986	28015388	409	-0.513726
TCGA-B7-A5TI-01A-11D-A31K-01	4	28021341	28474770	298	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	28485870	40247654	6900	-0.518391
TCGA-B7-A5TI-01A-11D-A31K-01	4	40248956	40305745	37	0.981429
TCGA-B7-A5TI-01A-11D-A31K-01	4	40307533	40688736	230	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	40787753	42609964	1182	0.520404
TCGA-B7-A5TI-01A-11D-A31K-01	4	42614803	43413728	259	1.000596
TCGA-B7-A5TI-01A-11D-A31K-01	4	43417100	43893387	256	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	43897577	43905103	6	0.403179
TCGA-B7-A5TI-01A-11D-A31K-01	4	43905267	44099352	99	1.019759
TCGA-B7-A5TI-01A-11D-A31K-01	4	44099571	48068783	1960	0.529216
TCGA-B7-A5TI-01A-11D-A31K-01	4	48068826	54591217	1110	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	54611444	55107618	322	0.450713
TCGA-B7-A5TI-01A-11D-A31K-01	4	55115703	55115760	6	-0.262516
TCGA-B7-A5TI-01A-11D-A31K-01	4	55120557	59006473	2611	0.506088
TCGA-B7-A5TI-01A-11D-A31K-01	4	59006791	117102174	31944	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	117104152	117674111	333	-0.563359
TCGA-B7-A5TI-01A-11D-A31K-01	4	117674340	117778678	56	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	117779189	119335575	876	-0.547986
TCGA-B7-A5TI-01A-11D-A31K-01	4	119336637	121662249	1359	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	121668762	121678509	7	-0.678182
TCGA-B7-A5TI-01A-11D-A31K-01	4	121680599	125082812	1853	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	125083666	131822932	3548	-0.529161
TCGA-B7-A5TI-01A-11D-A31K-01	4	131823136	131911714	49	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	131912391	134322599	905	-0.537943
TCGA-B7-A5TI-01A-11D-A31K-01	4	134332551	134579454	119	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	134618274	137441547	1253	-0.544111
TCGA-B7-A5TI-01A-11D-A31K-01	4	137442828	137457220	12	0.000000
TCGA-B7-A5TI-01A-11D-A31K-01	4	137465340	185212666	26035	-0.557971
TCGA-B7-A5TI-01A-11D-A31K-01	4	185217356	185350738	105	-1.184034
