"var","hr","pval","hr_ci95"
"tnm_stageIV",3.7,"7.04e-03","1.4 to 9.5"
"PDL1.catmed",0.8,"2.91e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.59e-01","0.5 to 1.7"
"PDL1.catmed",0.8,"2.91e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.59e-01","0.5 to 1.7"
"age.cat>=65",1.4,"1.83e-01","0.9 to 2.1"
"gendermale",1,"9.45e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.57e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.04e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.09e-01","0.4 to 1.1"
"nmdptc_mut.bool1",1.1,"8.75e-01","0.4 to 3"
"age.cat>=65",1.4,"1.84e-01","0.9 to 2.1"
"gendermale",1,"9.45e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.91e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.53e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.05e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.08e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.88e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.50e-01","0.5 to 1.7"
"nmdfs_mut.bool1",1,"8.68e-01","0.5 to 1.7"
"age.cat>=65",1.4,"1.84e-01","0.9 to 2.1"
"gendermale",1,"9.39e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.01e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.80e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.94e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.19e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.94e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.86e-01","0.5 to 1.8"
"nmdns_mut.bool1",0.7,"2.56e-01","0.4 to 1.3"
"age.cat>=65",1.4,"1.46e-01","0.9 to 2.2"
"gendermale",1,"9.30e-01","0.7 to 1.6"
"tnm_stageII",1.3,"4.97e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.33e-02","1.1 to 5.4"
"tnm_stageIV",3.9,"4.87e-03","1.5 to 10.3"
"TMB.cathigh",0.7,"1.79e-01","0.5 to 1.2"
"PDL1.catmed",0.8,"3.14e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.17e-01","0.5 to 1.8"
"silent",1,"9.26e-02","1 to 1"
"age.cat>=65",1.4,"1.54e-01","0.9 to 2.2"
"gendermale",1,"8.27e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.32e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"3.13e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"6.11e-03","1.5 to 9.9"
"TMB.cathigh",0.9,"7.74e-01","0.6 to 1.6"
"PDL1.catmed",0.7,"2.76e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.56e-01","0.5 to 1.9"
"missense",1,"1.16e-01","1 to 1"
"age.cat>=65",1.4,"1.67e-01","0.9 to 2.1"
"gendermale",1,"8.51e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.41e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"3.14e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"5.80e-03","1.5 to 10"
"TMB.cathigh",0.9,"8.00e-01","0.6 to 1.6"
"PDL1.catmed",0.7,"2.66e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.73e-01","0.5 to 1.9"
"nonstop",0.8,"3.19e-01","0.6 to 1.2"
"age.cat>=65",1.4,"1.70e-01","0.9 to 2.1"
"gendermale",1,"9.46e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.42e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.06e-02","1.2 to 5.5"
"tnm_stageIV",3.9,"5.39e-03","1.5 to 10"
"TMB.cathigh",0.8,"2.69e-01","0.5 to 1.2"
"PDL1.catmed",0.7,"2.80e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.99e-01","0.5 to 1.8"
"nonsense",1,"2.49e-01","1 to 1"
"age.cat>=65",1.4,"1.69e-01","0.9 to 2.1"
"gendermale",1,"8.87e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.53e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.95e-02","1.1 to 5.2"
"tnm_stageIV",4,"4.26e-03","1.5 to 10.4"
"TMB.cathigh",0.8,"4.96e-01","0.5 to 1.4"
"PDL1.catmed",0.7,"2.28e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"8.62e-01","0.5 to 1.8"
"frameshift",1,"1.63e-01","1 to 1"
"age.cat>=65",1.4,"1.29e-01","0.9 to 2.2"
"gendermale",0.9,"7.77e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.39e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"3.05e-02","1.1 to 5.2"
"tnm_stageIV",3.5,"1.09e-02","1.3 to 9"
"TMB.cathigh",0.8,"4.68e-01","0.5 to 1.4"
"PDL1.catmed",0.8,"3.52e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"8.50e-01","0.6 to 2"
"total",1,"9.02e-02","1 to 1"
"age.cat>=65",1.4,"1.56e-01","0.9 to 2.2"
"gendermale",1,"8.28e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.36e-01","0.6 to 3.1"
"tnm_stageIII",2.3,"3.19e-02","1.1 to 5.1"
"tnm_stageIV",3.8,"6.11e-03","1.5 to 9.9"
"TMB.cathigh",0.9,"7.89e-01","0.6 to 1.6"
"PDL1.catmed",0.7,"2.72e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.50e-01","0.6 to 1.9"
"GZMA",1,"7.55e-01","1 to 1"
"age.cat>=65",1.4,"1.80e-01","0.9 to 2.1"
"gendermale",1,"9.47e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.18e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.84e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"7.54e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.03e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.72e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.81e-01","0.5 to 1.7"
"PRF1",1,"2.14e-01","1 to 1"
"age.cat>=65",1.4,"1.86e-01","0.9 to 2.1"
"gendermale",1,"9.95e-01","0.6 to 1.6"
"tnm_stageII",1.3,"4.89e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.08e-02","1.2 to 5.5"
"tnm_stageIV",3.7,"7.16e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.39e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"5.45e-01","0.5 to 1.5"
"PDL1.cathigh",1.2,"6.53e-01","0.6 to 2.3"
"cyt",1,"5.51e-01","1 to 1"
"age.cat>=65",1.3,"1.88e-01","0.9 to 2.1"
"gendermale",1,"9.59e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.74e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.24e-02","1.1 to 5.4"
"tnm_stageIV",3.7,"6.57e-03","1.4 to 9.7"
"TMB.cathigh",0.7,"1.29e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"4.11e-01","0.5 to 1.4"
"PDL1.cathigh",1,"9.09e-01","0.5 to 2"
"nmdptc_max",1,"2.89e-01","0.9 to 1"
"age.cat>=65",1.4,"1.49e-01","0.9 to 2.2"
"gendermale",1,"8.93e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.27e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.38e-02","1.1 to 5.4"
"tnm_stageIV",3.7,"6.80e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"2.23e-01","0.5 to 1.2"
"PDL1.catmed",0.7,"2.45e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"8.44e-01","0.5 to 1.7"
"nmdptc_n_decayed",1,"3.66e-01","1 to 1"
"age.cat>=65",1.4,"1.69e-01","0.9 to 2.1"
"gendermale",1,"9.02e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.37e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.29e-02","1.1 to 5.4"
"tnm_stageIV",3.7,"6.76e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.98e-01","0.5 to 1.2"
"PDL1.catmed",0.7,"2.66e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.56e-01","0.5 to 1.7"
"nmdptc_frac_decayed",0.9,"7.07e-01","0.4 to 1.8"
"age.cat>=65",1.4,"1.68e-01","0.9 to 2.2"
"gendermale",1,"9.32e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.89e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.67e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.78e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.22e-01","0.5 to 1.1"
"PDL1.catmed",0.7,"2.79e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.11e-01","0.5 to 1.7"
"nmdptc_med",0.9,"2.36e-01","0.7 to 1.1"
"age.cat>=65",1.4,"1.21e-01","0.9 to 2.3"
"gendermale",1,"9.56e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.45e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.30e-02","1.1 to 5.4"
"tnm_stageIV",3.8,"5.98e-03","1.5 to 9.8"
"TMB.cathigh",0.7,"1.34e-01","0.5 to 1.1"
"PDL1.catmed",0.7,"2.39e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"6.85e-01","0.5 to 1.6"
"nmdptc_med.wt",0.8,"1.92e-01","0.6 to 1.1"
"age.cat>=65",1.4,"1.24e-01","0.9 to 2.2"
"gendermale",1,"9.32e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.10e-01","0.6 to 3.2"
"tnm_stageIII",2.6,"1.87e-02","1.2 to 5.6"
"tnm_stageIV",3.9,"5.33e-03","1.5 to 10"
"TMB.cathigh",0.7,"1.06e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.50e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"7.38e-01","0.5 to 1.7"
"nmdptc_mean",0.9,"2.48e-01","0.7 to 1.1"
"age.cat>=65",1.4,"1.27e-01","0.9 to 2.2"
"gendermale",1,"9.47e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.59e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.49e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.25e-03","1.5 to 9.7"
"TMB.cathigh",0.7,"1.27e-01","0.5 to 1.1"
"PDL1.catmed",0.7,"2.31e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"7.02e-01","0.5 to 1.6"
"nmdptc_mean.wt",0.8,"2.07e-01","0.6 to 1.1"
"age.cat>=65",1.4,"1.28e-01","0.9 to 2.2"
"gendermale",1,"9.29e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.16e-01","0.6 to 3.2"
"tnm_stageIII",2.5,"1.93e-02","1.2 to 5.5"
"tnm_stageIV",3.8,"5.45e-03","1.5 to 9.9"
"TMB.cathigh",0.7,"1.02e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.46e-01","0.4 to 1.2"
"PDL1.cathigh",0.9,"7.28e-01","0.5 to 1.6"
"nmdfs_max",1,"9.21e-01","0.9 to 1.1"
"age.cat>=65",1.4,"1.82e-01","0.9 to 2.1"
"gendermale",1,"9.45e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.97e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.55e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.66e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.13e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.90e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.49e-01","0.5 to 1.7"
"nmdfs_n_decayed",1,"8.58e-01","1 to 1"
"age.cat>=65",1.4,"1.80e-01","0.9 to 2.1"
"gendermale",1,"9.45e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.94e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.52e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.67e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.10e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.91e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.43e-01","0.5 to 1.7"
"nmdfs_frac_decayed",1.2,"6.11e-01","0.6 to 2.3"
"age.cat>=65",1.3,"2.02e-01","0.9 to 2.1"
"gendermale",1,"9.37e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.02e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.51e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.53e-03","1.4 to 9.7"
"TMB.cathigh",0.7,"1.06e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"3.16e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.56e-01","0.5 to 1.8"
"nmdfs_med",1,"5.39e-01","0.9 to 1.2"
"age.cat>=65",1.3,"2.03e-01","0.9 to 2.1"
"gendermale",1,"9.20e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.03e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.84e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"6.40e-03","1.5 to 9.8"
"TMB.cathigh",0.7,"1.20e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"3.13e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.78e-01","0.5 to 1.8"
"nmdfs_med.wt",1,"7.58e-01","0.9 to 1.2"
"age.cat>=65",1.3,"1.88e-01","0.9 to 2.1"
"gendermale",1,"9.33e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.05e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.88e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.85e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.23e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.99e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.13e-01","0.5 to 1.8"
"nmdfs_mean",1,"6.19e-01","0.9 to 1.2"
"age.cat>=65",1.3,"2.01e-01","0.9 to 2.1"
"gendermale",1,"9.24e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.72e-02","1.1 to 5.2"
"tnm_stageIV",3.8,"6.43e-03","1.5 to 9.8"
"TMB.cathigh",0.7,"1.19e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"3.11e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.52e-01","0.5 to 1.8"
"nmdfs_mean.wt",1,"7.69e-01","0.9 to 1.2"
"age.cat>=65",1.3,"1.88e-01","0.9 to 2.1"
"gendermale",1,"9.34e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.04e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.85e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.84e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.23e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"3.00e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.12e-01","0.5 to 1.8"
"nmdns_max",1,"8.81e-01","0.9 to 1.1"
"age.cat>=65",1.4,"1.85e-01","0.9 to 2.1"
"gendermale",1,"9.25e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.62e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.38e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.12e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.87e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.49e-01","0.5 to 1.7"
"nmdns_n_decayed",1,"5.12e-01","1 to 1"
"age.cat>=65",1.4,"1.61e-01","0.9 to 2.2"
"gendermale",1,"9.86e-01","0.6 to 1.6"
"tnm_stageII",1.3,"5.00e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.42e-02","1.1 to 5.3"
"tnm_stageIV",3.8,"6.35e-03","1.5 to 9.7"
"TMB.cathigh",0.7,"1.24e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"3.23e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.14e-01","0.5 to 1.8"
"nmdns_frac_decayed",0.9,"7.79e-01","0.5 to 1.7"
"age.cat>=65",1.4,"1.76e-01","0.9 to 2.1"
"gendermale",1,"9.21e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.89e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.54e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.82e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.07e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.85e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.30e-01","0.5 to 1.7"
"nmdns_med",1,"8.58e-01","0.9 to 1.1"
"age.cat>=65",1.4,"1.81e-01","0.9 to 2.1"
"gendermale",1,"9.27e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.97e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.58e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.35e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.07e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.86e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.40e-01","0.5 to 1.7"
"nmdns_med.wt",1,"9.73e-01","0.9 to 1.2"
"age.cat>=65",1.4,"1.83e-01","0.9 to 2.1"
"gendermale",1,"9.49e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.98e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.56e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.11e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.17e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.93e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.63e-01","0.5 to 1.7"
"nmdns_mean",1,"7.36e-01","0.9 to 1.1"
"age.cat>=65",1.4,"1.79e-01","0.9 to 2.1"
"gendermale",1,"9.09e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.98e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.61e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.54e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.02e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.79e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.25e-01","0.5 to 1.7"
"nmdns_mean.wt",1,"9.87e-01","0.9 to 1.2"
"age.cat>=65",1.4,"1.83e-01","0.9 to 2.1"
"gendermale",1,"9.47e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.57e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.13e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.17e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.93e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.61e-01","0.5 to 1.7"
"TNFRSF4_cna",0.9,"4.35e-01","0.6 to 1.2"
"age.cat>=65",1.4,"1.76e-01","0.9 to 2.1"
"gendermale",1,"9.91e-01","0.6 to 1.6"
"tnm_stageII",1.3,"5.12e-01","0.6 to 2.9"
"tnm_stageIII",2.4,"2.81e-02","1.1 to 5.2"
"tnm_stageIV",3.6,"8.14e-03","1.4 to 9.4"
"TMB.cathigh",0.7,"9.88e-02","0.4 to 1.1"
"PDL1.catmed",0.8,"2.99e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.48e-01","0.5 to 1.7"
"CNKSR1_cna",1,"9.04e-01","0.7 to 1.4"
"age.cat>=65",1.4,"1.82e-01","0.9 to 2.1"
"gendermale",1,"9.40e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.97e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.59e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.34e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.08e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.89e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.51e-01","0.5 to 1.7"
"CNKSR1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.3,"2.56e-01","0.8 to 2"
"gendermale",1,"9.54e-01","0.6 to 1.5"
"tnm_stageII",1.3,"5.01e-01","0.6 to 3"
"tnm_stageIII",2.3,"3.34e-02","1.1 to 5.1"
"tnm_stageIV",3.4,"1.23e-02","1.3 to 8.8"
"TMB.cathigh",0.7,"1.87e-01","0.5 to 1.2"
"PDL1.catmed",0.8,"2.91e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.75e-01","0.6 to 1.9"
"FUBP1_cna",0.9,"8.19e-01","0.6 to 1.5"
"age.cat>=65",1.4,"1.84e-01","0.9 to 2.1"
"gendermale",1,"9.31e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.57e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.19e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.06e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.94e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.72e-01","0.5 to 1.7"
"FUBP1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.4,"1.46e-01","0.9 to 2.2"
"gendermale",1,"8.39e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.26e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.57e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.66e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.31e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"2.99e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.82e-01","0.5 to 1.8"
"IL10_cna",1.1,"5.68e-01","0.8 to 1.7"
"age.cat>=65",1.4,"1.71e-01","0.9 to 2.1"
"gendermale",1,"8.84e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.88e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.83e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"7.34e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"9.50e-02","0.4 to 1.1"
"PDL1.catmed",0.8,"3.32e-01","0.4 to 1.3"
"PDL1.cathigh",1,"9.08e-01","0.5 to 1.8"
"IL10_mut",NA," NA","NA to NA"
"age.cat>=65",1.4,"1.83e-01","0.9 to 2.1"
"gendermale",1,"9.45e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.99e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.57e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"7.04e-03","1.4 to 9.5"
"TMB.cathigh",0.7,"1.09e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.91e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.59e-01","0.5 to 1.7"
"IRF6_cna",1.3,"2.53e-01","0.8 to 1.9"
"age.cat>=65",1.4,"1.54e-01","0.9 to 2.2"
"gendermale",1,"8.29e-01","0.6 to 1.5"
"tnm_stageII",1.4,"4.49e-01","0.6 to 3.1"
"tnm_stageIII",2.4,"2.74e-02","1.1 to 5.2"
"tnm_stageIV",3.7,"6.94e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"8.13e-02","0.4 to 1.1"
"PDL1.catmed",0.8,"3.86e-01","0.5 to 1.4"
"PDL1.cathigh",1,"9.61e-01","0.5 to 1.8"
"IRF6_mut",0.9,"8.02e-01","0.3 to 2.6"
"age.cat>=65",1.4,"1.76e-01","0.9 to 2.1"
"gendermale",1,"9.62e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.79e-01","0.6 to 3"
"tnm_stageIII",2.4,"2.51e-02","1.1 to 5.3"
"tnm_stageIV",3.7,"6.99e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.16e-01","0.4 to 1.1"
"PDL1.catmed",0.8,"2.90e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.84e-01","0.5 to 1.8"
"DNMT3A_cna",0.9,"7.35e-01","0.6 to 1.5"
"age.cat>=65",1.4,"1.72e-01","0.9 to 2.1"
"gendermale",1,"9.40e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.74e-01","0.6 to 3.1"
"tnm_stageIII",2.5,"2.43e-02","1.1 to 5.4"
"tnm_stageIV",3.8,"6.61e-03","1.4 to 9.7"
"TMB.cathigh",0.7,"1.14e-01","0.4 to 1.1"
"PDL1.catmed",0.7,"2.84e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.32e-01","0.5 to 1.7"
"DNMT3A_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.4,"1.63e-01","0.9 to 2.1"
"gendermale",1,"8.54e-01","0.6 to 1.5"
"tnm_stageII",1.3,"4.90e-01","0.6 to 3"
"tnm_stageIII",2.5,"2.18e-02","1.1 to 5.4"
"tnm_stageIV",3.7,"6.57e-03","1.4 to 9.6"
"TMB.cathigh",0.7,"1.38e-01","0.5 to 1.1"
"PDL1.catmed",0.8,"3.31e-01","0.5 to 1.3"
"PDL1.cathigh",0.9,"8.38e-01","0.5 to 1.7"
