"strata","n","n_event","medsurv","medsurv_ci95","survprobObs_0.5yr","survprobObs_1yr","survprobObs_2yr","survprobObs_5yr"
"nmdptc_med.wt.cat=med",139,72,3.1,"2.3 to 7","0.91 (0.86 to 0.96)","0.77 (0.71 to 0.85)","0.61 (0.53 to 0.7)","0.41 (0.31 to 0.53)"
"nmdptc_mean.cat=high",70,37,3.1,"2 to NA","0.94 (0.89 to 1)","0.82 (0.74 to 0.92)","0.60 (0.49 to 0.73)","0.42 (0.3 to 0.59)"
"nmdptc_mean.cat=low",70,25,5.9,"4.8 to NA","0.94 (0.89 to 1)","0.88 (0.8 to 0.96)","0.75 (0.65 to 0.86)","0.60 (0.46 to 0.79)"
"nmdptc_mean.cat=med",139,78,2.8,"1.8 to 4.8","0.91 (0.86 to 0.96)","0.76 (0.69 to 0.83)","0.58 (0.5 to 0.67)","0.38 (0.29 to 0.5)"
"nmdptc_mean.wt.cat=high",70,37,3,"1.7 to NA","0.94 (0.89 to 1)","0.79 (0.7 to 0.9)","0.55 (0.44 to 0.69)","0.36 (0.24 to 0.54)"
"nmdptc_mean.wt.cat=low",70,28,5.9,"4.8 to NA","0.93 (0.87 to 0.99)","0.85 (0.77 to 0.94)","0.75 (0.65 to 0.86)","0.58 (0.44 to 0.75)"
"nmdptc_mean.wt.cat=med",139,75,3.1,"2.2 to 7","0.91 (0.87 to 0.96)","0.79 (0.72 to 0.86)","0.59 (0.52 to 0.69)","0.43 (0.33 to 0.54)"
"nmdfs_max.cat=high",70,37,2.6,"1.8 to NA","0.91 (0.85 to 0.98)","0.74 (0.64 to 0.85)","0.55 (0.44 to 0.69)","0.44 (0.32 to 0.59)"
"nmdfs_max.cat=low",70,28,7.5,"4.8 to NA","0.94 (0.89 to 1)","0.87 (0.79 to 0.95)","0.72 (0.62 to 0.84)","0.58 (0.45 to 0.76)"
"nmdfs_max.cat=med",139,75,3.3,"2.3 to 5.4","0.92 (0.88 to 0.97)","0.81 (0.74 to 0.88)","0.61 (0.53 to 0.7)","0.38 (0.29 to 0.51)"
"nmdfs_n_decayed.cat=high",79,43,3.3,"1.9 to NA","0.91 (0.85 to 0.98)","0.76 (0.67 to 0.86)","0.58 (0.47 to 0.7)","0.43 (0.32 to 0.58)"
"nmdfs_n_decayed.cat=low",116,52,4.8,"2.8 to NA","0.96 (0.93 to 1)","0.87 (0.81 to 0.94)","0.67 (0.58 to 0.77)","0.48 (0.38 to 0.62)"
"nmdfs_n_decayed.cat=med",84,45,3.1,"2.2 to 5.9","0.88 (0.81 to 0.95)","0.76 (0.67 to 0.86)","0.60 (0.51 to 0.72)","0.41 (0.29 to 0.58)"
"nmdfs_frac_decayed.cat=high",108,51,4.4,"2.2 to NA","0.93 (0.88 to 0.98)","0.80 (0.73 to 0.88)","0.61 (0.52 to 0.71)","0.42 (0.31 to 0.57)"
"nmdfs_frac_decayed.cat=low",72,27,7.4,"4.8 to NA","0.96 (0.91 to 1)","0.87 (0.79 to 0.95)","0.74 (0.64 to 0.86)","0.56 (0.43 to 0.74)"
"nmdfs_frac_decayed.cat=med",99,62,2.6,"1.7 to 5.7","0.90 (0.84 to 0.96)","0.76 (0.68 to 0.85)","0.56 (0.47 to 0.67)","0.39 (0.29 to 0.52)"
"nmdfs_med.cat=high",70,35,3.1,"2 to NA","0.93 (0.87 to 0.99)","0.78 (0.69 to 0.89)","0.60 (0.49 to 0.73)","0.39 (0.27 to 0.57)"
"nmdfs_med.cat=low",70,30,7.4,"4.8 to NA","0.97 (0.93 to 1)","0.86 (0.79 to 0.95)","0.73 (0.63 to 0.84)","0.57 (0.44 to 0.74)"
"nmdfs_med.cat=med",139,75,3,"2.1 to 5.5","0.90 (0.85 to 0.95)","0.79 (0.72 to 0.86)","0.58 (0.5 to 0.68)","0.42 (0.33 to 0.53)"
"nmdfs_med.wt.cat=high",70,34,4,"2.2 to NA","0.94 (0.89 to 1)","0.79 (0.7 to 0.9)","0.65 (0.54 to 0.77)","0.39 (0.26 to 0.57)"
"nmdfs_med.wt.cat=low",70,29,7.4,"4.8 to NA","0.97 (0.93 to 1)","0.88 (0.8 to 0.96)","0.74 (0.64 to 0.85)","0.58 (0.45 to 0.75)"
"nmdfs_med.wt.cat=med",139,77,2.7,"1.8 to 5.5","0.89 (0.84 to 0.94)","0.77 (0.71 to 0.85)","0.56 (0.48 to 0.65)","0.41 (0.32 to 0.52)"
"nmdfs_mean.cat=high",70,32,4.7,"2.7 to NA","0.94 (0.89 to 1)","0.80 (0.71 to 0.9)","0.63 (0.52 to 0.76)","0.47 (0.35 to 0.64)"
"nmdfs_mean.cat=low",70,29,5.7,"4.8 to NA","0.97 (0.93 to 1)","0.88 (0.81 to 0.96)","0.74 (0.64 to 0.86)","0.53 (0.38 to 0.73)"
"nmdfs_mean.cat=med",139,79,2.6,"1.8 to 5.4","0.89 (0.84 to 0.94)","0.77 (0.7 to 0.85)","0.56 (0.48 to 0.65)","0.39 (0.3 to 0.5)"
"nmdfs_mean.wt.cat=high",70,33,4,"2.6 to NA","0.94 (0.89 to 1)","0.82 (0.74 to 0.92)","0.67 (0.57 to 0.8)","0.39 (0.27 to 0.58)"
"nmdfs_mean.wt.cat=low",70,28,7.5,"4.8 to NA","0.97 (0.93 to 1)","0.90 (0.83 to 0.97)","0.77 (0.68 to 0.88)","0.55 (0.41 to 0.74)"
"nmdfs_mean.wt.cat=med",139,79,2.4,"1.6 to 5.5","0.89 (0.84 to 0.94)","0.75 (0.68 to 0.83)","0.52 (0.44 to 0.62)","0.42 (0.34 to 0.53)"
"nmdns_max.cat=high",70,39,3.5,"2.3 to 7.4","0.90 (0.83 to 0.97)","0.78 (0.69 to 0.89)","0.63 (0.52 to 0.75)","0.34 (0.21 to 0.55)"
"nmdns_max.cat=low",70,23,7.5,"5.7 to NA","0.94 (0.89 to 1)","0.85 (0.76 to 0.94)","0.76 (0.66 to 0.87)","0.68 (0.56 to 0.83)"
"nmdns_max.cat=med",139,78,2.6,"1.8 to 4.8","0.93 (0.89 to 0.97)","0.80 (0.73 to 0.87)","0.56 (0.48 to 0.65)","0.38 (0.29 to 0.49)"
"nmdns_n_decayed.cat=high",70,38,4.4,"2.3 to 7.9","0.89 (0.81 to 0.96)","0.77 (0.67 to 0.87)","0.62 (0.51 to 0.75)","0.40 (0.27 to 0.59)"
"nmdns_n_decayed.cat=low",87,36,5.9,"4 to NA","0.93 (0.88 to 0.99)","0.82 (0.74 to 0.91)","0.69 (0.59 to 0.8)","0.58 (0.48 to 0.71)"
"nmdns_n_decayed.cat=med",122,66,2.7,"1.8 to 5.4","0.94 (0.9 to 0.98)","0.82 (0.75 to 0.89)","0.58 (0.49 to 0.68)","0.38 (0.28 to 0.51)"
"nmdns_frac_decayed.cat=high",76,39,4,"1.9 to 7.4","0.92 (0.86 to 0.98)","0.80 (0.71 to 0.89)","0.60 (0.49 to 0.73)","0.37 (0.25 to 0.55)"
"nmdns_frac_decayed.cat=low",70,26,5.9,"5.7 to NA","0.94 (0.89 to 1)","0.83 (0.75 to 0.93)","0.73 (0.63 to 0.85)","0.64 (0.53 to 0.78)"
"nmdns_frac_decayed.cat=med",133,75,3.1,"2.2 to 5.4","0.92 (0.87 to 0.97)","0.79 (0.73 to 0.87)","0.58 (0.5 to 0.68)","0.40 (0.31 to 0.52)"
"nmdns_med.cat=high",70,41,3,"1.7 to 6.3","0.94 (0.89 to 1)","0.80 (0.7 to 0.9)","0.57 (0.46 to 0.71)","0.35 (0.23 to 0.52)"
"nmdns_med.cat=low",70,28,5.9,"2.7 to NA","0.91 (0.85 to 0.98)","0.82 (0.73 to 0.92)","0.70 (0.59 to 0.82)","0.61 (0.49 to 0.74)"
"nmdns_med.cat=med",139,71,3.8,"2.6 to 7.9","0.92 (0.88 to 0.97)","0.80 (0.74 to 0.87)","0.61 (0.54 to 0.7)","0.43 (0.33 to 0.55)"
"nmdns_med.wt.cat=high",70,38,3,"1.6 to NA","0.94 (0.89 to 1)","0.81 (0.72 to 0.91)","0.55 (0.44 to 0.69)","0.36 (0.24 to 0.54)"
"nmdns_med.wt.cat=low",70,29,5.9,"2.5 to NA","0.93 (0.87 to 0.99)","0.83 (0.75 to 0.93)","0.68 (0.57 to 0.81)","0.59 (0.47 to 0.73)"
"nmdns_med.wt.cat=med",139,73,3.8,"2.7 to 7","0.91 (0.87 to 0.96)","0.79 (0.72 to 0.86)","0.63 (0.55 to 0.72)","0.42 (0.33 to 0.55)"
"nmdns_mean.cat=high",70,40,3,"1.9 to 7","0.93 (0.87 to 0.99)","0.78 (0.69 to 0.89)","0.59 (0.49 to 0.73)","0.38 (0.26 to 0.56)"
"nmdns_mean.cat=low",70,28,5.9,"2.6 to NA","0.93 (0.87 to 0.99)","0.83 (0.75 to 0.93)","0.70 (0.59 to 0.82)","0.60 (0.49 to 0.74)"
"nmdns_mean.cat=med",139,72,3.3,"2.4 to 5.5","0.92 (0.88 to 0.97)","0.80 (0.74 to 0.87)","0.60 (0.53 to 0.69)","0.41 (0.32 to 0.53)"
"nmdns_mean.wt.cat=high",70,38,3,"1.6 to NA","0.94 (0.89 to 1)","0.81 (0.72 to 0.91)","0.57 (0.46 to 0.7)","0.37 (0.25 to 0.55)"
"nmdns_mean.wt.cat=low",70,29,5.9,"2.3 to NA","0.93 (0.87 to 0.99)","0.83 (0.75 to 0.93)","0.66 (0.56 to 0.79)","0.59 (0.48 to 0.73)"
"nmdns_mean.wt.cat=med",139,73,3.5,"2.6 to 7","0.91 (0.87 to 0.96)","0.79 (0.72 to 0.86)","0.63 (0.55 to 0.72)","0.42 (0.32 to 0.54)"
"cyt.cat=high",70,31,4.8,"3 to NA","0.93 (0.87 to 0.99)","0.82 (0.73 to 0.92)","0.64 (0.53 to 0.77)","0.47 (0.34 to 0.65)"
"cyt.cat=low",70,39,2.6,"1.6 to 7.5","0.93 (0.87 to 0.99)","0.78 (0.69 to 0.89)","0.54 (0.43 to 0.68)","0.40 (0.28 to 0.58)"
"cyt.cat=med",139,70,3.8,"2.7 to 6.3","0.92 (0.88 to 0.97)","0.81 (0.74 to 0.88)","0.65 (0.58 to 0.74)","0.46 (0.37 to 0.57)"
"cyt.bool=0",70,39,2.6,"1.6 to 7.5","0.93 (0.87 to 0.99)","0.78 (0.69 to 0.89)","0.54 (0.43 to 0.68)","0.40 (0.28 to 0.58)"
"cyt.bool=1",70,31,4.8,"3 to NA","0.93 (0.87 to 0.99)","0.82 (0.73 to 0.92)","0.64 (0.53 to 0.77)","0.47 (0.34 to 0.65)"
"gender=female",76,45,2.7,"1.6 to 4.7","0.92 (0.86 to 0.98)","0.78 (0.69 to 0.88)","0.58 (0.47 to 0.71)","0.34 (0.23 to 0.5)"
"gender=male",203,95,4.8,"3.3 to 7.5","0.93 (0.89 to 0.96)","0.81 (0.76 to 0.87)","0.64 (0.57 to 0.71)","0.49 (0.41 to 0.59)"
"race=american indian or alaska native",1,0,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)"
"race=asian",3,1,1.2,"1.2 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.50 (0.13 to 1)","0.50 (0.13 to 1)"
"race=black or african american",26,14,2.2,"1.3 to NA","0.96 (0.89 to 1)","0.76 (0.6 to 0.95)","0.56 (0.39 to 0.81)","0.44 (0.26 to 0.73)"
"race=white",245,122,4.4,"3 to 5.9","0.92 (0.88 to 0.95)","0.80 (0.75 to 0.85)","0.64 (0.58 to 0.7)","0.45 (0.38 to 0.54)"
"tnm_stage=I",14,3,NA,"NA to NA","1.00 (1 to 1)","0.93 (0.8 to 1)","0.74 (0.53 to 1)","0.74 (0.53 to 1)"
"tnm_stage=II",44,22,4.8,"1.8 to NA","0.93 (0.86 to 1)","0.81 (0.71 to 0.94)","0.62 (0.48 to 0.78)","0.49 (0.34 to 0.7)"
"tnm_stage=III",38,18,4.5,"2.2 to NA","0.97 (0.92 to 1)","0.76 (0.64 to 0.91)","0.67 (0.53 to 0.84)","0.49 (0.33 to 0.73)"
"tnm_stage=IV",144,81,3,"2.2 to 5.5","0.89 (0.84 to 0.94)","0.78 (0.71 to 0.85)","0.59 (0.51 to 0.68)","0.41 (0.32 to 0.52)"
"TMB.cat=high",139,73,3.8,"2.6 to 7","0.91 (0.86 to 0.96)","0.78 (0.72 to 0.86)","0.65 (0.57 to 0.74)","0.43 (0.34 to 0.55)"
"TMB.cat=low",140,67,4.5,"2.3 to NA","0.94 (0.9 to 0.98)","0.82 (0.76 to 0.89)","0.60 (0.52 to 0.69)","0.46 (0.37 to 0.58)"
"PDL1.cat=high",70,36,2.7,"1.8 to NA","0.91 (0.85 to 0.98)","0.72 (0.62 to 0.84)","0.58 (0.47 to 0.71)","0.48 (0.36 to 0.62)"
"PDL1.cat=low",70,35,2.7,"1.8 to NA","0.97 (0.93 to 1)","0.85 (0.77 to 0.94)","0.61 (0.5 to 0.74)","0.36 (0.22 to 0.58)"
"PDL1.cat=med",139,69,4.8,"3.1 to 7.4","0.91 (0.86 to 0.96)","0.82 (0.76 to 0.89)","0.65 (0.58 to 0.74)","0.47 (0.37 to 0.58)"
"age.cat=<65",169,78,4.8,"3.1 to 7.5","0.97 (0.94 to 1)","0.86 (0.81 to 0.91)","0.68 (0.61 to 0.76)","0.48 (0.38 to 0.59)"
"age.cat=>=65",110,62,2.3,"1.6 to 5.7","0.85 (0.79 to 0.92)","0.72 (0.64 to 0.81)","0.53 (0.44 to 0.64)","0.40 (0.31 to 0.52)"
"nmdptc_mut.bool=0",4,2,12.8,"1.9 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.67 (0.3 to 1)","0.67 (0.3 to 1)"
"nmdptc_mut.bool=1",275,138,4,"2.7 to 5.7","0.92 (0.89 to 0.96)","0.80 (0.75 to 0.85)","0.62 (0.56 to 0.68)","0.44 (0.37 to 0.52)"
"nmdfs_mut.bool=0",34,15,4.7,"2 to NA","0.94 (0.86 to 1)","0.79 (0.66 to 0.94)","0.64 (0.49 to 0.84)","0.49 (0.32 to 0.74)"
"nmdfs_mut.bool=1",245,125,4,"2.7 to 5.7","0.92 (0.89 to 0.96)","0.81 (0.76 to 0.86)","0.62 (0.56 to 0.69)","0.44 (0.37 to 0.53)"
"nmdns_mut.bool=0",21,10,4.4,"1.9 to NA","0.95 (0.87 to 1)","0.90 (0.78 to 1)","0.67 (0.48 to 0.93)","0.32 (0.12 to 0.86)"
"nmdns_mut.bool=1",258,130,4,"2.7 to 5.9","0.92 (0.89 to 0.96)","0.80 (0.75 to 0.85)","0.62 (0.56 to 0.68)","0.46 (0.39 to 0.54)"
