"var","hr","pval","hr_ci95"
"gendermale",0.8,"7.47e-01","0.2 to 3"
"tnm_stageII",2.1,"4.89e-01","0.3 to 17.7"
"tnm_stageIII",1.4,"7.48e-01","0.2 to 10.5"
"tnm_stageIV",10.3,"1.86e-02","1.5 to 71.7"
"TMB.cathigh",0.4,"2.49e-01","0.1 to 1.8"
"PDL1.catmed",1.8,"4.31e-01","0.4 to 7.5"
"PDL1.cathigh",0.7,"7.94e-01","0.1 to 7.9"
"total",1,"3.54e-01","0.9 to 1"
"age.cat>=65",21.9,"2.10e-04","4.3 to 111.7"
"gendermale",0.8,"7.99e-01","0.2 to 3.3"
"tnm_stageII",1.7,"6.28e-01","0.2 to 15.3"
"tnm_stageIII",1.4,"7.52e-01","0.2 to 9.7"
"tnm_stageIV",9.4,"2.47e-02","1.3 to 66.7"
"TMB.cathigh",1,"9.72e-01","0.3 to 4.2"
"PDL1.catmed",1.8,"4.80e-01","0.4 to 8.5"
"PDL1.cathigh",0.5,"6.19e-01","0.1 to 5.9"
"GZMA",1,"5.96e-01","0.9 to 1.1"
"age.cat>=65",16.4,"2.31e-04","3.7 to 72.9"
"gendermale",1.2,"8.28e-01","0.3 to 4.1"
"tnm_stageII",1.9,"5.56e-01","0.2 to 16.6"
"tnm_stageIII",1.7,"5.77e-01","0.3 to 11.5"
"tnm_stageIV",6.6,"4.89e-02","1 to 42.6"
"TMB.cathigh",0.7,"5.30e-01","0.2 to 2.4"
"PDL1.catmed",1.3,"7.31e-01","0.3 to 5"
"PDL1.cathigh",0.5,"5.91e-01","0 to 5.5"
"PRF1",1,"9.18e-01","0.8 to 1.3"
"age.cat>=65",15.9,"2.45e-04","3.6 to 70"
"gendermale",1,"9.46e-01","0.3 to 3.9"
"tnm_stageII",1.9,"5.59e-01","0.2 to 16.7"
"tnm_stageIII",1.7,"5.75e-01","0.3 to 11.4"
"tnm_stageIV",6.9,"4.35e-02","1.1 to 45.2"
"TMB.cathigh",0.7,"6.71e-01","0.2 to 2.8"
"PDL1.catmed",1.2,"7.90e-01","0.3 to 4.8"
"PDL1.cathigh",0.4,"5.11e-01","0 to 4.9"
"cyt",1,"7.70e-01","0.9 to 1.1"
"age.cat>=65",16.3,"2.38e-04","3.7 to 71.9"
"gendermale",1.1,"8.55e-01","0.3 to 4.1"
"tnm_stageII",1.9,"5.61e-01","0.2 to 16.6"
"tnm_stageIII",1.7,"5.79e-01","0.3 to 11.4"
"tnm_stageIV",6.6,"4.78e-02","1 to 43.1"
"TMB.cathigh",0.7,"5.77e-01","0.2 to 2.5"
"PDL1.catmed",1.3,"7.42e-01","0.3 to 5"
"PDL1.cathigh",0.5,"5.64e-01","0 to 5.3"
"nmdptc_max",0.9,"2.43e-01","0.8 to 1.1"
"age.cat>=65",14.8,"3.44e-04","3.4 to 64.8"
"gendermale",1.1,"8.42e-01","0.3 to 4"
"tnm_stageII",1.9,"5.71e-01","0.2 to 16.5"
"tnm_stageIII",1.5,"6.84e-01","0.2 to 10.2"
"tnm_stageIV",6.5,"4.72e-02","1 to 41.6"
"TMB.cathigh",0.7,"5.31e-01","0.2 to 2.4"
"PDL1.catmed",1.2,"7.52e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"5.75e-01","0 to 5.4"
"nmdptc_n_decayed",1,"3.12e-01","1 to 1"
"age.cat>=65",15.1,"3.11e-04","3.5 to 66"
"gendermale",1.2,"8.11e-01","0.3 to 4.1"
"tnm_stageII",1.8,"5.90e-01","0.2 to 16.1"
"tnm_stageIII",1.5,"6.66e-01","0.2 to 10.3"
"tnm_stageIV",6.7,"4.34e-02","1.1 to 42.5"
"TMB.cathigh",0.6,"4.83e-01","0.2 to 2.3"
"PDL1.catmed",1.3,"6.68e-01","0.3 to 5.3"
"PDL1.cathigh",0.5,"6.02e-01","0.1 to 5.6"
"nmdptc_frac_decayed",0.4,"1.46e-01","0.1 to 1.4"
"age.cat>=65",15.4,"1.81e-04","3.7 to 64.5"
"gendermale",1,"9.68e-01","0.3 to 3.6"
"tnm_stageII",2.5,"4.13e-01","0.3 to 21.5"
"tnm_stageIII",2,"4.73e-01","0.3 to 13.2"
"tnm_stageIV",6.8,"4.14e-02","1.1 to 43.5"
"TMB.cathigh",0.9,"8.22e-01","0.2 to 3.2"
"PDL1.catmed",1,"9.94e-01","0.3 to 3.9"
"PDL1.cathigh",0.4,"4.43e-01","0 to 4.1"
"nmdptc_med",0.9,"3.20e-01","0.6 to 1.2"
"age.cat>=65",15,"2.82e-04","3.5 to 64.5"
"gendermale",1.1,"9.31e-01","0.3 to 3.7"
"tnm_stageII",2.2,"4.87e-01","0.2 to 18.7"
"tnm_stageIII",1.7,"5.64e-01","0.3 to 11.6"
"tnm_stageIV",6.4,"4.71e-02","1 to 40.1"
"TMB.cathigh",0.7,"6.41e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"8.32e-01","0.3 to 4.5"
"PDL1.cathigh",0.4,"4.92e-01","0 to 4.5"
"nmdptc_med.wt",0.9,"3.42e-01","0.6 to 1.2"
"age.cat>=65",15.3,"2.58e-04","3.5 to 66.1"
"gendermale",1.1,"9.31e-01","0.3 to 3.7"
"tnm_stageII",2.1,"4.91e-01","0.2 to 18.6"
"tnm_stageIII",1.7,"5.92e-01","0.3 to 11.2"
"tnm_stageIV",6.5,"4.50e-02","1 to 40.7"
"TMB.cathigh",0.7,"6.31e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.86e-01","0.3 to 4.7"
"PDL1.cathigh",0.5,"5.09e-01","0 to 4.7"
"nmdptc_mean",0.9,"3.16e-01","0.6 to 1.2"
"age.cat>=65",15.1,"2.67e-04","3.5 to 64.9"
"gendermale",1,"9.43e-01","0.3 to 3.7"
"tnm_stageII",2.1,"4.88e-01","0.2 to 18.7"
"tnm_stageIII",1.8,"5.61e-01","0.3 to 11.6"
"tnm_stageIV",6.5,"4.59e-02","1 to 40.4"
"TMB.cathigh",0.7,"6.43e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"8.37e-01","0.3 to 4.5"
"PDL1.cathigh",0.4,"4.90e-01","0 to 4.5"
"nmdptc_mean.wt",0.9,"3.44e-01","0.6 to 1.2"
"age.cat>=65",15.3,"2.56e-04","3.5 to 66.2"
"gendermale",1.1,"9.32e-01","0.3 to 3.7"
"tnm_stageII",2.1,"4.92e-01","0.2 to 18.6"
"tnm_stageIII",1.7,"5.91e-01","0.3 to 11.2"
"tnm_stageIV",6.5,"4.51e-02","1 to 40.7"
"TMB.cathigh",0.7,"6.31e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.88e-01","0.3 to 4.7"
"PDL1.cathigh",0.5,"5.08e-01","0 to 4.7"
"nmdfs_max",0.9,"2.72e-01","0.8 to 1"
"age.cat>=65",17.9,"2.43e-04","3.8 to 83.7"
"gendermale",1,"9.61e-01","0.3 to 3.4"
"tnm_stageII",1.7,"6.52e-01","0.2 to 15"
"tnm_stageIII",1.2,"8.71e-01","0.1 to 9.4"
"tnm_stageIV",6.7,"4.69e-02","1 to 43.6"
"TMB.cathigh",0.8,"6.69e-01","0.2 to 2.7"
"PDL1.catmed",1.7,"4.83e-01","0.4 to 8"
"PDL1.cathigh",0.6,"6.99e-01","0.1 to 7"
"nmdfs_n_decayed",1,"3.79e-01","1 to 1"
"age.cat>=65",17.2,"2.41e-04","3.8 to 78.5"
"gendermale",1,"9.94e-01","0.3 to 3.5"
"tnm_stageII",1.7,"6.29e-01","0.2 to 15.5"
"tnm_stageIII",1.3,"7.85e-01","0.2 to 10"
"tnm_stageIV",6.8,"4.34e-02","1.1 to 44.3"
"TMB.cathigh",0.7,"6.39e-01","0.2 to 2.6"
"PDL1.catmed",1.7,"5.19e-01","0.4 to 8"
"PDL1.cathigh",0.6,"6.77e-01","0.1 to 6.7"
"nmdfs_frac_decayed",0.3,"6.92e-02","0.1 to 1.1"
"age.cat>=65",20.2,"6.37e-05","4.6 to 88.1"
"gendermale",0.9,"8.32e-01","0.2 to 3.1"
"tnm_stageII",2.1,"5.00e-01","0.2 to 17.4"
"tnm_stageIII",1.6,"6.05e-01","0.2 to 10.8"
"tnm_stageIV",8.4,"2.17e-02","1.4 to 51.9"
"TMB.cathigh",1,"9.57e-01","0.3 to 3.6"
"PDL1.catmed",1.1,"8.73e-01","0.3 to 4.3"
"PDL1.cathigh",0.4,"4.83e-01","0 to 4.4"
"nmdfs_med",0.8,"1.44e-01","0.5 to 1.1"
"age.cat>=65",18.5,"1.24e-04","4.2 to 82"
"gendermale",0.9,"8.27e-01","0.2 to 3.1"
"tnm_stageII",2,"5.41e-01","0.2 to 16.7"
"tnm_stageIII",1.4,"7.53e-01","0.2 to 9.5"
"tnm_stageIV",7.3,"3.20e-02","1.2 to 45.4"
"TMB.cathigh",0.9,"8.46e-01","0.2 to 3.2"
"PDL1.catmed",1.4,"6.20e-01","0.4 to 5.7"
"PDL1.cathigh",0.5,"5.52e-01","0 to 5.1"
"nmdfs_med.wt",0.8,"1.52e-01","0.5 to 1.1"
"age.cat>=65",18.5,"1.31e-04","4.1 to 82.6"
"gendermale",0.9,"8.30e-01","0.2 to 3.2"
"tnm_stageII",1.9,"5.47e-01","0.2 to 16.6"
"tnm_stageIII",1.3,"7.67e-01","0.2 to 9.5"
"tnm_stageIV",7.2,"3.43e-02","1.2 to 44.6"
"TMB.cathigh",0.9,"8.46e-01","0.2 to 3.2"
"PDL1.catmed",1.4,"6.24e-01","0.4 to 5.7"
"PDL1.cathigh",0.5,"5.54e-01","0 to 5.1"
"nmdfs_mean",0.8,"1.47e-01","0.5 to 1.1"
"age.cat>=65",18.5,"1.24e-04","4.2 to 82.2"
"gendermale",0.9,"8.29e-01","0.2 to 3.2"
"tnm_stageII",2,"5.41e-01","0.2 to 16.8"
"tnm_stageIII",1.4,"7.49e-01","0.2 to 9.6"
"tnm_stageIV",7.4,"3.18e-02","1.2 to 45.6"
"TMB.cathigh",0.9,"8.42e-01","0.2 to 3.2"
"PDL1.catmed",1.4,"6.24e-01","0.4 to 5.7"
"PDL1.cathigh",0.5,"5.54e-01","0 to 5.1"
"nmdfs_mean.wt",0.8,"1.57e-01","0.5 to 1.1"
"age.cat>=65",18.5,"1.33e-04","4.1 to 82.6"
"gendermale",0.9,"8.32e-01","0.2 to 3.2"
"tnm_stageII",1.9,"5.50e-01","0.2 to 16.6"
"tnm_stageIII",1.3,"7.67e-01","0.2 to 9.5"
"tnm_stageIV",7.2,"3.47e-02","1.2 to 44.5"
"TMB.cathigh",0.9,"8.44e-01","0.2 to 3.2"
"PDL1.catmed",1.4,"6.26e-01","0.4 to 5.7"
"PDL1.cathigh",0.5,"5.53e-01","0 to 5.1"
"nmdns_max",1,"4.85e-01","0.9 to 1.1"
"age.cat>=65",16.1,"2.16e-04","3.7 to 70.2"
"gendermale",1.2,"7.85e-01","0.3 to 4.3"
"tnm_stageII",2.2,"4.74e-01","0.3 to 19.3"
"tnm_stageIII",1.7,"5.98e-01","0.3 to 11"
"tnm_stageIV",6.5,"4.68e-02","1 to 41.7"
"TMB.cathigh",0.6,"4.48e-01","0.1 to 2.4"
"PDL1.catmed",1.2,"7.46e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.27e-01","0 to 4.8"
"nmdns_n_decayed",1,"5.81e-01","1 to 1"
"age.cat>=65",16.2,"2.13e-04","3.7 to 70.6"
"gendermale",1.2,"8.08e-01","0.3 to 4.3"
"tnm_stageII",2.1,"4.92e-01","0.2 to 18.8"
"tnm_stageIII",1.7,"5.92e-01","0.3 to 11"
"tnm_stageIV",6.6,"4.47e-02","1 to 42.1"
"TMB.cathigh",0.6,"4.88e-01","0.1 to 2.5"
"PDL1.catmed",1.2,"7.55e-01","0.3 to 4.7"
"PDL1.cathigh",0.5,"5.19e-01","0 to 4.7"
"nmdns_frac_decayed",0.6,"4.57e-01","0.2 to 2.3"
"age.cat>=65",15.6,"2.16e-04","3.6 to 66.9"
"gendermale",1.1,"8.30e-01","0.3 to 4.1"
"tnm_stageII",2.2,"4.80e-01","0.2 to 19.5"
"tnm_stageIII",1.9,"5.00e-01","0.3 to 12.7"
"tnm_stageIV",6.6,"4.56e-02","1 to 42"
"TMB.cathigh",0.7,"6.28e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"8.10e-01","0.3 to 4.6"
"PDL1.cathigh",0.5,"5.03e-01","0 to 4.6"
"nmdns_med",1,"8.31e-01","0.8 to 1.2"
"age.cat>=65",16,"2.26e-04","3.7 to 69.9"
"gendermale",1.1,"8.85e-01","0.3 to 3.9"
"tnm_stageII",2,"5.36e-01","0.2 to 18.4"
"tnm_stageIII",1.7,"5.66e-01","0.3 to 11.6"
"tnm_stageIV",6.7,"4.46e-02","1 to 43.1"
"TMB.cathigh",0.7,"5.94e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.73e-01","0.3 to 4.7"
"PDL1.cathigh",0.5,"5.06e-01","0 to 4.6"
"nmdns_med.wt",1,"8.34e-01","0.8 to 1.2"
"age.cat>=65",16.1,"2.24e-04","3.7 to 70.1"
"gendermale",1.1,"8.88e-01","0.3 to 3.9"
"tnm_stageII",2,"5.37e-01","0.2 to 18.4"
"tnm_stageIII",1.7,"5.67e-01","0.3 to 11.5"
"tnm_stageIV",6.7,"4.39e-02","1.1 to 43.1"
"TMB.cathigh",0.7,"5.95e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.69e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.07e-01","0 to 4.7"
"nmdns_mean",1,"8.25e-01","0.8 to 1.2"
"age.cat>=65",16,"2.24e-04","3.7 to 70"
"gendermale",1.1,"8.84e-01","0.3 to 3.9"
"tnm_stageII",2,"5.35e-01","0.2 to 18.4"
"tnm_stageIII",1.7,"5.65e-01","0.3 to 11.5"
"tnm_stageIV",6.7,"4.44e-02","1 to 43"
"TMB.cathigh",0.7,"5.92e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.72e-01","0.3 to 4.7"
"PDL1.cathigh",0.5,"5.06e-01","0 to 4.6"
"nmdns_mean.wt",1,"8.34e-01","0.8 to 1.2"
"age.cat>=65",16.1,"2.24e-04","3.7 to 70.1"
"gendermale",1.1,"8.88e-01","0.3 to 3.9"
"tnm_stageII",2,"5.37e-01","0.2 to 18.3"
"tnm_stageIII",1.7,"5.67e-01","0.3 to 11.5"
"tnm_stageIV",6.7,"4.39e-02","1.1 to 43.1"
"TMB.cathigh",0.7,"5.95e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.68e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.07e-01","0 to 4.7"
"TNFRSF4_cna",0.4,"6.17e-01","0 to 21.4"
"age.cat>=65",15.8,"2.61e-04","3.6 to 69.7"
"gendermale",1.1,"8.73e-01","0.3 to 3.9"
"tnm_stageII",1.9,"5.45e-01","0.2 to 16.8"
"tnm_stageIII",1.8,"5.50e-01","0.3 to 11.8"
"tnm_stageIV",6.9,"4.30e-02","1.1 to 44.5"
"TMB.cathigh",0.8,"6.90e-01","0.2 to 2.8"
"PDL1.catmed",1.3,"7.31e-01","0.3 to 5"
"PDL1.cathigh",0.5,"5.21e-01","0 to 4.8"
"CNKSR1_cna",0.6,"8.74e-01","0 to 141.4"
"age.cat>=65",15.8,"2.66e-04","3.6 to 69.9"
"gendermale",1.1,"9.19e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.54e-01","0.2 to 16.8"
"tnm_stageIII",1.7,"5.70e-01","0.3 to 11.5"
"tnm_stageIV",6.9,"4.27e-02","1.1 to 45"
"TMB.cathigh",0.7,"6.37e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.60e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"5.18e-01","0 to 4.8"
"FUBP1_cna",0.6,"8.74e-01","0 to 141.4"
"age.cat>=65",15.8,"2.66e-04","3.6 to 69.9"
"gendermale",1.1,"9.19e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.54e-01","0.2 to 16.8"
"tnm_stageIII",1.7,"5.70e-01","0.3 to 11.5"
"tnm_stageIV",6.9,"4.27e-02","1.1 to 45"
"TMB.cathigh",0.7,"6.37e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.60e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"5.18e-01","0 to 4.8"
"IL10_cna",0.8,"8.06e-01","0.2 to 3.7"
"age.cat>=65",16,"2.28e-04","3.7 to 70.1"
"gendermale",1.1,"9.32e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.61e-01","0.2 to 16.5"
"tnm_stageIII",1.8,"5.45e-01","0.3 to 12.6"
"tnm_stageIV",6.9,"4.21e-02","1.1 to 44.5"
"TMB.cathigh",0.7,"6.54e-01","0.2 to 2.7"
"PDL1.catmed",1.2,"7.53e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"5.15e-01","0 to 4.7"
"IRF6_cna",0.8,"8.06e-01","0.2 to 3.7"
"age.cat>=65",16,"2.28e-04","3.7 to 70.1"
"gendermale",1.1,"9.32e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.61e-01","0.2 to 16.5"
"tnm_stageIII",1.8,"5.45e-01","0.3 to 12.6"
"tnm_stageIV",6.9,"4.21e-02","1.1 to 44.5"
"TMB.cathigh",0.7,"6.54e-01","0.2 to 2.7"
"PDL1.catmed",1.2,"7.53e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"5.15e-01","0 to 4.7"
"DNMT3A_cna",1.4,"9.17e-01","0 to 1109.9"
"age.cat>=65",16,"2.44e-04","3.6 to 70.3"
"gendermale",1.1,"9.17e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.56e-01","0.2 to 17"
"tnm_stageIII",1.7,"5.75e-01","0.3 to 11.4"
"tnm_stageIV",6.8,"4.30e-02","1.1 to 44.1"
"TMB.cathigh",0.7,"6.27e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.68e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.19e-01","0 to 4.8"
"DNMT3A_mut",8,"2.49e-03","2.1 to 30.6"
"age.cat>=65",19.9,"1.62e-04","4.2 to 94.2"
"gendermale",1.3,"6.62e-01","0.4 to 4.9"
"tnm_stageII",1.8,"6.02e-01","0.2 to 16"
"tnm_stageIII",1.1,"9.07e-01","0.2 to 8.3"
"tnm_stageIV",6.2,"5.39e-02","1 to 40.1"
"TMB.cathigh",0.7,"5.60e-01","0.2 to 2.5"
"PDL1.catmed",1.2,"7.92e-01","0.3 to 4.9"
"PDL1.cathigh",0.5,"6.11e-01","0.1 to 5.7"
"SOS1_cna",1.1,"9.66e-01","0 to 253.9"
"age.cat>=65",16,"2.40e-04","3.6 to 70.3"
"gendermale",1.1,"9.16e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.60e-01","0.2 to 16.9"
"tnm_stageIII",1.7,"5.76e-01","0.3 to 11.4"
"tnm_stageIV",6.8,"4.32e-02","1.1 to 44"
"TMB.cathigh",0.7,"6.26e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.71e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.14e-01","0 to 4.7"
"CASP8_cna",1.3,"9.16e-01","0 to 305"
"age.cat>=65",15.9,"2.52e-04","3.6 to 70.1"
"gendermale",1.1,"9.23e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.58e-01","0.2 to 16.8"
"tnm_stageIII",1.7,"5.80e-01","0.3 to 11.4"
"tnm_stageIV",6.8,"4.28e-02","1.1 to 43.9"
"TMB.cathigh",0.7,"6.21e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.67e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.18e-01","0 to 4.8"
"CTLA4_cna",1.3,"9.16e-01","0 to 305"
"age.cat>=65",15.9,"2.52e-04","3.6 to 70.1"
"gendermale",1.1,"9.23e-01","0.3 to 3.7"
"tnm_stageII",1.9,"5.58e-01","0.2 to 16.8"
"tnm_stageIII",1.7,"5.80e-01","0.3 to 11.4"
"tnm_stageIV",6.8,"4.28e-02","1.1 to 43.9"
"TMB.cathigh",0.7,"6.21e-01","0.2 to 2.6"
"PDL1.catmed",1.2,"7.67e-01","0.3 to 4.8"
"PDL1.cathigh",0.5,"5.18e-01","0 to 4.8"
"DNER_cna",0.2,"4.03e-02","0 to 0.9"
"age.cat>=65",20.3,"1.68e-04","4.2 to 97.3"
"gendermale",1.2,"8.03e-01","0.3 to 4.1"
"tnm_stageII",1.7,"6.27e-01","0.2 to 14.5"
"tnm_stageIII",1.5,"6.76e-01","0.2 to 10"
"tnm_stageIV",6.4,"5.14e-02","1 to 40.8"
"TMB.cathigh",0.8,"7.08e-01","0.2 to 2.8"
"PDL1.catmed",1.3,"7.51e-01","0.3 to 5"
"PDL1.cathigh",0.5,"5.28e-01","0 to 4.8"
