"var","hr","pval","hr_ci95"
"age.cat>=65",1.8,"3.34e-04","1.3 to 2.4"
"gendermale",0.7,"3.39e-02","0.5 to 1"
"tnm_stageII",1.1,"7.95e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.59e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1.1,"4.52e-01","0.8 to 1.6"
"PDL1.catmed",0.8,"1.93e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.83e-03","0.3 to 0.8"
"total",1,"3.87e-01","1 to 1"
"age.cat>=65",1.7,"5.40e-04","1.3 to 2.4"
"gendermale",0.7,"3.28e-02","0.5 to 1"
"tnm_stageII",1.1,"8.48e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.22e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.2"
"TMB.cathigh",0.9,"6.82e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.94e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.17e-03","0.3 to 0.7"
"GZMA",1,"2.03e-01","1 to 1"
"age.cat>=65",1.7,"5.36e-04","1.3 to 2.4"
"gendermale",0.7,"3.61e-02","0.5 to 1"
"tnm_stageII",1.1,"8.49e-01","0.6 to 2"
"tnm_stageIII",2.7,"2.50e-06","1.8 to 4"
"tnm_stageIV",8.5,"0.00e+00","5.7 to 12.7"
"TMB.cathigh",1,"8.94e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.52e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"7.99e-04","0.3 to 0.7"
"PRF1",1,"2.29e-01","1 to 1"
"age.cat>=65",1.7,"5.71e-04","1.3 to 2.4"
"gendermale",0.7,"3.37e-02","0.5 to 1"
"tnm_stageII",1.1,"8.24e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.32e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1,"9.25e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.29e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"7.36e-04","0.3 to 0.7"
"cyt",1,"1.79e-01","1 to 1"
"age.cat>=65",1.7,"5.78e-04","1.3 to 2.4"
"gendermale",0.7,"3.54e-02","0.5 to 1"
"tnm_stageII",1.1,"8.44e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.97e-06","1.8 to 4"
"tnm_stageIV",8.5,"0.00e+00","5.7 to 12.8"
"TMB.cathigh",1,"8.94e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.36e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"7.04e-04","0.3 to 0.7"
"nmdptc_max",1,"1.35e-01","1 to 1.1"
"age.cat>=65",1.7,"9.24e-04","1.2 to 2.3"
"gendermale",0.7,"3.13e-02","0.5 to 1"
"tnm_stageII",1,"8.86e-01","0.6 to 2"
"tnm_stageIII",2.8,"1.01e-06","1.8 to 4.2"
"tnm_stageIV",8.7,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"9.67e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.39e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"1.69e-03","0.3 to 0.8"
"nmdptc_n_decayed",1,"4.06e-01","1 to 1"
"age.cat>=65",1.7,"5.73e-04","1.3 to 2.4"
"gendermale",0.7,"3.27e-02","0.5 to 1"
"tnm_stageII",1.1,"8.28e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.18e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"9.36e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.53e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"1.37e-03","0.3 to 0.8"
"nmdptc_frac_decayed",0.7,"2.03e-01","0.4 to 1.2"
"age.cat>=65",1.8,"2.77e-04","1.3 to 2.5"
"gendermale",0.7,"5.04e-02","0.5 to 1"
"tnm_stageII",1.1,"7.57e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"1.11e-06","1.8 to 4.1"
"tnm_stageIV",9,"0.00e+00","6.1 to 13.4"
"TMB.cathigh",1,"9.86e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.36e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"6.56e-04","0.3 to 0.7"
"nmdptc_med",0.9,"2.95e-01","0.8 to 1.1"
"age.cat>=65",1.8,"2.70e-04","1.3 to 2.5"
"gendermale",0.7,"3.46e-02","0.5 to 1"
"tnm_stageII",1.1,"7.80e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.46e-06","1.8 to 4.1"
"tnm_stageIV",9,"0.00e+00","6.1 to 13.4"
"TMB.cathigh",1,"9.34e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.51e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"7.97e-04","0.3 to 0.7"
"nmdptc_med.wt",1,"7.25e-01","0.8 to 1.1"
"age.cat>=65",1.8,"4.17e-04","1.3 to 2.4"
"gendermale",0.7,"3.39e-02","0.5 to 1"
"tnm_stageII",1.1,"7.85e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.35e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.3"
"TMB.cathigh",1,"9.19e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.78e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.20e-03","0.3 to 0.7"
"nmdptc_mean",0.9,"3.90e-01","0.8 to 1.1"
"age.cat>=65",1.8,"3.05e-04","1.3 to 2.5"
"gendermale",0.7,"3.28e-02","0.5 to 1"
"tnm_stageII",1.1,"7.61e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.33e-06","1.8 to 4.1"
"tnm_stageIV",9,"0.00e+00","6.1 to 13.4"
"TMB.cathigh",1,"9.47e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.61e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"9.04e-04","0.3 to 0.7"
"nmdptc_mean.wt",1,"8.24e-01","0.8 to 1.2"
"age.cat>=65",1.8,"4.51e-04","1.3 to 2.4"
"gendermale",0.7,"3.40e-02","0.5 to 1"
"tnm_stageII",1.1,"7.87e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.32e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.3"
"TMB.cathigh",1,"9.33e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.78e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.27e-03","0.3 to 0.7"
"nmdfs_max",1,"4.83e-03","1 to 1.1"
"age.cat>=65",1.7,"1.64e-03","1.2 to 2.3"
"gendermale",0.7,"3.17e-02","0.5 to 1"
"tnm_stageII",1,"9.78e-01","0.5 to 1.9"
"tnm_stageIII",2.7,"1.37e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13"
"TMB.cathigh",1.1,"7.00e-01","0.8 to 1.5"
"PDL1.catmed",0.8,"2.19e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"3.92e-03","0.3 to 0.8"
"nmdfs_n_decayed",1,"1.21e-02","1 to 1"
"age.cat>=65",1.7,"1.25e-03","1.2 to 2.3"
"gendermale",0.7,"3.13e-02","0.5 to 1"
"tnm_stageII",1,"9.09e-01","0.6 to 1.9"
"tnm_stageIII",2.7,"1.50e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1.1,"6.16e-01","0.8 to 1.5"
"PDL1.catmed",0.8,"2.19e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"3.07e-03","0.3 to 0.8"
"nmdfs_frac_decayed",1,"9.66e-01","0.6 to 1.6"
"age.cat>=65",1.8,"4.48e-04","1.3 to 2.4"
"gendermale",0.7,"3.63e-02","0.5 to 1"
"tnm_stageII",1.1,"7.94e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.28e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.2"
"TMB.cathigh",1,"9.55e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.80e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.38e-03","0.3 to 0.8"
"nmdfs_med",1,"1.76e-01","1 to 1.1"
"age.cat>=65",1.7,"9.66e-04","1.2 to 2.3"
"gendermale",0.7,"3.34e-02","0.5 to 1"
"tnm_stageII",1.1,"8.66e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.42e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"8.87e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"2.26e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"2.57e-03","0.3 to 0.8"
"nmdfs_med.wt",1.1,"5.84e-02","1 to 1.1"
"age.cat>=65",1.7,"1.20e-03","1.2 to 2.3"
"gendermale",0.7,"3.52e-02","0.5 to 1"
"tnm_stageII",1,"9.01e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.42e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1,"7.74e-01","0.8 to 1.4"
"PDL1.catmed",0.8,"2.21e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"2.56e-03","0.3 to 0.8"
"nmdfs_mean",1,"1.62e-01","1 to 1.1"
"age.cat>=65",1.7,"9.58e-04","1.2 to 2.3"
"gendermale",0.7,"3.41e-02","0.5 to 1"
"tnm_stageII",1.1,"8.73e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.45e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"8.88e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"2.22e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"2.51e-03","0.3 to 0.8"
"nmdfs_mean.wt",1.1,"5.54e-02","1 to 1.1"
"age.cat>=65",1.7,"1.21e-03","1.2 to 2.3"
"gendermale",0.7,"3.54e-02","0.5 to 1"
"tnm_stageII",1,"9.06e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.43e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1,"7.73e-01","0.8 to 1.4"
"PDL1.catmed",0.8,"2.22e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"2.59e-03","0.3 to 0.8"
"nmdns_max",1,"9.91e-01","1 to 1"
"age.cat>=65",1.8,"4.31e-04","1.3 to 2.4"
"gendermale",0.7,"3.50e-02","0.5 to 1"
"tnm_stageII",1.1,"7.97e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.29e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","5.9 to 13.2"
"TMB.cathigh",1,"9.56e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.79e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.33e-03","0.3 to 0.8"
"nmdns_n_decayed",1,"5.07e-01","1 to 1"
"age.cat>=65",1.7,"4.84e-04","1.3 to 2.4"
"gendermale",0.7,"3.09e-02","0.5 to 1"
"tnm_stageII",1.1,"7.61e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.19e-06","1.8 to 4.1"
"tnm_stageIV",9,"0.00e+00","6 to 13.4"
"TMB.cathigh",1,"9.13e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"2.03e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.21e-03","0.3 to 0.7"
"nmdns_frac_decayed",0.7,"1.48e-01","0.5 to 1.1"
"age.cat>=65",1.8,"2.92e-04","1.3 to 2.5"
"gendermale",0.7,"3.50e-02","0.5 to 1"
"tnm_stageII",1.1,"7.69e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"7.27e-07","1.9 to 4.2"
"tnm_stageIV",9,"0.00e+00","6.1 to 13.4"
"TMB.cathigh",1,"9.58e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.37e-01","0.5 to 1.1"
"PDL1.cathigh",0.4,"5.49e-04","0.3 to 0.7"
"nmdns_med",1,"1.87e-01","0.9 to 1"
"age.cat>=65",1.8,"4.17e-04","1.3 to 2.4"
"gendermale",0.7,"2.57e-02","0.5 to 1"
"tnm_stageII",1.1,"7.22e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"9.84e-07","1.8 to 4.2"
"tnm_stageIV",9.1,"0.00e+00","6.1 to 13.6"
"TMB.cathigh",1,"9.23e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.87e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"8.38e-04","0.3 to 0.7"
"nmdns_med.wt",1,"2.45e-01","0.9 to 1"
"age.cat>=65",1.8,"4.51e-04","1.3 to 2.4"
"gendermale",0.7,"2.65e-02","0.5 to 1"
"tnm_stageII",1.1,"7.28e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"1.08e-06","1.8 to 4.1"
"tnm_stageIV",9.1,"0.00e+00","6.1 to 13.5"
"TMB.cathigh",1,"9.02e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.84e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"8.95e-04","0.3 to 0.7"
"nmdns_mean",1,"2.40e-01","0.9 to 1"
"age.cat>=65",1.8,"4.21e-04","1.3 to 2.4"
"gendermale",0.7,"2.65e-02","0.5 to 1"
"tnm_stageII",1.1,"7.31e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"1.03e-06","1.8 to 4.2"
"tnm_stageIV",9.1,"0.00e+00","6.1 to 13.6"
"TMB.cathigh",1,"9.24e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.88e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"8.97e-04","0.3 to 0.7"
"nmdns_mean.wt",1,"2.64e-01","0.9 to 1"
"age.cat>=65",1.8,"4.49e-04","1.3 to 2.4"
"gendermale",0.7,"2.68e-02","0.5 to 1"
"tnm_stageII",1.1,"7.31e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"1.10e-06","1.8 to 4.1"
"tnm_stageIV",9.1,"0.00e+00","6.1 to 13.5"
"TMB.cathigh",1,"9.06e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.84e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"9.10e-04","0.3 to 0.7"
"TNFRSF4_cna",0.9,"4.12e-01","0.6 to 1.2"
"age.cat>=65",1.7,"4.59e-04","1.3 to 2.4"
"gendermale",0.7,"3.47e-02","0.5 to 1"
"tnm_stageII",1,"8.98e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.77e-06","1.8 to 4.1"
"tnm_stageIV",8.7,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"8.64e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.34e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"9.47e-04","0.3 to 0.7"
"CNKSR1_cna",0.9,"5.02e-01","0.6 to 1.2"
"age.cat>=65",1.8,"3.78e-04","1.3 to 2.4"
"gendermale",0.7,"3.25e-02","0.5 to 1"
"tnm_stageII",1.1,"8.74e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.93e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13.1"
"TMB.cathigh",1,"8.75e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.58e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"1.10e-03","0.3 to 0.7"
"CNKSR1_mut",0,"9.95e-01","0 to Inf"
"age.cat>=65",1.7,"4.59e-04","1.3 to 2.4"
"gendermale",0.7,"3.26e-02","0.5 to 1"
"tnm_stageII",1.1,"7.51e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.30e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.2"
"TMB.cathigh",1,"9.36e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.82e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.30e-03","0.3 to 0.8"
"FUBP1_cna",1.4,"5.68e-02","1 to 2"
"age.cat>=65",1.7,"5.72e-04","1.3 to 2.4"
"gendermale",0.7,"5.00e-02","0.5 to 1"
"tnm_stageII",1.2,"5.94e-01","0.6 to 2.2"
"tnm_stageIII",2.8,"1.00e-06","1.8 to 4.2"
"tnm_stageIV",8.7,"0.00e+00","5.8 to 12.9"
"TMB.cathigh",1,"9.45e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"2.21e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.48e-03","0.3 to 0.8"
"IL10_cna",1.6,"2.19e-03","1.2 to 2.2"
"age.cat>=65",1.7,"9.79e-04","1.2 to 2.3"
"gendermale",0.7,"2.56e-02","0.5 to 1"
"tnm_stageII",1.2,"6.40e-01","0.6 to 2.2"
"tnm_stageIII",2.6,"2.99e-06","1.8 to 4"
"tnm_stageIV",8.5,"0.00e+00","5.7 to 12.7"
"TMB.cathigh",1,"9.92e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.61e-01","0.5 to 1.1"
"PDL1.cathigh",0.5,"2.53e-03","0.3 to 0.8"
"IRF6_cna",1.5,"8.18e-03","1.1 to 1.9"
"age.cat>=65",1.7,"5.33e-04","1.3 to 2.4"
"gendermale",0.7,"4.05e-02","0.5 to 1"
"tnm_stageII",1.1,"6.64e-01","0.6 to 2.2"
"tnm_stageIII",2.7,"2.05e-06","1.8 to 4"
"tnm_stageIV",8.5,"0.00e+00","5.7 to 12.7"
"TMB.cathigh",1,"9.89e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"2.01e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.40e-03","0.3 to 0.8"
"DNMT3A_cna",1.2,"2.91e-01","0.9 to 1.6"
"age.cat>=65",1.7,"5.33e-04","1.3 to 2.4"
"gendermale",0.7,"2.82e-02","0.5 to 1"
"tnm_stageII",1.1,"6.97e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.20e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13.1"
"TMB.cathigh",1,"9.45e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"2.02e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"2.02e-03","0.3 to 0.8"
"DNMT3A_mut",0,"9.92e-01","0 to Inf"
"age.cat>=65",1.8,"3.17e-04","1.3 to 2.4"
"gendermale",0.7,"4.44e-02","0.5 to 1"
"tnm_stageII",1.1,"8.14e-01","0.6 to 2"
"tnm_stageIII",2.8,"1.07e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13"
"TMB.cathigh",1,"8.82e-01","0.7 to 1.3"
"PDL1.catmed",0.8,"1.98e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.27e-03","0.3 to 0.8"
"SOS1_cna",1.1,"5.54e-01","0.8 to 1.5"
"age.cat>=65",1.7,"5.35e-04","1.3 to 2.4"
"gendermale",0.7,"3.04e-02","0.5 to 1"
"tnm_stageII",1.1,"7.38e-01","0.6 to 2.1"
"tnm_stageIII",2.7,"1.24e-06","1.8 to 4.1"
"tnm_stageIV",8.9,"0.00e+00","6 to 13.2"
"TMB.cathigh",1,"9.89e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.89e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.56e-03","0.3 to 0.8"
"SOS1_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.8,"4.38e-04","1.3 to 2.4"
"gendermale",0.7,"3.43e-02","0.5 to 1"
"tnm_stageII",1.1,"8.04e-01","0.6 to 2"
"tnm_stageIII",2.7,"1.38e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13.1"
"TMB.cathigh",1,"9.66e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.81e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.29e-03","0.3 to 0.8"
"CASP8_cna",1.1,"5.92e-01","0.8 to 1.4"
"age.cat>=65",1.7,"6.31e-04","1.3 to 2.4"
"gendermale",0.7,"3.43e-02","0.5 to 1"
"tnm_stageII",1.1,"7.38e-01","0.6 to 2.1"
"tnm_stageIII",2.8,"1.14e-06","1.8 to 4.1"
"tnm_stageIV",8.8,"0.00e+00","5.9 to 13.1"
"TMB.cathigh",1,"9.93e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"1.74e-01","0.6 to 1.1"
"PDL1.cathigh",0.5,"1.44e-03","0.3 to 0.8"
"CTLA4_cna",1,"8.50e-01","0.7 to 1.3"
"age.cat>=65",1.8,"4.36e-04","1.3 to 2.4"
"gendermale",0.7,"3.43e-02","0.5 to 1"
"tnm_stageII",1.1,"8.20e-01","0.6 to 2"
