Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-2A-A8VL-01A-21D-A376-01	21	42875404	47678295	2317	0.000000
TCGA-2A-A8VL-01A-21D-A376-01	22	17423930	49331012	16743	0.000000
TCGA-2A-A8VL-01A-21D-A376-01	X	3157107	154905589	62476	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	1	3218610	247812431	128593	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	2	484222	242476062	130778	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	3	2212571	8359863	3434	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	3	8360701	12068064	2377	-0.534757
TCGA-2A-A8VO-01A-11D-A376-01	3	12068164	23225194	6252	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	3	23225746	24734331	924	-0.523686
TCGA-2A-A8VO-01A-11D-A376-01	3	24742308	197538677	92966	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	4	1053934	188762240	102122	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	5	914233	109687794	57451	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	5	109691639	109738282	32	-0.946778
TCGA-2A-A8VO-01A-11D-A376-01	5	109796601	180360469	42549	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	6	1014281	107044814	58391	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	6	107045159	109727077	1661	-0.528623
TCGA-2A-A8VO-01A-11D-A376-01	6	109736662	170903919	35934	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	7	708774	158385118	80987	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	8	617667	8668486	3415	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	8	8669622	30004732	13966	-0.551775
TCGA-2A-A8VO-01A-11D-A376-01	8	30005582	145232496	63735	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	9	789932	140938752	67671	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	10	415240	135225087	80483	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	11	456120	134132624	76816	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	12	889902	12995637	6631	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	12	13003894	13013521	6	-0.928928
TCGA-2A-A8VO-01A-11D-A376-01	12	13018781	133155338	66820	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	13	19450806	112010909	54998	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	13	112014032	112042461	31	-0.480231
TCGA-2A-A8VO-01A-11D-A376-01	13	112045035	112069757	32	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	13	112072016	112162969	81	-0.494412
TCGA-2A-A8VO-01A-11D-A376-01	13	112163473	114987458	1130	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	14	20501368	105986740	49162	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	15	23687685	39762961	7852	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	15	39764935	61984474	13332	-0.543708
TCGA-2A-A8VO-01A-11D-A376-01	15	61984638	101884307	23031	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	16	653503	89379936	40497	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	17	987221	1180023	19	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	17	1180657	1595217	177	-0.323561
TCGA-2A-A8VO-01A-11D-A376-01	17	1601662	38011912	14978	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	17	38012058	38202030	93	-0.323561
TCGA-2A-A8VO-01A-11D-A376-01	17	38215916	41612372	1570	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	17	41612461	42362959	406	-0.331138
TCGA-2A-A8VO-01A-11D-A376-01	17	42388908	42652329	97	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	17	42653000	44818010	385	-0.315641
TCGA-2A-A8VO-01A-11D-A376-01	17	44818633	80917016	18983	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	18	329586	77107934	42401	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	19	284018	58878226	23695	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	20	456452	52206187	30243	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	20	52212803	55939236	2756	-0.499517
TCGA-2A-A8VO-01A-11D-A376-01	20	55939645	56376327	306	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	20	56379894	56391023	17	-0.449425
TCGA-2A-A8VO-01A-11D-A376-01	20	56394677	62219837	3697	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	21	15372509	43691057	18619	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	21	43693520	43700370	8	-0.709729
TCGA-2A-A8VO-01A-11D-A376-01	21	43700432	47678295	1763	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	22	17423930	45000949	13733	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	22	45001282	46472067	905	-0.345719
TCGA-2A-A8VO-01A-11D-A376-01	22	46478455	46806922	204	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	22	46807379	47571085	509	-0.356595
TCGA-2A-A8VO-01A-11D-A376-01	22	47571203	49331012	1392	0.000000
TCGA-2A-A8VO-01A-11D-A376-01	X	3157107	154905589	62476	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	1	3218610	228296745	116106	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	1	228311023	228314372	7	-1.185323
TCGA-2A-A8VT-01A-11D-A376-01	1	228314664	247812431	12480	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	2	484222	11026953	6452	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	2	11028994	11037882	14	0.820638
TCGA-2A-A8VT-01A-11D-A376-01	2	11044824	242476062	124312	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	3	2212571	149155318	81199	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	3	149157433	149201983	30	-1.001939
TCGA-2A-A8VT-01A-11D-A376-01	3	149203149	197538677	24724	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	4	1053934	136682618	73965	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	4	136685393	181525131	24963	-0.197808
TCGA-2A-A8VT-01A-11D-A376-01	4	182078896	182108185	27	-1.217682
TCGA-2A-A8VT-01A-11D-A376-01	4	182109701	188762240	3167	-0.348644
TCGA-2A-A8VT-01A-11D-A376-01	5	914233	128460713	68677	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	5	128460963	153921224	15335	-0.417068
TCGA-2A-A8VT-01A-11D-A376-01	5	153926394	180360469	16020	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	6	1014281	170903919	95986	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	7	708774	103836199	52070	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	7	103840826	104490081	484	-0.711851
TCGA-2A-A8VT-01A-11D-A376-01	7	104497678	128537989	12701	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	7	128542065	133204062	2563	-0.692872
TCGA-2A-A8VT-01A-11D-A376-01	7	133204496	158385118	13169	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	8	617667	145232496	81116	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	9	789932	140938752	67671	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	10	415240	135225087	80483	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	11	456120	123150893	69372	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	11	123151639	134132624	7444	0.114788
TCGA-2A-A8VT-01A-11D-A376-01	12	889902	131875814	73069	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	12	131891698	133155338	388	-0.103815
TCGA-2A-A8VT-01A-11D-A376-01	13	19450806	114987458	56272	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	14	20501368	23338640	918	-0.688554
TCGA-2A-A8VT-01A-11D-A376-01	14	23347554	105986740	48244	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	15	23687685	101884307	44215	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	16	653503	72504723	29368	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	16	72507717	89379936	11129	-0.369971
TCGA-2A-A8VT-01A-11D-A376-01	17	987221	2681865	696	-0.332716
TCGA-2A-A8VT-01A-11D-A376-01	17	2682167	3588455	409	-0.844354
TCGA-2A-A8VT-01A-11D-A376-01	17	3603482	3612790	15	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	17	3620138	5056278	592	-0.423090
TCGA-2A-A8VT-01A-11D-A376-01	17	5063456	7962186	1558	-0.827985
TCGA-2A-A8VT-01A-11D-A376-01	17	7966297	15778742	4135	-0.423090
TCGA-2A-A8VT-01A-11D-A376-01	17	15780482	16563481	366	-0.796325
TCGA-2A-A8VT-01A-11D-A376-01	17	16563555	25271294	1762	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	17	25274376	40632727	6913	-0.252006
TCGA-2A-A8VT-01A-11D-A376-01	17	40636498	42722508	939	-0.701181
TCGA-2A-A8VT-01A-11D-A376-01	17	42754875	80917016	19323	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	18	329586	45172936	24033	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	18	45175402	45184546	8	-0.636397
TCGA-2A-A8VT-01A-11D-A376-01	18	45184733	77107934	18360	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	19	284018	58878226	23695	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	20	456452	62219837	37019	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	21	15372509	42649752	17836	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	21	42662234	42872410	237	-0.736618
TCGA-2A-A8VT-01A-11D-A376-01	21	42875404	47678295	2317	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	22	17423930	49331012	16743	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	X	3157107	115495599	44939	0.000000
TCGA-2A-A8VT-01A-11D-A376-01	X	115496554	115521988	24	-0.499053
TCGA-2A-A8VT-01A-11D-A376-01	X	115524032	154905589	17513	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	1	3218610	50278296	24749	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	1	50279191	53812211	1603	-0.513725
TCGA-2A-A8VV-01A-11D-A376-01	1	53818981	58856969	3722	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	1	58862844	63507094	3165	-0.516680
TCGA-2A-A8VV-01A-11D-A376-01	1	63512340	247812431	95354	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	2	484222	242476062	130778	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	2212571	46385161	26100	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	46391071	48837182	1025	-0.533172
TCGA-2A-A8VV-01A-11D-A376-01	3	48847918	51503677	1072	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	51507354	53763390	1069	-0.551560
TCGA-2A-A8VV-01A-11D-A376-01	3	53767689	70172209	10656	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	70173049	73431830	2224	-0.546468
TCGA-2A-A8VV-01A-11D-A376-01	3	73434086	152219736	40884	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	152223789	155676680	1802	-0.542327
TCGA-2A-A8VV-01A-11D-A376-01	3	155680288	185571998	14602	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	3	185573929	186128945	486	-0.539844
TCGA-2A-A8VV-01A-11D-A376-01	3	186129391	197538677	6033	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	4	1053934	188762240	102122	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	5	914233	32907207	19064	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	5	32912993	32926888	15	1.000006
TCGA-2A-A8VV-01A-11D-A376-01	5	32928315	180360469	80953	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	1014281	17096354	11391	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	17109347	17289545	81	-0.493923
TCGA-2A-A8VV-01A-11D-A376-01	6	17289861	17388144	39	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	17391710	17405282	15	-0.591092
TCGA-2A-A8VV-01A-11D-A376-01	6	17410235	17558074	115	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	17561294	20415016	2013	-0.531823
TCGA-2A-A8VV-01A-11D-A376-01	6	20416572	126350742	55693	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	126359232	126398200	22	-0.999930
TCGA-2A-A8VV-01A-11D-A376-01	6	126402418	162636455	22857	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	6	163122220	163140136	8	-1.165053
TCGA-2A-A8VV-01A-11D-A376-01	6	163145416	170903919	3752	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	7	708774	158385118	80987	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	8	617667	16387010	7795	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	8	16388425	16438255	37	-0.843339
TCGA-2A-A8VV-01A-11D-A376-01	8	16533185	145232496	73284	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	9	789932	140938752	67671	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	10	415240	135225087	80483	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	11	456120	12215652	6860	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	11	12215779	12222345	9	-1.095657
TCGA-2A-A8VV-01A-11D-A376-01	11	12223035	88557736	40583	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	11	88558476	88563031	11	1.193794
TCGA-2A-A8VV-01A-11D-A376-01	11	88567094	134132624	29353	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	12	889902	133155338	73457	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	13	19450806	114987458	56272	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	14	20501368	59044353	20747	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	14	59046975	59054246	6	-1.102129
TCGA-2A-A8VV-01A-11D-A376-01	14	59057886	100228290	25885	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	14	100228342	100333084	58	-0.283880
TCGA-2A-A8VV-01A-11D-A376-01	14	100333150	105986740	2466	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	15	23687685	101884307	44215	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	16	653503	89379936	40497	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	17	987221	19152102	8739	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	17	19152173	19415515	137	0.374347
TCGA-2A-A8VV-01A-11D-A376-01	17	19417728	80917016	27832	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	18	329586	77107934	42401	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	19	284018	58878226	23695	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	20	456452	62219837	37019	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	21	15372509	39881848	15714	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	21	39883631	42864812	2335	-0.835546
TCGA-2A-A8VV-01A-11D-A376-01	21	42867190	47678295	2341	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	22	17423930	49331012	16743	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	X	3157107	43035388	17401	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	X	43036091	43048194	7	-1.289984
TCGA-2A-A8VV-01A-11D-A376-01	X	43049174	138474737	38233	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	X	138474779	138506277	30	-0.459673
TCGA-2A-A8VV-01A-11D-A376-01	X	138506373	151091896	6074	0.000000
TCGA-2A-A8VV-01A-11D-A376-01	X	151092608	151116999	22	-0.603342
TCGA-2A-A8VV-01A-11D-A376-01	X	151117198	154905589	709	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	3218610	157468100	71118	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	157470168	157491173	19	-0.927295
TCGA-2A-A8VX-01A-11D-A376-01	1	157492884	164979815	5050	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	164980808	165149357	138	-0.883916
TCGA-2A-A8VX-01A-11D-A376-01	1	165154194	166259590	902	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	166259700	166305651	37	-0.877322
TCGA-2A-A8VX-01A-11D-A376-01	1	166306753	168405235	1487	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	168405815	168637108	188	0.778103
TCGA-2A-A8VX-01A-11D-A376-01	1	168642851	238024441	43786	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	238027345	238420323	309	-0.932073
TCGA-2A-A8VX-01A-11D-A376-01	1	238420421	238921472	404	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	238921679	238923868	8	-0.684817
TCGA-2A-A8VX-01A-11D-A376-01	1	238926295	239264404	241	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	239267895	240340146	767	-0.918938
TCGA-2A-A8VX-01A-11D-A376-01	1	240340616	240349916	7	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	240351241	240438307	85	-0.859983
TCGA-2A-A8VX-01A-11D-A376-01	1	240439161	242530757	1460	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	242531619	242548358	17	-0.762903
TCGA-2A-A8VX-01A-11D-A376-01	1	242549286	242946641	358	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	1	242948495	242953914	5	-1.113895
TCGA-2A-A8VX-01A-11D-A376-01	1	242954829	247812431	2207	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	484222	76839833	44427	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	76840064	76875005	39	-0.798031
TCGA-2A-A8VX-01A-11D-A376-01	2	76885115	78301575	804	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	78301879	78372435	57	-0.885729
TCGA-2A-A8VX-01A-11D-A376-01	2	78374332	78860114	209	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	78869219	78882061	8	-0.811249
TCGA-2A-A8VX-01A-11D-A376-01	2	78923406	79797118	99	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	79800992	79828870	16	-0.949247
TCGA-2A-A8VX-01A-11D-A376-01	2	79828929	127464384	20309	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	127464647	137407012	4949	-0.906161
TCGA-2A-A8VX-01A-11D-A376-01	2	137409890	137450549	30	-1.252781
TCGA-2A-A8VX-01A-11D-A376-01	2	137453699	137507483	45	-0.906161
TCGA-2A-A8VX-01A-11D-A376-01	2	137507689	137540909	31	-1.282630
TCGA-2A-A8VX-01A-11D-A376-01	2	137542773	138046646	388	-0.906161
TCGA-2A-A8VX-01A-11D-A376-01	2	138048168	138138362	63	-1.246783
TCGA-2A-A8VX-01A-11D-A376-01	2	138141656	138368875	123	-0.906161
TCGA-2A-A8VX-01A-11D-A376-01	2	138369822	138379023	11	-1.268676
TCGA-2A-A8VX-01A-11D-A376-01	2	139069835	140937440	1014	-0.906161
TCGA-2A-A8VX-01A-11D-A376-01	2	140940381	154338510	7865	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	154340831	154358340	8	-1.193861
TCGA-2A-A8VX-01A-11D-A376-01	2	154364941	154403487	32	0.108020
TCGA-2A-A8VX-01A-11D-A376-01	2	154405080	154417131	14	-0.778292
TCGA-2A-A8VX-01A-11D-A376-01	2	154425214	213946949	33029	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	213948099	214051350	82	-0.926219
TCGA-2A-A8VX-01A-11D-A376-01	2	214057614	214387664	159	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	214389007	214409623	8	-0.976650
TCGA-2A-A8VX-01A-11D-A376-01	2	214421763	214466407	21	0.233790
TCGA-2A-A8VX-01A-11D-A376-01	2	214469100	214483528	11	-1.022343
TCGA-2A-A8VX-01A-11D-A376-01	2	214483688	214506605	6	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	214512902	214532339	17	-0.828952
TCGA-2A-A8VX-01A-11D-A376-01	2	214553217	215234910	382	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	215243495	215254080	12	-0.976721
TCGA-2A-A8VX-01A-11D-A376-01	2	215259651	215320721	36	0.176507
TCGA-2A-A8VX-01A-11D-A376-01	2	215324068	215340335	18	-0.978563
TCGA-2A-A8VX-01A-11D-A376-01	2	215350794	215455300	85	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	215455385	215468994	11	-0.857589
TCGA-2A-A8VX-01A-11D-A376-01	2	215471820	216237826	442	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	216239759	216243832	5	-0.869695
TCGA-2A-A8VX-01A-11D-A376-01	2	216246763	216266225	11	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	216268355	216273811	5	-0.925147
TCGA-2A-A8VX-01A-11D-A376-01	2	216276375	216318350	37	0.000000
TCGA-2A-A8VX-01A-11D-A376-01	2	216324434	216325768	5	-0.823175
TCGA-2A-A8VX-01A-11D-A376-01	2	216330659	216717832	266	0.000000
