Sample	Chromosome	Start.bp	End.bp	Num.Markers	Seg.CN
TCGA-2F-A9KO-01A-11D-A38F-01	5	5125167	5896509	663	-0.355551
TCGA-2F-A9KO-01A-11D-A38F-01	5	5897213	30409508	13867	0.129491
TCGA-2F-A9KO-01A-11D-A38F-01	5	30411419	45378456	8510	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	5	50124856	52501046	1419	-0.310212
TCGA-2F-A9KO-01A-11D-A38F-01	5	52502039	55922417	2177	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	5	55922988	62592751	4065	-0.305692
TCGA-2F-A9KO-01A-11D-A38F-01	5	63182543	180360469	66559	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	1014281	2008850	783	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	2009649	2097686	52	-1.038828
TCGA-2F-A9KO-01A-11D-A38F-01	6	2100134	48965538	27925	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	48970304	56822328	4814	0.710222
TCGA-2F-A9KO-01A-11D-A38F-01	6	56822618	57206485	161	0.220001
TCGA-2F-A9KO-01A-11D-A38F-01	6	62234533	69928010	4057	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	69928269	70047778	62	0.308251
TCGA-2F-A9KO-01A-11D-A38F-01	6	70051312	112021421	23531	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	112023068	112996441	638	0.382044
TCGA-2F-A9KO-01A-11D-A38F-01	6	113000658	136915783	14115	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	6	136916089	137059927	112	-0.349644
TCGA-2F-A9KO-01A-11D-A38F-01	6	137197662	170903919	19735	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	7	708774	152092077	77790	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	7	152093619	154246799	823	-0.593022
TCGA-2F-A9KO-01A-11D-A38F-01	7	154250592	158385118	2359	0.282401
TCGA-2F-A9KO-01A-11D-A38F-01	8	617667	115551815	62554	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	8	115623858	117244394	853	-0.915823
TCGA-2F-A9KO-01A-11D-A38F-01	8	117245135	140429997	16294	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	8	140432773	142333623	917	-0.608732
TCGA-2F-A9KO-01A-11D-A38F-01	8	143504670	145232496	479	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	9	789932	21626573	13248	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	9	21702086	23778056	1384	-0.894576
TCGA-2F-A9KO-01A-11D-A38F-01	9	23779237	28360425	2676	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	9	28362326	28550575	128	-0.209453
TCGA-2F-A9KO-01A-11D-A38F-01	9	28981526	101792576	26320	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	9	101793834	101805154	11	-0.729264
TCGA-2F-A9KO-01A-11D-A38F-01	9	101809368	140938752	23886	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	10	415240	7943518	5098	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	10	7948874	8058401	72	-0.255879
TCGA-2F-A9KO-01A-11D-A38F-01	10	8060840	78060379	39291	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	10	78060510	78162551	88	-0.364879
TCGA-2F-A9KO-01A-11D-A38F-01	10	78168852	109253068	19189	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	10	109253175	110905211	1018	-0.345298
TCGA-2F-A9KO-01A-11D-A38F-01	10	110905277	111763498	466	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	10	111766601	113507257	1192	-0.318360
TCGA-2F-A9KO-01A-11D-A38F-01	10	113514382	135225087	14068	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	11	456120	87525265	46783	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	11	87526040	98315940	6230	0.569700
TCGA-2F-A9KO-01A-11D-A38F-01	11	98318388	98375422	48	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	11	98386667	103625489	3496	0.362477
TCGA-2F-A9KO-01A-11D-A38F-01	11	103628904	106638808	1801	-0.100097
TCGA-2F-A9KO-01A-11D-A38F-01	11	106641104	106881898	160	0.583452
TCGA-2F-A9KO-01A-11D-A38F-01	11	106885763	134132624	18288	-0.108693
TCGA-2F-A9KO-01A-11D-A38F-01	12	889902	12111263	6066	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	12	12114494	13043119	592	-0.604483
TCGA-2F-A9KO-01A-11D-A38F-01	12	13338026	61417478	24827	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	12	61420741	62969589	897	-0.302867
TCGA-2F-A9KO-01A-11D-A38F-01	12	62969668	91853696	17268	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	12	91853892	94053664	1375	-0.263479
TCGA-2F-A9KO-01A-11D-A38F-01	12	94059131	133155338	22431	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	13	19450806	19605410	100	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	13	19610329	19656139	47	-0.359427
TCGA-2F-A9KO-01A-11D-A38F-01	13	19658702	63220886	25151	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	13	63223630	63341018	46	0.589513
TCGA-2F-A9KO-01A-11D-A38F-01	13	63348573	78667058	8506	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	13	78675245	78813550	109	-0.328319
TCGA-2F-A9KO-01A-11D-A38F-01	13	78814707	93752908	8583	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	13	93753339	95494130	1249	-0.291654
TCGA-2F-A9KO-01A-11D-A38F-01	13	95496270	114987458	12484	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	20501368	37664143	9362	0.300105
TCGA-2F-A9KO-01A-11D-A38F-01	14	37671059	37728813	24	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	37736054	38190382	205	0.350064
TCGA-2F-A9KO-01A-11D-A38F-01	14	38192513	39738253	831	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	39740406	39860530	61	0.281844
TCGA-2F-A9KO-01A-11D-A38F-01	14	39862632	40074932	118	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	40077296	40385637	150	0.381549
TCGA-2F-A9KO-01A-11D-A38F-01	14	40396435	41328094	410	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	41332992	41399220	39	0.386506
TCGA-2F-A9KO-01A-11D-A38F-01	14	41399737	43692041	1193	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	43698667	43759247	34	0.322213
TCGA-2F-A9KO-01A-11D-A38F-01	14	43759850	45426712	338	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	45433677	48489537	1377	0.329467
TCGA-2F-A9KO-01A-11D-A38F-01	14	48489603	80422010	19719	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	80424248	80653679	131	0.299627
TCGA-2F-A9KO-01A-11D-A38F-01	14	80662189	80770086	57	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	80770283	82220480	896	0.319156
TCGA-2F-A9KO-01A-11D-A38F-01	14	82220579	82557077	192	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	14	82557236	82581526	14	0.294850
TCGA-2F-A9KO-01A-11D-A38F-01	14	82584565	82586679	6	-0.189612
TCGA-2F-A9KO-01A-11D-A38F-01	14	82588291	82942388	214	0.384026
TCGA-2F-A9KO-01A-11D-A38F-01	14	82950325	82951384	6	-0.206066
TCGA-2F-A9KO-01A-11D-A38F-01	14	82955121	105986740	13770	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	15	23687685	101884307	44209	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	16	653503	48523443	14653	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	16	48524162	49057672	347	-0.416958
TCGA-2F-A9KO-01A-11D-A38F-01	16	49067733	78749683	18647	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	16	78930393	78951126	20	-0.624935
TCGA-2F-A9KO-01A-11D-A38F-01	16	78951344	78959293	5	-1.264501
TCGA-2F-A9KO-01A-11D-A38F-01	16	78960323	79148116	193	-0.624935
TCGA-2F-A9KO-01A-11D-A38F-01	16	79148865	89379936	6625	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	17	987221	3494868	1095	-0.296738
TCGA-2F-A9KO-01A-11D-A38F-01	17	3495214	8502542	2435	0.387174
TCGA-2F-A9KO-01A-11D-A38F-01	17	8504867	26504545	6601	-0.283821
TCGA-2F-A9KO-01A-11D-A38F-01	17	26506143	31836993	2617	0.489432
TCGA-2F-A9KO-01A-11D-A38F-01	17	31837253	49564505	7201	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	17	49565547	50081776	428	0.457091
TCGA-2F-A9KO-01A-11D-A38F-01	17	50087922	53047499	1668	-0.512283
TCGA-2F-A9KO-01A-11D-A38F-01	17	53053954	80917016	14658	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	18	329586	1458751	354	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	18	1459708	1488322	40	-0.414116
TCGA-2F-A9KO-01A-11D-A38F-01	18	1489291	14648457	7772	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	18	14653028	19805969	487	0.316104
TCGA-2F-A9KO-01A-11D-A38F-01	18	19806353	25786927	3816	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	18	25790753	28665602	1634	-0.317223
TCGA-2F-A9KO-01A-11D-A38F-01	18	28666584	77109240	28302	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	19	284018	58878226	23689	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	20	456452	62219837	37014	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	21	15372509	47678295	20398	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	22	17423930	23890836	901	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	22	23988888	24241611	129	-0.574285
TCGA-2F-A9KO-01A-11D-A38F-01	22	24416465	28716739	3041	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	22	28723789	28806394	39	0.589906
TCGA-2F-A9KO-01A-11D-A38F-01	22	28810430	49331012	12628	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	X	3157107	32079954	12946	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	X	32081218	32180566	75	-0.465087
TCGA-2F-A9KO-01A-11D-A38F-01	X	32181327	120796963	34566	0.000000
TCGA-2F-A9KO-01A-11D-A38F-01	X	120797087	121518332	147	-0.489697
TCGA-2F-A9KO-01A-11D-A38F-01	X	121521338	121590578	45	-1.048754
TCGA-2F-A9KO-01A-11D-A38F-01	X	121592650	121728701	75	-0.489697
TCGA-2F-A9KO-01A-11D-A38F-01	X	121729956	154905589	14642	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	3218610	24731753	11653	0.540475
TCGA-2F-A9KP-01A-11D-A38F-01	1	24735112	27167435	1043	1.563118
TCGA-2F-A9KP-01A-11D-A38F-01	1	27170886	27614686	139	0.221656
TCGA-2F-A9KP-01A-11D-A38F-01	1	27621297	27703045	35	0.866101
TCGA-2F-A9KP-01A-11D-A38F-01	1	27704890	28735412	437	-0.427129
TCGA-2F-A9KP-01A-11D-A38F-01	1	28807906	29106967	94	0.125109
TCGA-2F-A9KP-01A-11D-A38F-01	1	29108979	29310411	88	2.091479
TCGA-2F-A9KP-01A-11D-A38F-01	1	29311074	29328330	9	3.622459
TCGA-2F-A9KP-01A-11D-A38F-01	1	29333923	30654181	763	1.732563
TCGA-2F-A9KP-01A-11D-A38F-01	1	30655212	31538151	518	-0.374627
TCGA-2F-A9KP-01A-11D-A38F-01	1	31546318	31883475	171	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	31884180	36378965	2324	-0.387078
TCGA-2F-A9KP-01A-11D-A38F-01	1	36387279	36509442	51	0.318440
TCGA-2F-A9KP-01A-11D-A38F-01	1	36513098	36682491	72	-0.412232
TCGA-2F-A9KP-01A-11D-A38F-01	1	36682681	39184365	1456	0.297334
TCGA-2F-A9KP-01A-11D-A38F-01	1	39186794	39361569	113	-0.356809
TCGA-2F-A9KP-01A-11D-A38F-01	1	39364107	41139047	805	1.729692
TCGA-2F-A9KP-01A-11D-A38F-01	1	41139584	41154009	5	1.020875
TCGA-2F-A9KP-01A-11D-A38F-01	1	41154243	41672529	265	0.304618
TCGA-2F-A9KP-01A-11D-A38F-01	1	41673446	41953745	176	-0.339866
TCGA-2F-A9KP-01A-11D-A38F-01	1	41957439	42117371	124	1.661439
TCGA-2F-A9KP-01A-11D-A38F-01	1	42119171	42439758	257	2.926019
TCGA-2F-A9KP-01A-11D-A38F-01	1	42440758	44250721	1073	1.661439
TCGA-2F-A9KP-01A-11D-A38F-01	1	44252546	46850557	1130	0.443474
TCGA-2F-A9KP-01A-11D-A38F-01	1	46858734	51147338	2371	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	51149663	51969718	256	0.358073
TCGA-2F-A9KP-01A-11D-A38F-01	1	51978057	94750928	26918	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	94759578	94941273	96	0.506611
TCGA-2F-A9KP-01A-11D-A38F-01	1	94941376	155914988	17878	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	155915023	156108019	67	0.699006
TCGA-2F-A9KP-01A-11D-A38F-01	1	156110679	160712928	2889	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	160713848	160916927	128	0.671293
TCGA-2F-A9KP-01A-11D-A38F-01	1	160917995	161169165	113	1.891419
TCGA-2F-A9KP-01A-11D-A38F-01	1	161170977	161236636	37	1.081035
TCGA-2F-A9KP-01A-11D-A38F-01	1	161236801	161281368	18	1.756452
TCGA-2F-A9KP-01A-11D-A38F-01	1	161281923	161300994	12	0.888605
TCGA-2F-A9KP-01A-11D-A38F-01	1	161302206	180176991	12479	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	180181386	180921903	435	0.711836
TCGA-2F-A9KP-01A-11D-A38F-01	1	180930334	201994487	12802	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	1	201995394	202152129	90	0.986233
TCGA-2F-A9KP-01A-11D-A38F-01	1	202153261	247812431	29206	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	484222	28607932	17127	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	28620628	28966790	216	0.548477
TCGA-2F-A9KP-01A-11D-A38F-01	2	28970084	45300029	9101	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	45352538	45463684	83	-0.903960
TCGA-2F-A9KP-01A-11D-A38F-01	2	45465435	82079857	20605	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	82086880	82121619	29	-0.875877
TCGA-2F-A9KP-01A-11D-A38F-01	2	82122560	155028559	33704	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	155033897	155268255	128	-0.319372
TCGA-2F-A9KP-01A-11D-A38F-01	2	155268331	199194805	24017	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	199195358	200190804	625	-0.343199
TCGA-2F-A9KP-01A-11D-A38F-01	2	200192342	200561005	195	0.430681
TCGA-2F-A9KP-01A-11D-A38F-01	2	200566174	200641732	58	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	200642850	202837158	1242	-0.362721
TCGA-2F-A9KP-01A-11D-A38F-01	2	202840760	203045033	137	0.401719
TCGA-2F-A9KP-01A-11D-A38F-01	2	203045265	203194186	61	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	203194256	207999021	2756	-0.797031
TCGA-2F-A9KP-01A-11D-A38F-01	2	207999170	208002546	7	-1.281111
TCGA-2F-A9KP-01A-11D-A38F-01	2	208002927	213482170	3170	-0.797031
TCGA-2F-A9KP-01A-11D-A38F-01	2	213482385	213482993	5	-1.292643
TCGA-2F-A9KP-01A-11D-A38F-01	2	213483894	214136831	449	-0.797031
TCGA-2F-A9KP-01A-11D-A38F-01	2	214138789	214208979	25	-1.191322
TCGA-2F-A9KP-01A-11D-A38F-01	2	214213024	233127926	11470	-0.797031
TCGA-2F-A9KP-01A-11D-A38F-01	2	233141265	233340715	38	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	2	233341746	242476062	5540	-0.864601
TCGA-2F-A9KP-01A-11D-A38F-01	3	2212571	11891529	5667	0.782105
TCGA-2F-A9KP-01A-11D-A38F-01	3	11893950	12506702	399	2.162396
TCGA-2F-A9KP-01A-11D-A38F-01	3	12514124	12665997	190	1.336640
TCGA-2F-A9KP-01A-11D-A38F-01	3	12668015	38759822	15422	0.422155
TCGA-2F-A9KP-01A-11D-A38F-01	3	38761256	38909638	110	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	3	38910112	41261221	1526	0.408573
TCGA-2F-A9KP-01A-11D-A38F-01	3	41261234	193688470	81424	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	3	193693581	194120998	276	0.431083
TCGA-2F-A9KP-01A-11D-A38F-01	3	194122917	197538677	933	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	1053934	1586644	145	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	1588665	1983556	148	0.268125
TCGA-2F-A9KP-01A-11D-A38F-01	4	1991610	6456460	2592	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	6461070	6849067	193	0.219293
TCGA-2F-A9KP-01A-11D-A38F-01	4	6849527	177401995	93586	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	177406476	177435074	22	-0.806098
TCGA-2F-A9KP-01A-11D-A38F-01	4	177438117	180289086	1411	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	180330493	180379357	37	-0.413164
TCGA-2F-A9KP-01A-11D-A38F-01	4	180383910	185182695	2218	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	4	185185214	185443380	200	0.311934
TCGA-2F-A9KP-01A-11D-A38F-01	4	185447181	188762240	1570	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	5	914233	9321565	6039	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	5	9390217	9883770	434	0.945066
TCGA-2F-A9KP-01A-11D-A38F-01	5	9889478	45365059	19331	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	5	45377278	68460402	10952	-0.385462
TCGA-2F-A9KP-01A-11D-A38F-01	5	68469058	68740653	110	0.357896
TCGA-2F-A9KP-01A-11D-A38F-01	5	70661208	173605878	59868	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	5	173611384	180360469	3292	-0.438610
TCGA-2F-A9KP-01A-11D-A38F-01	6	1014281	7228705	4546	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	7229697	7694263	330	0.751552
TCGA-2F-A9KP-01A-11D-A38F-01	6	7694601	33556605	14584	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	33562720	33828234	178	0.344132
TCGA-2F-A9KP-01A-11D-A38F-01	6	33829528	75878185	21654	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	75878425	76723697	442	0.505522
TCGA-2F-A9KP-01A-11D-A38F-01	6	76724258	105579239	15664	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	105583387	105939586	216	0.406032
TCGA-2F-A9KP-01A-11D-A38F-01	6	105939686	142278496	21394	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	142318923	142853144	263	0.838930
TCGA-2F-A9KP-01A-11D-A38F-01	6	142854024	159020967	10527	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	6	159022119	159549389	276	0.834151
TCGA-2F-A9KP-01A-11D-A38F-01	6	159555112	170903919	5911	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	7	708774	16602009	7990	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	7	16605372	17059174	316	0.509001
TCGA-2F-A9KP-01A-11D-A38F-01	7	17800816	66235032	25667	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	7	66239588	66428024	73	0.583204
TCGA-2F-A9KP-01A-11D-A38F-01	7	66429937	158385118	46926	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	8	617667	39458354	22412	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	8	39458399	39869925	246	0.102346
TCGA-2F-A9KP-01A-11D-A38F-01	8	39872338	40430457	473	3.656854
TCGA-2F-A9KP-01A-11D-A38F-01	8	40435969	42933372	1468	1.773944
TCGA-2F-A9KP-01A-11D-A38F-01	8	47460945	101396906	30295	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	8	101400303	101983194	384	0.450069
TCGA-2F-A9KP-01A-11D-A38F-01	8	101993581	145086251	25773	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	8	145086428	145232496	46	0.519028
TCGA-2F-A9KP-01A-11D-A38F-01	9	789932	11033102	6044	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	11033228	11035139	5	-0.452391
TCGA-2F-A9KP-01A-11D-A38F-01	9	11035262	34277531	14419	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	34298143	35988450	860	-0.443779
TCGA-2F-A9KP-01A-11D-A38F-01	9	35992697	36664048	351	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	36664647	38355922	1149	-0.434995
TCGA-2F-A9KP-01A-11D-A38F-01	9	38356683	38360729	5	-0.863524
TCGA-2F-A9KP-01A-11D-A38F-01	9	38361379	38374977	11	-0.434995
TCGA-2F-A9KP-01A-11D-A38F-01	9	38380389	131531618	40257	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	131537855	131767947	81	0.268911
TCGA-2F-A9KP-01A-11D-A38F-01	9	131773720	135712272	2335	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	135716698	136030883	258	0.326240
TCGA-2F-A9KP-01A-11D-A38F-01	9	136037087	136133743	48	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	136134034	136138583	5	0.377590
TCGA-2F-A9KP-01A-11D-A38F-01	9	136139265	136244666	69	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	9	136246123	136368685	46	0.338851
TCGA-2F-A9KP-01A-11D-A38F-01	9	136384681	140938752	1710	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	10	415240	11659630	7933	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	10	11661862	12186449	261	0.731134
TCGA-2F-A9KP-01A-11D-A38F-01	10	12190773	135126133	72258	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	10	135153296	135225087	30	0.408442
TCGA-2F-A9KP-01A-11D-A38F-01	11	456120	46073113	28928	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	46074760	46360237	134	0.341609
TCGA-2F-A9KP-01A-11D-A38F-01	11	46362849	61134532	4171	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	61137147	61275550	69	0.273949
TCGA-2F-A9KP-01A-11D-A38F-01	11	61286500	63441251	1078	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	63443372	63995302	178	0.620424
TCGA-2F-A9KP-01A-11D-A38F-01	11	63996938	66835702	669	-0.101542
TCGA-2F-A9KP-01A-11D-A38F-01	11	66837635	67054144	85	0.609548
TCGA-2F-A9KP-01A-11D-A38F-01	11	67059634	72949543	2716	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	72949747	73295163	153	0.326996
TCGA-2F-A9KP-01A-11D-A38F-01	11	73295828	75955539	1443	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	75956348	76099806	86	0.409110
TCGA-2F-A9KP-01A-11D-A38F-01	11	76099869	86699727	6509	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	86703333	86968909	186	0.350390
TCGA-2F-A9KP-01A-11D-A38F-01	11	86973188	118758089	19914	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	11	118759482	119310558	268	0.653506
TCGA-2F-A9KP-01A-11D-A38F-01	11	119310922	134132624	10219	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	12	889902	56207240	28564	0.000000
TCGA-2F-A9KP-01A-11D-A38F-01	12	56209976	56733531	240	0.580448
TCGA-2F-A9KP-01A-11D-A38F-01	12	56736877	114255041	34898	0.000000
