"var","hr","pval","hr_ci95"
"PDL1.cathigh",0.4,"4.22e-05","0.2 to 0.6"
"nmdfs_mut.bool1",0.9,"6.68e-01","0.6 to 1.4"
"age.cat>=65",1.8,"1.07e-03","1.3 to 2.6"
"gendermale",1.4,"5.48e-02","1 to 2"
"tnm_stageI",1.2,"6.86e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.44e-01","0.1 to 1.9"
"tnm_stageII",1.4,"4.91e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.28e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.66e-02","1 to 12"
"TMB.cathigh",0.6,"8.97e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.38e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.63e-05","0.2 to 0.6"
"nmdns_mut.bool1",0.8,"5.56e-01","0.5 to 1.5"
"age.cat>=65",1.8,"1.43e-03","1.3 to 2.6"
"gendermale",1.4,"5.52e-02","1 to 2"
"tnm_stageI",1.3,"6.10e-01","0.4 to 3.9"
"tnm_stageI/II NOS",0.4,"2.89e-01","0.1 to 2.1"
"tnm_stageII",1.6,"4.24e-01","0.5 to 4.6"
"tnm_stageIII",2.4,"1.07e-01","0.8 to 7.2"
"tnm_stageIV",3.7,"3.99e-02","1.1 to 13.2"
"TMB.cathigh",0.6,"1.14e-02","0.4 to 0.9"
"PDL1.catmed",0.5,"7.68e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"6.19e-05","0.2 to 0.6"
"silent",1,"4.94e-01","1 to 1"
"age.cat>=65",1.8,"8.34e-04","1.3 to 2.6"
"gendermale",1.4,"5.10e-02","1 to 2"
"tnm_stageI",1.2,"6.85e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.33e-01","0.1 to 1.9"
"tnm_stageII",1.4,"4.99e-01","0.5 to 4.1"
"tnm_stageIII",2.3,"1.27e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.86e-02","1 to 11.9"
"TMB.cathigh",0.7,"2.73e-02","0.5 to 1"
"PDL1.catmed",0.5,"5.43e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"3.89e-05","0.2 to 0.6"
"missense",1,"4.83e-01","1 to 1"
"age.cat>=65",1.8,"8.33e-04","1.3 to 2.6"
"gendermale",1.4,"5.06e-02","1 to 2"
"tnm_stageI",1.2,"6.88e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.31e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.00e-01","0.5 to 4.1"
"tnm_stageIII",2.3,"1.27e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.93e-02","1 to 11.9"
"TMB.cathigh",0.7,"3.07e-02","0.5 to 1"
"PDL1.catmed",0.5,"5.59e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"3.95e-05","0.2 to 0.6"
"nonstop",1,"6.86e-01","0.7 to 1.2"
"age.cat>=65",1.8,"8.94e-04","1.3 to 2.6"
"gendermale",1.4,"5.22e-02","1 to 2"
"tnm_stageI",1.3,"6.73e-01","0.4 to 3.7"
"tnm_stageI/II NOS",0.4,"2.47e-01","0.1 to 1.9"
"tnm_stageII",1.5,"4.88e-01","0.5 to 4.2"
"tnm_stageIII",2.3,"1.24e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.65e-02","1 to 12"
"TMB.cathigh",0.6,"9.94e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"4.23e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"3.81e-05","0.2 to 0.6"
"nonsense",1,"4.87e-01","1 to 1"
"age.cat>=65",1.8,"8.22e-04","1.3 to 2.6"
"gendermale",1.4,"5.15e-02","1 to 2"
"tnm_stageI",1.2,"6.91e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.28e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.03e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.29e-01","0.8 to 6.4"
"tnm_stageIV",3.4,"4.98e-02","1 to 11.8"
"TMB.cathigh",0.7,"2.84e-02","0.5 to 1"
"PDL1.catmed",0.5,"5.64e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.14e-05","0.2 to 0.6"
"frameshift",1,"4.69e-01","1 to 1"
"age.cat>=65",1.8,"8.19e-04","1.3 to 2.6"
"gendermale",1.4,"5.58e-02","1 to 2"
"tnm_stageI",1.3,"6.65e-01","0.4 to 3.7"
"tnm_stageI/II NOS",0.4,"2.26e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.05e-01","0.5 to 4.1"
"tnm_stageIII",2.3,"1.25e-01","0.8 to 6.4"
"tnm_stageIV",3.4,"5.02e-02","1 to 11.8"
"TMB.cathigh",0.7,"2.19e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"4.28e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"3.26e-05","0.2 to 0.6"
"total",1,"4.86e-01","1 to 1"
"age.cat>=65",1.8,"8.29e-04","1.3 to 2.6"
"gendermale",1.4,"5.07e-02","1 to 2"
"tnm_stageI",1.2,"6.87e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.31e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.00e-01","0.5 to 4.1"
"tnm_stageIII",2.3,"1.27e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.91e-02","1 to 11.9"
"TMB.cathigh",0.7,"3.05e-02","0.5 to 1"
"PDL1.catmed",0.5,"5.54e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"3.91e-05","0.2 to 0.6"
"GZMA",1,"1.58e-02","1 to 1"
"age.cat>=65",1.9,"6.59e-04","1.3 to 2.7"
"gendermale",1.4,"5.43e-02","1 to 2"
"tnm_stageI",1.3,"6.42e-01","0.4 to 3.7"
"tnm_stageI/II NOS",0.4,"2.79e-01","0.1 to 2"
"tnm_stageII",1.4,"5.45e-01","0.5 to 4"
"tnm_stageIII",2.2,"1.27e-01","0.8 to 6.4"
"tnm_stageIV",4.1,"2.53e-02","1.2 to 14.2"
"TMB.cathigh",0.6,"1.12e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"6.44e-03","0.4 to 0.9"
"PDL1.cathigh",0.5,"3.96e-03","0.3 to 0.8"
"PRF1",1,"7.69e-02","1 to 1"
"age.cat>=65",1.8,"7.84e-04","1.3 to 2.6"
"gendermale",1.4,"5.86e-02","1 to 2"
"tnm_stageI",1.3,"6.45e-01","0.4 to 3.7"
"tnm_stageI/II NOS",0.4,"2.72e-01","0.1 to 2"
"tnm_stageII",1.4,"5.15e-01","0.5 to 4.1"
"tnm_stageIII",2.3,"1.18e-01","0.8 to 6.5"
"tnm_stageIV",3.8,"3.48e-02","1.1 to 13.1"
"TMB.cathigh",0.6,"2.33e-03","0.4 to 0.8"
"PDL1.catmed",0.5,"3.25e-03","0.4 to 0.8"
"PDL1.cathigh",0.4,"1.27e-03","0.3 to 0.7"
"cyt",1,"2.56e-02","1 to 1"
"age.cat>=65",1.9,"6.79e-04","1.3 to 2.7"
"gendermale",1.4,"5.60e-02","1 to 2"
"tnm_stageI",1.3,"6.38e-01","0.4 to 3.8"
"tnm_stageI/II NOS",0.4,"2.80e-01","0.1 to 2"
"tnm_stageII",1.4,"5.33e-01","0.5 to 4"
"tnm_stageIII",2.3,"1.22e-01","0.8 to 6.4"
"tnm_stageIV",4,"2.83e-02","1.2 to 13.8"
"TMB.cathigh",0.6,"1.39e-03","0.4 to 0.8"
"PDL1.catmed",0.6,"5.68e-03","0.4 to 0.8"
"PDL1.cathigh",0.5,"3.22e-03","0.3 to 0.8"
"nmdptc_max",1,"4.27e-01","1 to 1.1"
"age.cat>=65",1.8,"9.76e-04","1.3 to 2.6"
"gendermale",1.4,"6.14e-02","1 to 2"
"tnm_stageI",1.2,"7.38e-01","0.4 to 3.5"
"tnm_stageI/II NOS",0.4,"2.25e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.38e-01","0.5 to 4"
"tnm_stageIII",2.2,"1.46e-01","0.8 to 6.2"
"tnm_stageIV",3.3,"5.85e-02","1 to 11.5"
"TMB.cathigh",0.6,"4.56e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"4.21e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.96e-05","0.2 to 0.6"
"nmdptc_n_decayed",1,"1.81e-01","1 to 1"
"age.cat>=65",1.8,"1.55e-03","1.2 to 2.6"
"gendermale",1.4,"5.51e-02","1 to 2"
"tnm_stageI",1.2,"7.72e-01","0.4 to 3.4"
"tnm_stageI/II NOS",0.4,"2.27e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.01e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.38e-01","0.8 to 6.2"
"tnm_stageIV",3.3,"6.04e-02","0.9 to 11.4"
"TMB.cathigh",0.6,"1.27e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"3.89e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.18e-05","0.2 to 0.6"
"nmdptc_frac_decayed",1.3,"4.55e-01","0.7 to 2.4"
"age.cat>=65",1.8,"1.05e-03","1.3 to 2.6"
"gendermale",1.4,"5.01e-02","1 to 2"
"tnm_stageI",1.1,"8.38e-01","0.4 to 3.4"
"tnm_stageI/II NOS",0.4,"2.03e-01","0.1 to 1.7"
"tnm_stageII",1.3,"6.18e-01","0.4 to 3.9"
"tnm_stageIII",2,"2.02e-01","0.7 to 5.9"
"tnm_stageIV",3.2,"7.00e-02","0.9 to 11.2"
"TMB.cathigh",0.6,"5.92e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"1.32e-03","0.3 to 0.8"
"PDL1.cathigh",0.4,"1.57e-04","0.2 to 0.6"
"nmdptc_med",1.2,"3.64e-02","1 to 1.4"
"age.cat>=65",1.8,"1.56e-03","1.2 to 2.5"
"gendermale",1.4,"4.82e-02","1 to 2"
"tnm_stageI",1.2,"7.97e-01","0.4 to 3.4"
"tnm_stageI/II NOS",0.4,"2.17e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.22e-01","0.5 to 4"
"tnm_stageIII",2.1,"1.65e-01","0.7 to 6"
"tnm_stageIV",3.4,"5.34e-02","1 to 11.7"
"TMB.cathigh",0.6,"1.10e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"1.54e-03","0.4 to 0.8"
"PDL1.cathigh",0.4,"1.48e-04","0.2 to 0.6"
"nmdptc_med.wt",1.2,"1.56e-01","0.9 to 1.4"
"age.cat>=65",1.8,"1.76e-03","1.2 to 2.5"
"gendermale",1.4,"6.11e-02","1 to 2"
"tnm_stageI",1.2,"7.95e-01","0.4 to 3.4"
"tnm_stageI/II NOS",0.4,"2.19e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.26e-01","0.5 to 4"
"tnm_stageIII",2.1,"1.55e-01","0.8 to 6.1"
"tnm_stageIV",3.2,"6.41e-02","0.9 to 11.2"
"TMB.cathigh",0.6,"1.47e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"5.59e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.80e-05","0.2 to 0.6"
"nmdptc_mean",1.1,"2.00e-01","0.9 to 1.3"
"age.cat>=65",1.8,"1.47e-03","1.2 to 2.6"
"gendermale",1.4,"5.00e-02","1 to 2"
"tnm_stageI",1.2,"7.42e-01","0.4 to 3.5"
"tnm_stageI/II NOS",0.4,"2.41e-01","0.1 to 1.9"
"tnm_stageII",1.4,"5.03e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.44e-01","0.8 to 6.2"
"tnm_stageIV",3.5,"4.86e-02","1 to 11.9"
"TMB.cathigh",0.6,"8.34e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"9.19e-04","0.3 to 0.8"
"PDL1.cathigh",0.4,"1.02e-04","0.2 to 0.6"
"nmdptc_mean.wt",1.1,"1.91e-01","0.9 to 1.4"
"age.cat>=65",1.8,"1.64e-03","1.2 to 2.6"
"gendermale",1.4,"6.11e-02","1 to 2"
"tnm_stageI",1.2,"7.85e-01","0.4 to 3.4"
"tnm_stageI/II NOS",0.4,"2.19e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.27e-01","0.5 to 4"
"tnm_stageIII",2.1,"1.54e-01","0.8 to 6.1"
"tnm_stageIV",3.3,"6.21e-02","0.9 to 11.3"
"TMB.cathigh",0.6,"1.43e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"5.34e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.49e-05","0.2 to 0.6"
"nmdfs_max",1,"3.31e-01","1 to 1.1"
"age.cat>=65",1.8,"1.12e-03","1.3 to 2.6"
"gendermale",1.4,"5.00e-02","1 to 2"
"tnm_stageI",1.2,"6.96e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.53e-01","0.1 to 1.9"
"tnm_stageII",1.5,"4.87e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.29e-01","0.8 to 6.3"
"tnm_stageIV",3.5,"4.42e-02","1 to 12.1"
"TMB.cathigh",0.6,"8.15e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"6.59e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"6.19e-05","0.2 to 0.6"
"nmdfs_n_decayed",1,"5.50e-01","1 to 1"
"age.cat>=65",1.8,"1.10e-03","1.3 to 2.6"
"gendermale",1.4,"5.40e-02","1 to 2"
"tnm_stageI",1.2,"6.87e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.47e-01","0.1 to 1.9"
"tnm_stageII",1.5,"4.88e-01","0.5 to 4.2"
"tnm_stageIII",2.2,"1.27e-01","0.8 to 6.4"
"tnm_stageIV",3.5,"4.65e-02","1 to 12"
"TMB.cathigh",0.6,"9.82e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.62e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.77e-05","0.2 to 0.6"
"nmdfs_frac_decayed",1.2,"3.45e-01","0.8 to 1.9"
"age.cat>=65",1.8,"9.06e-04","1.3 to 2.6"
"gendermale",1.4,"4.11e-02","1 to 2.1"
"tnm_stageI",1.2,"7.32e-01","0.4 to 3.5"
"tnm_stageI/II NOS",0.4,"2.22e-01","0.1 to 1.8"
"tnm_stageII",1.4,"5.45e-01","0.5 to 4"
"tnm_stageIII",2.1,"1.54e-01","0.8 to 6.1"
"tnm_stageIV",3.4,"4.88e-02","1 to 11.8"
"TMB.cathigh",0.6,"5.72e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"6.91e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"5.59e-05","0.2 to 0.6"
"nmdfs_med",1,"4.65e-01","1 to 1.1"
"age.cat>=65",1.8,"9.98e-04","1.3 to 2.6"
"gendermale",1.4,"5.13e-02","1 to 2"
"tnm_stageI",1.2,"6.89e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.49e-01","0.1 to 1.9"
"tnm_stageII",1.4,"4.91e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.28e-01","0.8 to 6.3"
"tnm_stageIV",3.6,"4.36e-02","1 to 12.2"
"TMB.cathigh",0.6,"8.42e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.71e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"5.29e-05","0.2 to 0.6"
"nmdfs_med.wt",1,"4.96e-01","0.9 to 1.1"
"age.cat>=65",1.8,"1.01e-03","1.3 to 2.6"
"gendermale",1.4,"5.13e-02","1 to 2"
"tnm_stageI",1.2,"6.92e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.47e-01","0.1 to 1.9"
"tnm_stageII",1.4,"4.91e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.29e-01","0.8 to 6.3"
"tnm_stageIV",3.6,"4.39e-02","1 to 12.2"
"TMB.cathigh",0.6,"8.87e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.77e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.99e-05","0.2 to 0.6"
"nmdfs_mean",1,"4.02e-01","1 to 1.1"
"age.cat>=65",1.8,"9.55e-04","1.3 to 2.6"
"gendermale",1.4,"5.05e-02","1 to 2"
"tnm_stageI",1.2,"6.87e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.53e-01","0.1 to 1.9"
"tnm_stageII",1.5,"4.88e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.28e-01","0.8 to 6.3"
"tnm_stageIV",3.6,"4.28e-02","1 to 12.2"
"TMB.cathigh",0.6,"8.55e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.94e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"5.41e-05","0.2 to 0.6"
"nmdfs_mean.wt",1,"4.63e-01","0.9 to 1.1"
"age.cat>=65",1.8,"1.00e-03","1.3 to 2.6"
"gendermale",1.4,"5.09e-02","1 to 2"
"tnm_stageI",1.2,"6.92e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.48e-01","0.1 to 1.9"
"tnm_stageII",1.4,"4.90e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.29e-01","0.8 to 6.3"
"tnm_stageIV",3.6,"4.36e-02","1 to 12.2"
"TMB.cathigh",0.6,"9.06e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"5.85e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"5.04e-05","0.2 to 0.6"
"nmdns_max",1,"6.59e-01","1 to 1.1"
"age.cat>=65",1.8,"1.17e-03","1.3 to 2.6"
"gendermale",1.4,"5.70e-02","1 to 2"
"tnm_stageI",1.3,"6.28e-01","0.4 to 3.9"
"tnm_stageI/II NOS",0.4,"2.72e-01","0.1 to 2"
"tnm_stageII",1.5,"4.52e-01","0.5 to 4.4"
"tnm_stageIII",2.4,"1.15e-01","0.8 to 6.9"
"tnm_stageIV",3.6,"4.25e-02","1 to 12.7"
"TMB.cathigh",0.6,"5.96e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"6.58e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"6.04e-05","0.2 to 0.6"
"nmdns_n_decayed",1,"3.96e-01","1 to 1"
"age.cat>=65",1.8,"1.57e-03","1.2 to 2.6"
"gendermale",1.4,"5.42e-02","1 to 2"
"tnm_stageI",1.4,"5.79e-01","0.5 to 4"
"tnm_stageI/II NOS",0.4,"3.08e-01","0.1 to 2.2"
"tnm_stageII",1.6,"3.91e-01","0.5 to 4.8"
"tnm_stageIII",2.5,"9.46e-02","0.9 to 7.5"
"tnm_stageIV",3.8,"3.61e-02","1.1 to 13.5"
"TMB.cathigh",0.6,"1.35e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"8.67e-04","0.3 to 0.8"
"PDL1.cathigh",0.4,"6.93e-05","0.2 to 0.6"
"nmdns_frac_decayed",1.2,"5.77e-01","0.7 to 2"
"age.cat>=65",1.8,"1.20e-03","1.3 to 2.6"
"gendermale",1.4,"5.64e-02","1 to 2"
"tnm_stageI",1.3,"6.77e-01","0.4 to 3.7"
"tnm_stageI/II NOS",0.4,"2.56e-01","0.1 to 1.9"
"tnm_stageII",1.5,"4.74e-01","0.5 to 4.2"
"tnm_stageIII",2.3,"1.22e-01","0.8 to 6.5"
"tnm_stageIV",3.6,"4.39e-02","1 to 12.3"
"TMB.cathigh",0.6,"6.62e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"1.20e-03","0.3 to 0.8"
"PDL1.cathigh",0.4,"1.36e-04","0.2 to 0.6"
"nmdns_med",1.1,"3.02e-01","0.9 to 1.2"
"age.cat>=65",1.8,"1.65e-03","1.2 to 2.5"
"gendermale",1.4,"5.07e-02","1 to 2"
"tnm_stageI",1.4,"5.73e-01","0.5 to 4"
"tnm_stageI/II NOS",0.4,"3.04e-01","0.1 to 2.1"
"tnm_stageII",1.6,"3.78e-01","0.6 to 4.8"
"tnm_stageIII",2.5,"9.16e-02","0.9 to 7.3"
"tnm_stageIV",3.9,"3.29e-02","1.1 to 13.9"
"TMB.cathigh",0.6,"1.07e-02","0.5 to 0.9"
"PDL1.catmed",0.5,"1.59e-03","0.3 to 0.8"
"PDL1.cathigh",0.4,"1.18e-04","0.2 to 0.6"
"nmdns_med.wt",1,"6.64e-01","0.9 to 1.2"
"age.cat>=65",1.8,"1.30e-03","1.3 to 2.6"
"gendermale",1.4,"5.55e-02","1 to 2"
"tnm_stageI",1.3,"6.34e-01","0.4 to 3.8"
"tnm_stageI/II NOS",0.4,"2.71e-01","0.1 to 2"
"tnm_stageII",1.5,"4.50e-01","0.5 to 4.5"
"tnm_stageIII",2.4,"1.16e-01","0.8 to 6.9"
"tnm_stageIV",3.7,"4.25e-02","1 to 12.8"
"TMB.cathigh",0.6,"9.68e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"8.35e-04","0.3 to 0.8"
"PDL1.cathigh",0.4,"6.34e-05","0.2 to 0.6"
"nmdns_mean",1,"6.03e-01","0.9 to 1.2"
"age.cat>=65",1.8,"1.44e-03","1.3 to 2.6"
"gendermale",1.4,"5.30e-02","1 to 2"
"tnm_stageI",1.3,"6.26e-01","0.4 to 3.9"
"tnm_stageI/II NOS",0.4,"2.81e-01","0.1 to 2"
"tnm_stageII",1.5,"4.40e-01","0.5 to 4.5"
"tnm_stageIII",2.4,"1.12e-01","0.8 to 6.9"
"tnm_stageIV",3.7,"4.07e-02","1.1 to 13"
"TMB.cathigh",0.6,"8.35e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"9.82e-04","0.3 to 0.8"
"PDL1.cathigh",0.4,"8.64e-05","0.2 to 0.6"
"nmdns_mean.wt",1,"7.45e-01","0.9 to 1.2"
"age.cat>=65",1.8,"1.25e-03","1.3 to 2.6"
"gendermale",1.4,"5.55e-02","1 to 2"
"tnm_stageI",1.3,"6.46e-01","0.4 to 3.8"
"tnm_stageI/II NOS",0.4,"2.64e-01","0.1 to 2"
"tnm_stageII",1.5,"4.64e-01","0.5 to 4.4"
"tnm_stageIII",2.3,"1.21e-01","0.8 to 6.8"
"tnm_stageIV",3.6,"4.41e-02","1 to 12.6"
"TMB.cathigh",0.6,"9.03e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"7.55e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"5.88e-05","0.2 to 0.6"
"TNFRSF4_cna",1,"8.55e-01","0.8 to 1.2"
"age.cat>=65",1.8,"9.80e-04","1.3 to 2.6"
"gendermale",1.4,"5.75e-02","1 to 2"
"tnm_stageI",1.2,"7.14e-01","0.4 to 3.6"
"tnm_stageI/II NOS",0.4,"2.33e-01","0.1 to 1.9"
"tnm_stageII",1.4,"5.22e-01","0.5 to 4.1"
"tnm_stageIII",2.2,"1.39e-01","0.8 to 6.3"
"tnm_stageIV",3.4,"5.12e-02","1 to 12"
"TMB.cathigh",0.6,"6.86e-03","0.4 to 0.9"
"PDL1.catmed",0.5,"4.60e-04","0.3 to 0.7"
"PDL1.cathigh",0.4,"4.55e-05","0.2 to 0.6"
"CNKSR1_cna",1.1,"2.90e-01","0.9 to 1.5"
"age.cat>=65",1.8,"8.84e-04","1.3 to 2.6"
"gendermale",1.4,"4.82e-02","1 to 2"
"tnm_stageI",1.4,"5.40e-01","0.5 to 4.2"
"tnm_stageI/II NOS",0.4,"2.77e-01","0.1 to 2"
"tnm_stageII",1.6,"3.86e-01","0.5 to 4.7"
"tnm_stageIII",2.5,"9.32e-02","0.9 to 7.2"
"tnm_stageIV",3.9,"3.39e-02","1.1 to 13.6"
"TMB.cathigh",0.6,"4.03e-03","0.4 to 0.8"
