"var","hr","pval","hr_ci95"
"tnm_stageII",1.9,"3.10e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.89e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.37e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.34e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.71e-01","0.7 to 1.8"
"nmdptc_n_decayed",1,"7.12e-01","1 to 1"
"age.cat>=65",1.6,"1.96e-02","1.1 to 2.3"
"gendermale",0.7,"1.40e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.10e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.01e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.66e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.59e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.68e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.65e-01","0.7 to 1.9"
"nmdptc_frac_decayed",1.9,"4.98e-02","1 to 3.7"
"age.cat>=65",1.6,"2.21e-02","1.1 to 2.3"
"gendermale",0.8,"2.11e-01","0.5 to 1.2"
"tnm_stageII",1.9,"2.89e-01","0.6 to 6.6"
"tnm_stageIII",2.2,"2.07e-01","0.6 to 7.8"
"tnm_stageIV",3.4,"4.20e-02","1 to 10.8"
"TMB.cathigh",0.9,"5.85e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"4.32e-01","0.5 to 1.3"
"PDL1.cathigh",1.2,"5.80e-01","0.7 to 1.9"
"nmdptc_med",1.1,"3.43e-01","0.9 to 1.4"
"age.cat>=65",1.6,"1.80e-02","1.1 to 2.3"
"gendermale",0.8,"2.09e-01","0.5 to 1.2"
"tnm_stageII",1.9,"3.08e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"1.98e-01","0.7 to 7.9"
"tnm_stageIV",3.2,"4.86e-02","1 to 10.4"
"TMB.cathigh",0.9,"7.43e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.58e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.18e-01","0.7 to 1.9"
"nmdptc_med.wt",1,"8.17e-01","0.7 to 1.4"
"age.cat>=65",1.6,"2.04e-02","1.1 to 2.3"
"gendermale",0.7,"1.50e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.07e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.06e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.73e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.35e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.45e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.90e-01","0.7 to 1.8"
"nmdptc_mean",1.1,"2.30e-01","0.9 to 1.4"
"age.cat>=65",1.6,"2.00e-02","1.1 to 2.3"
"gendermale",0.8,"2.19e-01","0.5 to 1.2"
"tnm_stageII",1.9,"3.04e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"2.01e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.63e-02","1 to 10.5"
"TMB.cathigh",0.9,"7.62e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"4.02e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"5.96e-01","0.7 to 1.9"
"nmdptc_mean.wt",1,"8.58e-01","0.7 to 1.4"
"age.cat>=65",1.6,"2.03e-02","1.1 to 2.3"
"gendermale",0.7,"1.50e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.08e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.05e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.75e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.42e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.43e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.88e-01","0.7 to 1.8"
"nmdfs_max",1,"8.26e-01","0.9 to 1.1"
"age.cat>=65",1.6,"2.24e-02","1.1 to 2.3"
"gendermale",0.7,"1.64e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.05e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.74e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.76e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.43e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.67e-01","0.7 to 1.9"
"nmdfs_n_decayed",1,"4.32e-01","1 to 1"
"age.cat>=65",1.6,"1.54e-02","1.1 to 2.3"
"gendermale",0.7,"1.29e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.35e-01","0.5 to 6.2"
"tnm_stageIII",2.2,"2.04e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.84e-02","1 to 10.4"
"TMB.cathigh",0.9,"5.79e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.60e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"7.12e-01","0.7 to 1.8"
"nmdfs_frac_decayed",1.4,"2.34e-01","0.8 to 2.3"
"age.cat>=65",1.5,"3.78e-02","1 to 2.2"
"gendermale",0.8,"2.16e-01","0.5 to 1.2"
"tnm_stageII",2,"2.67e-01","0.6 to 6.9"
"tnm_stageIII",2.3,"1.96e-01","0.7 to 7.9"
"tnm_stageIV",3.4,"4.13e-02","1 to 10.9"
"TMB.cathigh",0.9,"6.85e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.71e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.14e-01","0.7 to 1.9"
"nmdfs_med",1,"8.54e-01","0.9 to 1.2"
"age.cat>=65",1.6,"2.22e-02","1.1 to 2.3"
"gendermale",0.7,"1.67e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.03e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"2.01e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.70e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.74e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.47e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.67e-01","0.7 to 1.9"
"nmdfs_med.wt",1,"9.84e-01","0.8 to 1.2"
"age.cat>=65",1.6,"2.05e-02","1.1 to 2.3"
"gendermale",0.7,"1.56e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.11e-01","0.6 to 6.5"
"tnm_stageIII",2.2,"2.03e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.80e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.60e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.41e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.88e-01","0.7 to 1.8"
"nmdfs_mean",1,"7.65e-01","0.9 to 1.2"
"age.cat>=65",1.6,"2.32e-02","1.1 to 2.3"
"gendermale",0.8,"1.73e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.01e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"2.01e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.66e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.84e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.54e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.55e-01","0.7 to 1.9"
"nmdfs_mean.wt",1,"9.81e-01","0.8 to 1.2"
"age.cat>=65",1.6,"2.08e-02","1.1 to 2.3"
"gendermale",0.7,"1.58e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.09e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.77e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.65e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.42e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.83e-01","0.7 to 1.8"
"nmdns_max",1,"4.25e-01","0.9 to 1.1"
"age.cat>=65",1.6,"1.74e-02","1.1 to 2.3"
"gendermale",0.8,"1.88e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.11e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.06e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"5.03e-02","1 to 10.3"
"TMB.cathigh",0.9,"6.55e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.59e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.76e-01","0.7 to 1.8"
"nmdns_n_decayed",1,"7.36e-01","1 to 1"
"age.cat>=65",1.6,"2.02e-02","1.1 to 2.3"
"gendermale",0.7,"1.42e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.04e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"1.98e-01","0.7 to 7.9"
"tnm_stageIV",3.3,"4.65e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.77e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.47e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.65e-01","0.7 to 1.9"
"nmdns_frac_decayed",1.6,"9.08e-02","0.9 to 2.9"
"age.cat>=65",1.6,"1.95e-02","1.1 to 2.3"
"gendermale",0.7,"1.57e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.05e-01","0.6 to 6.5"
"tnm_stageIII",2.2,"2.07e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.71e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.25e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"4.12e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.26e-01","0.7 to 1.9"
"nmdns_med",1.1,"3.30e-01","0.9 to 1.3"
"age.cat>=65",1.6,"1.76e-02","1.1 to 2.3"
"gendermale",0.8,"1.77e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.17e-01","0.5 to 6.4"
"tnm_stageIII",2.2,"2.04e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"5.13e-02","1 to 10.3"
"TMB.cathigh",0.9,"7.73e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.84e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.48e-01","0.7 to 1.9"
"nmdns_med.wt",1,"7.11e-01","0.8 to 1.3"
"age.cat>=65",1.6,"1.96e-02","1.1 to 2.3"
"gendermale",0.7,"1.53e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.10e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.00e-01","0.6 to 7.9"
"tnm_stageIV",3.2,"4.84e-02","1 to 10.4"
"TMB.cathigh",0.9,"7.01e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.60e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.73e-01","0.7 to 1.8"
"nmdns_mean",1.1,"2.13e-01","0.9 to 1.3"
"age.cat>=65",1.6,"1.80e-02","1.1 to 2.3"
"gendermale",0.8,"1.93e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.14e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.05e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.97e-02","1 to 10.3"
"TMB.cathigh",1,"8.05e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.98e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.50e-01","0.7 to 1.9"
"nmdns_mean.wt",1,"6.93e-01","0.8 to 1.3"
"age.cat>=65",1.6,"1.95e-02","1.1 to 2.3"
"gendermale",0.7,"1.54e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.10e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.00e-01","0.6 to 7.9"
"tnm_stageIV",3.2,"4.83e-02","1 to 10.4"
"TMB.cathigh",0.9,"7.04e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.59e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.72e-01","0.7 to 1.8"
"TNFRSF4_cna",0.9,"6.13e-01","0.7 to 1.3"
"age.cat>=65",1.6,"2.15e-02","1.1 to 2.3"
"gendermale",0.7,"1.38e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.02e-01","0.6 to 6.5"
"tnm_stageIII",2.2,"2.03e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.69e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.61e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.51e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.60e-01","0.7 to 1.9"
"TNFRSF4_mut",0.5,"2.20e-01","0.2 to 1.5"
"age.cat>=65",1.6,"1.51e-02","1.1 to 2.3"
"gendermale",0.7,"9.33e-02","0.5 to 1.1"
"tnm_stageII",2.1,"2.41e-01","0.6 to 7.1"
"tnm_stageIII",2.3,"1.87e-01","0.7 to 8.1"
"tnm_stageIV",3.3,"4.38e-02","1 to 10.7"
"TMB.cathigh",1,"8.48e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.40e-01","0.5 to 1.3"
"PDL1.cathigh",1.2,"4.97e-01","0.7 to 2"
"CNKSR1_cna",0.8,"2.40e-01","0.6 to 1.1"
"age.cat>=65",1.5,"2.67e-02","1.1 to 2.2"
"gendermale",0.7,"1.25e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.11e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.24e-01","0.6 to 7.5"
"tnm_stageIV",3.2,"5.29e-02","1 to 10.2"
"TMB.cathigh",0.9,"6.10e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.97e-01","0.5 to 1.3"
"PDL1.cathigh",1.2,"5.68e-01","0.7 to 1.9"
"FUBP1_cna",0.8,"2.76e-01","0.6 to 1.1"
"age.cat>=65",1.5,"2.29e-02","1.1 to 2.3"
"gendermale",0.7,"1.18e-01","0.5 to 1.1"
"tnm_stageII",2,"2.77e-01","0.6 to 6.7"
"tnm_stageIII",2.3,"1.86e-01","0.7 to 8.1"
"tnm_stageIV",3.4,"4.11e-02","1.1 to 10.9"
"TMB.cathigh",0.9,"5.91e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"4.03e-01","0.5 to 1.3"
"PDL1.cathigh",1.2,"5.31e-01","0.7 to 2"
"FUBP1_mut",0,"9.94e-01","0 to Inf"
"age.cat>=65",1.5,"3.02e-02","1 to 2.2"
"gendermale",0.8,"1.70e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.01e-01","0.6 to 6.5"
"tnm_stageIII",2.3,"1.97e-01","0.7 to 7.9"
"tnm_stageIV",3.3,"4.32e-02","1 to 10.7"
"TMB.cathigh",1,"7.87e-01","0.7 to 1.4"
"PDL1.catmed",0.8,"3.61e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"5.93e-01","0.7 to 1.9"
"IL10_cna",1,"9.60e-01","0.7 to 1.4"
"age.cat>=65",1.6,"1.94e-02","1.1 to 2.3"
"gendermale",0.7,"1.53e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.08e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.76e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.71e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.42e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.86e-01","0.7 to 1.8"
"IRF6_cna",1,"8.98e-01","0.7 to 1.3"
"age.cat>=65",1.6,"1.94e-02","1.1 to 2.3"
"gendermale",0.7,"1.52e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.07e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.3,"4.72e-02","1 to 10.5"
"TMB.cathigh",0.9,"6.83e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.37e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.89e-01","0.7 to 1.8"
"IRF6_mut",23.4,"3.37e-03","2.8 to 193"
"age.cat>=65",1.5,"2.49e-02","1.1 to 2.3"
"gendermale",0.7,"1.17e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.45e-01","0.5 to 6.2"
"tnm_stageIII",2.3,"1.99e-01","0.7 to 7.9"
"tnm_stageIV",3.3,"4.54e-02","1 to 10.6"
"TMB.cathigh",0.9,"5.99e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"2.91e-01","0.5 to 1.2"
"PDL1.cathigh",1.1,"6.77e-01","0.7 to 1.8"
"DNMT3A_cna",1,"8.45e-01","0.7 to 1.4"
"age.cat>=65",1.6,"2.29e-02","1.1 to 2.3"
"gendermale",0.7,"1.63e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.12e-01","0.6 to 6.4"
"tnm_stageIII",2.2,"2.11e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.89e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.71e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.34e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.94e-01","0.7 to 1.8"
"SOS1_cna",1,"9.34e-01","0.7 to 1.4"
"age.cat>=65",1.6,"2.07e-02","1.1 to 2.3"
"gendermale",0.7,"1.52e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.09e-01","0.6 to 6.4"
"tnm_stageIII",2.3,"2.01e-01","0.6 to 7.9"
"tnm_stageIV",3.3,"4.76e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.57e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.44e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.79e-01","0.7 to 1.8"
"SOS1_mut",1.6,"3.63e-01","0.6 to 4.4"
"age.cat>=65",1.6,"2.27e-02","1.1 to 2.3"
"gendermale",0.8,"1.75e-01","0.5 to 1.1"
"tnm_stageII",1.9,"3.03e-01","0.6 to 6.5"
"tnm_stageIII",2.2,"2.02e-01","0.6 to 7.8"
"tnm_stageIV",3.2,"4.84e-02","1 to 10.4"
"TMB.cathigh",0.9,"6.28e-01","0.6 to 1.3"
"PDL1.catmed",0.8,"3.23e-01","0.5 to 1.3"
"PDL1.cathigh",1.1,"6.80e-01","0.7 to 1.8"
"CASP8_cna",1.1,"5.10e-01","0.8 to 1.4"
"age.cat>=65",1.6,"1.70e-02","1.1 to 2.3"
"gendermale",0.7,"1.56e-01","0.5 to 1.1"
"tnm_stageII",1.8,"3.33e-01","0.5 to 6.3"
"tnm_stageIII",2.2,"2.16e-01","0.6 to 7.6"
"tnm_stageIV",3.2,"5.15e-02","1 to 10.2"
"TMB.cathigh",0.9,"6.30e-01","0.6 to 1.3"
