"var","hr","pval","hr_ci95"
"tnm_stageIII",1,"9.52e-01","0.5 to 2.1"
"tnm_stageIV",1.9,"5.09e-02","1 to 3.6"
"TMB.cathigh",0.5,"1.76e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.23e-01","0.7 to 2.8"
"PDL1.cathigh",1.2,"6.24e-01","0.6 to 2.7"
"nmdns_mut.bool1",1,"9.34e-01","0.3 to 3"
"age.cat>=65",2.3,"6.70e-03","1.3 to 4.2"
"gendermale",1.5,"2.31e-01","0.8 to 2.8"
"tnm_stageIII",1.1,"8.86e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.81e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.90e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.76e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.76e-01","0.5 to 2.6"
"silent",1,"1.31e-01","1 to 1"
"age.cat>=65",2.4,"4.07e-03","1.3 to 4.4"
"gendermale",1.5,"1.69e-01","0.8 to 2.9"
"tnm_stageIII",1.2,"6.33e-01","0.6 to 2.4"
"tnm_stageIV",1.7,"8.85e-02","0.9 to 3.3"
"TMB.cathigh",0.7,"2.94e-01","0.4 to 1.4"
"PDL1.catmed",1.5,"2.55e-01","0.8 to 2.9"
"PDL1.cathigh",1.3,"5.66e-01","0.6 to 2.8"
"missense",1,"1.86e-01","1 to 1"
"age.cat>=65",2.4,"4.53e-03","1.3 to 4.4"
"gendermale",1.5,"1.82e-01","0.8 to 2.9"
"tnm_stageIII",1.2,"6.71e-01","0.6 to 2.4"
"tnm_stageIV",1.8,"8.28e-02","0.9 to 3.3"
"TMB.cathigh",0.7,"2.95e-01","0.3 to 1.4"
"PDL1.catmed",1.5,"2.75e-01","0.7 to 2.8"
"PDL1.cathigh",1.2,"5.88e-01","0.6 to 2.7"
"nonstop",0.9,"4.55e-01","0.6 to 1.3"
"age.cat>=65",2.4,"4.82e-03","1.3 to 4.4"
"gendermale",1.4,"2.69e-01","0.8 to 2.6"
"tnm_stageIII",1.1,"8.76e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.28e-02","1 to 3.5"
"TMB.cathigh",0.6,"5.58e-02","0.3 to 1"
"PDL1.catmed",1.4,"3.29e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.34e-01","0.6 to 2.6"
"nonsense",1,"1.75e-01","1 to 1"
"age.cat>=65",2.4,"4.86e-03","1.3 to 4.3"
"gendermale",1.5,"1.98e-01","0.8 to 2.8"
"tnm_stageIII",1.2,"6.24e-01","0.6 to 2.4"
"tnm_stageIV",1.8,"7.13e-02","1 to 3.4"
"TMB.cathigh",0.7,"1.94e-01","0.3 to 1.2"
"PDL1.catmed",1.4,"2.85e-01","0.7 to 2.8"
"PDL1.cathigh",1.2,"6.06e-01","0.6 to 2.7"
"frameshift",1,"6.23e-01","0.9 to 1.1"
"age.cat>=65",2.3,"6.60e-03","1.3 to 4.2"
"gendermale",1.5,"1.98e-01","0.8 to 2.9"
"tnm_stageIII",1.1,"8.89e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.54e-02","1 to 3.4"
"TMB.cathigh",0.5,"2.38e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.91e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.73e-01","0.5 to 2.6"
"total",1,"1.60e-01","1 to 1"
"age.cat>=65",2.4,"4.41e-03","1.3 to 4.4"
"gendermale",1.5,"1.76e-01","0.8 to 2.9"
"tnm_stageIII",1.2,"6.57e-01","0.6 to 2.4"
"tnm_stageIV",1.8,"8.43e-02","0.9 to 3.3"
"TMB.cathigh",0.7,"3.07e-01","0.4 to 1.4"
"PDL1.catmed",1.5,"2.69e-01","0.7 to 2.9"
"PDL1.cathigh",1.2,"5.79e-01","0.6 to 2.7"
"GZMA",1,"8.85e-01","1 to 1"
"age.cat>=65",2.3,"6.61e-03","1.3 to 4.2"
"gendermale",1.5,"2.27e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.78e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.05e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.56e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.71e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.40e-01","0.5 to 2.8"
"PRF1",1,"8.58e-01","1 to 1"
"age.cat>=65",2.3,"5.99e-03","1.3 to 4.3"
"gendermale",1.5,"2.30e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.05e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.34e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.50e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.04e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"7.39e-01","0.5 to 2.7"
"cyt",1,"9.72e-01","1 to 1"
"age.cat>=65",2.3,"6.31e-03","1.3 to 4.2"
"gendermale",1.5,"2.28e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.88e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.87e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.55e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.82e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.71e-01","0.5 to 2.8"
"nmdptc_max",1.1,"5.27e-01","0.9 to 1.3"
"age.cat>=65",2.4,"5.04e-03","1.3 to 4.4"
"gendermale",1.4,"2.60e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.97e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.35e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.24e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.84e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.75e-01","0.5 to 2.6"
"nmdptc_n_decayed",1,"3.32e-01","1 to 1"
"age.cat>=65",2.3,"5.81e-03","1.3 to 4.3"
"gendermale",1.5,"2.22e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.81e-01","0.5 to 2"
"tnm_stageIV",1.9,"5.59e-02","1 to 3.5"
"TMB.cathigh",0.5,"9.85e-03","0.3 to 0.8"
"PDL1.catmed",1.3,"3.93e-01","0.7 to 2.6"
"PDL1.cathigh",1.1,"7.51e-01","0.5 to 2.5"
"nmdptc_frac_decayed",1,"9.61e-01","0.3 to 2.8"
"age.cat>=65",2.3,"6.15e-03","1.3 to 4.3"
"gendermale",1.5,"2.30e-01","0.8 to 2.7"
"tnm_stageIII",1,"8.98e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.33e-02","1 to 3.5"
"TMB.cathigh",0.5,"2.31e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.77e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.60e-01","0.5 to 2.6"
"nmdptc_med",1,"9.15e-01","0.7 to 1.5"
"age.cat>=65",2.3,"6.02e-03","1.3 to 4.3"
"gendermale",1.5,"2.34e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.00e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.59e-02","1 to 3.4"
"TMB.cathigh",0.5,"2.09e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.76e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.61e-01","0.5 to 2.6"
"nmdptc_med.wt",1.1,"6.20e-01","0.7 to 1.8"
"age.cat>=65",2.3,"5.88e-03","1.3 to 4.3"
"gendermale",1.5,"2.22e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.55e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.03e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.39e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.08e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.63e-01","0.5 to 2.6"
"nmdptc_mean",1.1,"7.67e-01","0.7 to 1.5"
"age.cat>=65",2.3,"6.63e-03","1.3 to 4.2"
"gendermale",1.5,"2.22e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.68e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.08e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.58e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.92e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.75e-01","0.5 to 2.6"
"nmdptc_mean.wt",1.1,"5.89e-01","0.7 to 1.8"
"age.cat>=65",2.3,"5.95e-03","1.3 to 4.2"
"gendermale",1.5,"2.21e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.53e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.09e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.37e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.14e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.70e-01","0.5 to 2.6"
"nmdfs_max",1,"6.35e-01","0.9 to 1.1"
"age.cat>=65",2.4,"5.59e-03","1.3 to 4.3"
"gendermale",1.5,"2.29e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.42e-01","0.5 to 2.1"
"tnm_stageIV",1.9,"5.55e-02","1 to 3.6"
"TMB.cathigh",0.5,"2.03e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.42e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.16e-01","0.6 to 2.7"
"nmdfs_n_decayed",1,"5.78e-01","0.9 to 1.1"
"age.cat>=65",2.4,"5.27e-03","1.3 to 4.4"
"gendermale",1.5,"2.32e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.96e-01","0.5 to 2.1"
"tnm_stageIV",1.9,"5.76e-02","1 to 3.5"
"TMB.cathigh",0.5,"2.08e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.27e-01","0.7 to 2.8"
"PDL1.cathigh",1.2,"6.06e-01","0.6 to 2.7"
"nmdfs_frac_decayed",1.2,"7.08e-01","0.6 to 2.4"
"age.cat>=65",2.3,"5.73e-03","1.3 to 4.3"
"gendermale",1.4,"2.40e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.19e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.44e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.37e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.97e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.73e-01","0.5 to 2.6"
"nmdfs_med",1,"9.81e-01","0.8 to 1.3"
"age.cat>=65",2.3,"6.30e-03","1.3 to 4.2"
"gendermale",1.5,"2.29e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.89e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.74e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.57e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.83e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.61e-01","0.5 to 2.6"
"nmdfs_med.wt",1,"9.73e-01","0.8 to 1.3"
"age.cat>=65",2.3,"6.43e-03","1.3 to 4.3"
"gendermale",1.5,"2.29e-01","0.8 to 2.7"
"tnm_stageIII",1,"8.93e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.00e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.55e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.82e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.57e-01","0.5 to 2.6"
"nmdfs_mean",1,"9.37e-01","0.8 to 1.3"
"age.cat>=65",2.3,"6.18e-03","1.3 to 4.2"
"gendermale",1.5,"2.29e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.83e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.17e-02","0.9 to 3.5"
"TMB.cathigh",0.5,"1.54e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.88e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.68e-01","0.5 to 2.6"
"nmdfs_mean.wt",1,"9.35e-01","0.8 to 1.3"
"age.cat>=65",2.3,"6.28e-03","1.3 to 4.3"
"gendermale",1.5,"2.29e-01","0.8 to 2.7"
"tnm_stageIII",1,"8.96e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.85e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.58e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.77e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.55e-01","0.5 to 2.6"
"nmdns_max",1,"9.21e-01","0.9 to 1.2"
"age.cat>=65",2.3,"6.41e-03","1.3 to 4.2"
"gendermale",1.5,"2.27e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.00e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.57e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.48e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.78e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.71e-01","0.5 to 2.6"
"nmdns_n_decayed",1,"9.83e-01","1 to 1"
"age.cat>=65",2.3,"6.51e-03","1.3 to 4.3"
"gendermale",1.5,"2.34e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.91e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.03e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.55e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.77e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.68e-01","0.5 to 2.6"
"nmdns_frac_decayed",0.7,"3.83e-01","0.3 to 1.7"
"age.cat>=65",2.4,"4.36e-03","1.3 to 4.5"
"gendermale",1.4,"2.77e-01","0.8 to 2.6"
"tnm_stageIII",1,"9.11e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.10e-02","1 to 3.4"
"TMB.cathigh",0.5,"2.68e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.49e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.96e-01","0.5 to 2.6"
"nmdns_med",1,"7.98e-01","0.8 to 1.2"
"age.cat>=65",2.4,"6.16e-03","1.3 to 4.4"
"gendermale",1.4,"2.66e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.07e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"8.24e-02","0.9 to 3.4"
"TMB.cathigh",0.5,"1.51e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.83e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.39e-01","0.6 to 2.6"
"nmdns_med.wt",1,"7.45e-01","0.7 to 1.3"
"age.cat>=65",2.3,"5.69e-03","1.3 to 4.3"
"gendermale",1.4,"2.60e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.14e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"8.21e-02","0.9 to 3.4"
"TMB.cathigh",0.5,"1.40e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.72e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.21e-01","0.6 to 2.7"
"nmdns_mean",1,"9.43e-01","0.8 to 1.3"
"age.cat>=65",2.3,"6.67e-03","1.3 to 4.3"
"gendermale",1.5,"2.44e-01","0.8 to 2.7"
"tnm_stageIII",1,"8.96e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.90e-02","0.9 to 3.5"
"TMB.cathigh",0.5,"1.51e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.76e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.54e-01","0.5 to 2.6"
"nmdns_mean.wt",0.9,"7.21e-01","0.7 to 1.3"
"age.cat>=65",2.3,"5.61e-03","1.3 to 4.3"
"gendermale",1.4,"2.62e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.17e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"8.29e-02","0.9 to 3.4"
"TMB.cathigh",0.5,"1.38e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.71e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.16e-01","0.6 to 2.7"
"TNFRSF4_cna",1,"8.91e-01","0.7 to 1.5"
"age.cat>=65",2.3,"6.07e-03","1.3 to 4.2"
"gendermale",1.5,"2.26e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.00e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.32e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.53e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.74e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.61e-01","0.5 to 2.6"
"CNKSR1_cna",0.8,"3.08e-01","0.5 to 1.2"
"age.cat>=65",2.3,"6.39e-03","1.3 to 4.2"
"gendermale",1.5,"1.82e-01","0.8 to 2.9"
"tnm_stageIII",1,"9.84e-01","0.5 to 2"
"tnm_stageIV",1.9,"5.56e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.91e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.77e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.80e-01","0.5 to 2.6"
"FUBP1_cna",1.2,"3.70e-01","0.8 to 1.7"
"age.cat>=65",2.4,"4.78e-03","1.3 to 4.4"
"gendermale",1.4,"2.45e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.34e-01","0.5 to 2.2"
"tnm_stageIV",1.9,"5.22e-02","1 to 3.6"
"TMB.cathigh",0.5,"1.87e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.52e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"7.26e-01","0.5 to 2.5"
"IL10_cna",1.3,"1.75e-01","0.9 to 1.7"
"age.cat>=65",2.5,"3.09e-03","1.4 to 4.7"
"gendermale",1.4,"2.62e-01","0.8 to 2.6"
"tnm_stageIII",1,"9.66e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"8.35e-02","0.9 to 3.3"
"TMB.cathigh",0.5,"2.05e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.31e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.20e-01","0.6 to 2.7"
"IRF6_cna",1.2,"2.12e-01","0.9 to 1.7"
"age.cat>=65",2.6,"3.09e-03","1.4 to 4.7"
"gendermale",1.5,"2.21e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.19e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.53e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.53e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.08e-01","0.7 to 2.8"
"PDL1.cathigh",1.2,"6.13e-01","0.6 to 2.7"
"IRF6_mut",0.8,"8.23e-01","0.1 to 6.3"
"age.cat>=65",2.3,"5.86e-03","1.3 to 4.3"
"gendermale",1.5,"2.23e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.63e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.34e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.64e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.67e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.62e-01","0.5 to 2.6"
"DNMT3A_cna",1,"8.36e-01","0.7 to 1.5"
"age.cat>=65",2.3,"6.00e-03","1.3 to 4.3"
"gendermale",1.5,"2.26e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.13e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.68e-02","0.9 to 3.5"
"TMB.cathigh",0.5,"1.49e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.78e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.65e-01","0.5 to 2.6"
"SOS1_cna",0.9,"5.46e-01","0.6 to 1.3"
"age.cat>=65",2.3,"8.49e-03","1.2 to 4.2"
"gendermale",1.5,"2.31e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.38e-01","0.5 to 2.2"
"tnm_stageIV",1.9,"5.37e-02","1 to 3.6"
"TMB.cathigh",0.5,"2.11e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.67e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.44e-01","0.6 to 2.6"
"CASP8_cna",1.1,"7.31e-01","0.7 to 1.6"
"age.cat>=65",2.4,"5.77e-03","1.3 to 4.3"
"gendermale",1.5,"2.38e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.86e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.43e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.58e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.62e-01","0.7 to 2.7"
"PDL1.cathigh",1.2,"6.68e-01","0.5 to 2.6"
"CASP8_mut",3.2,"3.35e-02","1.1 to 9.2"
"age.cat>=65",2.3,"7.22e-03","1.3 to 4.2"
"gendermale",1.4,"2.58e-01","0.8 to 2.7"
"tnm_stageIII",1,"9.81e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.44e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.23e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"3.86e-01","0.7 to 2.6"
"PDL1.cathigh",1.1,"7.85e-01","0.5 to 2.5"
"CTLA4_cna",1,"9.39e-01","0.7 to 1.5"
"age.cat>=65",2.3,"8.04e-03","1.2 to 4.3"
"gendermale",1.5,"2.28e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.91e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"6.31e-02","1 to 3.5"
"TMB.cathigh",0.5,"1.50e-02","0.3 to 0.9"
"PDL1.catmed",1.4,"3.76e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.53e-01","0.5 to 2.6"
"DNER_cna",1.1,"5.59e-01","0.8 to 1.7"
"age.cat>=65",2.4,"5.30e-03","1.3 to 4.6"
"gendermale",1.5,"2.03e-01","0.8 to 2.8"
"tnm_stageIII",1,"8.93e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.05e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.33e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.31e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"7.10e-01","0.5 to 2.5"
"DNER_mut",1.6,"3.99e-01","0.6 to 4.5"
"age.cat>=65",2.4,"5.12e-03","1.3 to 4.5"
"gendermale",1.5,"2.37e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.90e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.44e-02","0.9 to 3.4"
"TMB.cathigh",0.5,"1.28e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.08e-01","0.7 to 2.6"
"PDL1.cathigh",1.2,"6.57e-01","0.5 to 2.6"
"PDCD1_cna",1.2,"2.99e-01","0.8 to 1.8"
"age.cat>=65",2.6,"3.65e-03","1.4 to 4.8"
"gendermale",1.5,"1.87e-01","0.8 to 2.8"
"tnm_stageIII",1,"9.34e-01","0.5 to 2.1"
"tnm_stageIV",1.8,"7.21e-02","0.9 to 3.4"
"TMB.cathigh",0.5,"1.20e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.29e-01","0.7 to 2.5"
"PDL1.cathigh",1.1,"7.74e-01","0.5 to 2.5"
"SLC22A14_cna",1.2,"3.20e-01","0.8 to 1.8"
"age.cat>=65",2.2,"1.05e-02","1.2 to 4.1"
"gendermale",1.4,"2.74e-01","0.8 to 2.7"
"tnm_stageIII",1.1,"8.88e-01","0.5 to 2.1"
"tnm_stageIV",1.7,"1.31e-01","0.9 to 3.2"
"TMB.cathigh",0.5,"1.55e-02","0.3 to 0.9"
"PDL1.catmed",1.5,"2.77e-01","0.7 to 2.9"
"PDL1.cathigh",1.3,"5.21e-01","0.6 to 2.9"
"SLC22A14_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",2.3,"5.51e-03","1.3 to 4.3"
"gendermale",1.4,"3.03e-01","0.7 to 2.6"
"tnm_stageIII",1.1,"8.38e-01","0.5 to 2.2"
"tnm_stageIV",1.8,"6.70e-02","1 to 3.4"
"TMB.cathigh",0.5,"1.93e-02","0.3 to 0.9"
"PDL1.catmed",1.3,"4.73e-01","0.7 to 2.5"
"PDL1.cathigh",1.1,"7.88e-01","0.5 to 2.4"
"PIK3CA_cna",0.8,"2.16e-01","0.5 to 1.2"
"age.cat>=65",2.2,"8.77e-03","1.2 to 4.1"
"gendermale",1.4,"2.83e-01","0.8 to 2.6"
"tnm_stageIII",1,"9.90e-01","0.5 to 2"
"tnm_stageIV",1.6,"1.46e-01","0.8 to 3.2"
"TMB.cathigh",0.5,"2.64e-02","0.3 to 0.9"
