"strata","n","n_event","medsurv","medsurv_ci95","survprobObs_0.5yr","survprobObs_1yr","survprobObs_2yr","survprobObs_5yr"
"total.cat=high",33,15,2.7,"1.8 to NA","0.94 (0.86 to 1)","0.84 (0.73 to 0.98)","0.54 (0.37 to 0.77)","0.38 (0.2 to 0.7)"
"total.cat=low",32,16,1.5,"0.8 to NA","0.86 (0.75 to 1)","0.61 (0.46 to 0.82)","0.36 (0.19 to 0.66)","0.18 (0.04 to 0.81)"
"total.cat=med",63,31,2,"1.7 to NA","0.94 (0.88 to 1)","0.85 (0.77 to 0.95)","0.52 (0.39 to 0.68)","0.29 (0.16 to 0.52)"
"GZMA.cat=high",32,15,2.7,"1.9 to NA","0.97 (0.91 to 1)","0.88 (0.77 to 1)","0.60 (0.44 to 0.82)","0.38 (0.21 to 0.66)"
"GZMA.cat=low",33,16,1.7,"1.1 to NA","0.88 (0.77 to 1)","0.72 (0.58 to 0.89)","0.44 (0.27 to 0.7)","0.37 (0.2 to 0.66)"
"GZMA.cat=med",63,31,1.8,"1.6 to NA","0.91 (0.84 to 0.99)","0.79 (0.69 to 0.9)","0.44 (0.31 to 0.62)","0.17 (0.06 to 0.52)"
"PRF1.cat=high",32,17,2.7,"1.9 to NA","0.97 (0.91 to 1)","0.84 (0.73 to 0.98)","0.59 (0.43 to 0.8)","0.29 (0.15 to 0.59)"
"PRF1.cat=low",33,15,1.7,"1.5 to NA","0.91 (0.82 to 1)","0.75 (0.62 to 0.92)","0.45 (0.28 to 0.73)","0.36 (0.19 to 0.69)"
"PRF1.cat=med",63,30,1.8,"1.6 to NA","0.90 (0.82 to 0.98)","0.79 (0.69 to 0.9)","0.44 (0.32 to 0.62)","0.29 (0.16 to 0.53)"
"cyt.cat=high",32,15,2.8,"1.9 to NA","0.97 (0.91 to 1)","0.88 (0.77 to 1)","0.61 (0.45 to 0.83)","0.38 (0.22 to 0.67)"
"cyt.cat=low",33,16,1.7,"1.1 to NA","0.88 (0.77 to 1)","0.72 (0.58 to 0.89)","0.44 (0.28 to 0.7)","0.37 (0.2 to 0.66)"
"cyt.cat=med",63,31,1.8,"1.6 to 3.9","0.91 (0.84 to 0.99)","0.79 (0.69 to 0.9)","0.43 (0.31 to 0.61)","0.21 (0.09 to 0.49)"
"nmdptc_max.cat=high",33,11,4.9,"1.9 to NA","0.97 (0.91 to 1)","0.87 (0.76 to 1)","0.62 (0.44 to 0.87)","0.42 (0.23 to 0.8)"
"nmdptc_max.cat=low",32,15,2.2,"1.6 to NA","0.90 (0.8 to 1)","0.75 (0.61 to 0.93)","0.56 (0.39 to 0.81)","0.26 (0.11 to 0.63)"
"nmdptc_max.cat=med",63,36,1.7,"1.5 to 2.8","0.90 (0.83 to 0.98)","0.77 (0.67 to 0.88)","0.39 (0.27 to 0.55)","0.25 (0.13 to 0.47)"
"nmdptc_n_decayed.cat=high",38,19,1.9,"1.6 to NA","0.92 (0.83 to 1)","0.83 (0.71 to 0.96)","0.43 (0.28 to 0.67)","0.30 (0.16 to 0.59)"
"nmdptc_n_decayed.cat=low",49,22,2,"1.7 to NA","0.89 (0.81 to 0.99)","0.73 (0.61 to 0.87)","0.52 (0.37 to 0.73)","0.21 (0.07 to 0.62)"
"nmdptc_n_decayed.cat=med",41,21,2.5,"1.6 to NA","0.95 (0.89 to 1)","0.83 (0.72 to 0.95)","0.51 (0.36 to 0.71)","0.30 (0.15 to 0.6)"
"nmdptc_frac_decayed.cat=high",33,12,4.9,"1.8 to NA","0.94 (0.85 to 1)","0.81 (0.68 to 0.96)","0.64 (0.47 to 0.85)","0.45 (0.25 to 0.81)"
"nmdptc_frac_decayed.cat=low",35,16,1.8,"1.6 to NA","0.94 (0.86 to 1)","0.75 (0.62 to 0.92)","0.48 (0.3 to 0.75)","0.21 (0.07 to 0.62)"
"nmdptc_frac_decayed.cat=med",60,34,1.9,"1.5 to 2.8","0.90 (0.82 to 0.98)","0.81 (0.71 to 0.92)","0.40 (0.28 to 0.57)","0.24 (0.13 to 0.46)"
"nmdptc_med.cat=high",33,14,1.8,"1.6 to NA","1.00 (1 to 1)","0.83 (0.71 to 0.98)","0.49 (0.32 to 0.76)","0.32 (0.15 to 0.69)"
"nmdptc_med.cat=low",33,15,1.8,"1.6 to NA","0.97 (0.91 to 1)","0.74 (0.6 to 0.91)","0.46 (0.28 to 0.76)","0.17 (0.04 to 0.84)"
"nmdptc_med.cat=med",62,33,1.9,"1.7 to NA","0.85 (0.77 to 0.95)","0.80 (0.71 to 0.91)","0.48 (0.36 to 0.64)","0.30 (0.18 to 0.5)"
"nmdptc_med.wt.cat=high",33,13,1.7,"1.5 to NA","0.97 (0.91 to 1)","0.79 (0.66 to 0.96)","0.49 (0.32 to 0.77)","0.42 (0.25 to 0.72)"
"nmdptc_med.wt.cat=low",33,14,2.2,"1.6 to NA","0.97 (0.91 to 1)","0.78 (0.64 to 0.94)","0.51 (0.33 to 0.79)","0.20 (0.04 to 0.93)"
"nmdptc_med.wt.cat=med",62,35,1.9,"1.7 to 3.9","0.87 (0.79 to 0.96)","0.80 (0.71 to 0.91)","0.47 (0.35 to 0.63)","0.26 (0.15 to 0.46)"
"nmdptc_mean.cat=high",33,11,4.9,"1.8 to NA","1.00 (1 to 1)","0.87 (0.76 to 1)","0.63 (0.45 to 0.87)","0.40 (0.2 to 0.83)"
"nmdptc_mean.cat=low",33,14,2.7,"1.6 to NA","1.00 (1 to 1)","0.77 (0.64 to 0.94)","0.55 (0.38 to 0.79)","0.29 (0.11 to 0.78)"
"nmdptc_mean.cat=med",62,37,1.7,"1.3 to 2.2","0.83 (0.74 to 0.93)","0.76 (0.66 to 0.88)","0.38 (0.26 to 0.55)","0.22 (0.12 to 0.41)"
"nmdptc_mean.wt.cat=high",33,16,1.6,"1.2 to NA","0.94 (0.85 to 1)","0.70 (0.56 to 0.89)","0.41 (0.25 to 0.68)","0.21 (0.05 to 0.9)"
"nmdptc_mean.wt.cat=low",32,13,2.7,"1.8 to NA","0.97 (0.91 to 1)","0.79 (0.66 to 0.96)","0.60 (0.42 to 0.84)","0.26 (0.09 to 0.76)"
"nmdptc_mean.wt.cat=med",63,33,1.9,"1.7 to 4.9","0.89 (0.81 to 0.97)","0.84 (0.75 to 0.93)","0.46 (0.34 to 0.63)","0.30 (0.18 to 0.5)"
"nmdfs_max.cat=high",33,15,3.9,"1.7 to NA","1.00 (1 to 1)","0.78 (0.65 to 0.94)","0.57 (0.41 to 0.78)","0.40 (0.22 to 0.73)"
"nmdfs_max.cat=low",33,11,2.7,"2 to NA","0.94 (0.85 to 1)","0.84 (0.71 to 0.98)","0.69 (0.52 to 0.91)","0.35 (0.14 to 0.89)"
"nmdfs_max.cat=med",62,36,1.7,"1.5 to 2.5","0.86 (0.78 to 0.96)","0.78 (0.68 to 0.89)","0.34 (0.23 to 0.52)","0.18 (0.08 to 0.4)"
"nmdfs_n_decayed.cat=high",34,17,2.7,"1.7 to NA","0.97 (0.92 to 1)","0.79 (0.66 to 0.94)","0.52 (0.37 to 0.75)","0.28 (0.12 to 0.64)"
"nmdfs_n_decayed.cat=low",56,23,2,"1.7 to NA","0.91 (0.83 to 0.99)","0.83 (0.74 to 0.94)","0.53 (0.39 to 0.72)","0.36 (0.21 to 0.63)"
"nmdfs_n_decayed.cat=med",38,22,1.6,"1.5 to 3.9","0.89 (0.79 to 1)","0.74 (0.61 to 0.9)","0.38 (0.24 to 0.61)","0.22 (0.1 to 0.49)"
"nmdfs_frac_decayed.cat=high",41,19,3.9,"1.6 to NA","0.93 (0.85 to 1)","0.78 (0.66 to 0.92)","0.57 (0.42 to 0.76)","0.35 (0.19 to 0.65)"
"nmdfs_frac_decayed.cat=low",37,10,NA,"2.2 to NA","0.94 (0.87 to 1)","0.88 (0.78 to 1)","0.69 (0.53 to 0.92)","0.52 (0.32 to 0.86)"
"nmdfs_frac_decayed.cat=med",50,33,1.7,"1.5 to 1.9","0.89 (0.81 to 0.99)","0.74 (0.62 to 0.88)","0.30 (0.18 to 0.49)","0.13 (0.05 to 0.35)"
"nmdfs_med.cat=high",33,17,3.9,"1.4 to NA","0.97 (0.91 to 1)","0.81 (0.69 to 0.96)","0.57 (0.42 to 0.78)","0.25 (0.1 to 0.62)"
"nmdfs_med.cat=low",32,11,2.7,"1.8 to NA","1.00 (1 to 1)","0.87 (0.76 to 1)","0.65 (0.47 to 0.9)","0.41 (0.22 to 0.78)"
"nmdfs_med.cat=med",63,34,1.7,"1.5 to 2.5","0.85 (0.76 to 0.94)","0.74 (0.64 to 0.86)","0.34 (0.22 to 0.52)","0.26 (0.15 to 0.46)"
"nmdfs_med.wt.cat=high",33,18,1.7,"1.4 to NA","1.00 (1 to 1)","0.81 (0.69 to 0.96)","0.45 (0.29 to 0.68)","0.27 (0.12 to 0.61)"
"nmdfs_med.wt.cat=low",32,8,NA,"2.2 to NA","1.00 (1 to 1)","0.90 (0.79 to 1)","0.71 (0.53 to 0.96)","0.51 (0.28 to 0.9)"
"nmdfs_med.wt.cat=med",63,36,1.9,"1.5 to 2.7","0.83 (0.74 to 0.93)","0.73 (0.63 to 0.85)","0.40 (0.28 to 0.57)","0.21 (0.1 to 0.43)"
"nmdfs_mean.cat=high",33,16,3.9,"1.7 to NA","0.97 (0.91 to 1)","0.81 (0.69 to 0.96)","0.61 (0.45 to 0.81)","0.34 (0.18 to 0.65)"
"nmdfs_mean.cat=low",32,10,2.7,"2 to NA","1.00 (1 to 1)","0.87 (0.75 to 1)","0.70 (0.53 to 0.93)","0.47 (0.27 to 0.81)"
"nmdfs_mean.cat=med",63,36,1.6,"1.5 to 1.9","0.85 (0.77 to 0.95)","0.75 (0.64 to 0.87)","0.28 (0.17 to 0.47)","0.17 (0.07 to 0.41)"
"nmdfs_mean.wt.cat=high",33,18,1.7,"1.4 to NA","1.00 (1 to 1)","0.81 (0.69 to 0.96)","0.45 (0.29 to 0.68)","0.27 (0.12 to 0.61)"
"nmdfs_mean.wt.cat=low",32,10,2.7,"2.2 to NA","0.97 (0.91 to 1)","0.90 (0.8 to 1)","0.68 (0.5 to 0.93)","0.38 (0.18 to 0.82)"
"nmdfs_mean.wt.cat=med",63,34,1.9,"1.5 to 4.9","0.85 (0.76 to 0.95)","0.73 (0.63 to 0.85)","0.42 (0.29 to 0.59)","0.25 (0.13 to 0.48)"
"nmdns_max.cat=high",33,13,2.7,"1.8 to NA","0.94 (0.86 to 1)","0.81 (0.68 to 0.96)","0.53 (0.35 to 0.8)","0.32 (0.14 to 0.72)"
"nmdns_max.cat=low",32,14,2.2,"1.7 to NA","0.93 (0.84 to 1)","0.78 (0.64 to 0.95)","0.60 (0.43 to 0.83)","0.30 (0.14 to 0.67)"
"nmdns_max.cat=med",63,35,1.7,"1.5 to 3.9","0.90 (0.83 to 0.98)","0.79 (0.7 to 0.9)","0.42 (0.3 to 0.58)","0.28 (0.16 to 0.5)"
"nmdns_n_decayed.cat=high",34,17,1.9,"1.7 to NA","0.91 (0.82 to 1)","0.82 (0.7 to 0.96)","0.46 (0.31 to 0.7)","0.34 (0.18 to 0.62)"
"nmdns_n_decayed.cat=low",48,21,2.2,"1.7 to NA","0.91 (0.84 to 1)","0.75 (0.64 to 0.89)","0.58 (0.44 to 0.78)","0.21 (0.07 to 0.63)"
"nmdns_n_decayed.cat=med",46,24,1.7,"1.5 to NA","0.93 (0.86 to 1)","0.82 (0.71 to 0.94)","0.42 (0.28 to 0.62)","0.28 (0.14 to 0.55)"
"nmdns_frac_decayed.cat=high",33,8,NA,"NA to NA","0.97 (0.91 to 1)","0.87 (0.76 to 1)","0.67 (0.5 to 0.91)","0.67 (0.5 to 0.91)"
"nmdns_frac_decayed.cat=low",33,16,1.7,"1.6 to NA","0.90 (0.8 to 1)","0.70 (0.55 to 0.89)","0.49 (0.32 to 0.75)","0.22 (0.07 to 0.63)"
"nmdns_frac_decayed.cat=med",62,38,1.8,"1.5 to 2.7","0.90 (0.83 to 0.98)","0.80 (0.7 to 0.91)","0.40 (0.29 to 0.57)","0.17 (0.08 to 0.4)"
"nmdns_med.cat=high",33,15,1.8,"1.6 to NA","0.94 (0.86 to 1)","0.78 (0.64 to 0.94)","0.46 (0.29 to 0.75)","0.26 (0.09 to 0.7)"
"nmdns_med.cat=low",33,16,1.6,"0.8 to NA","0.87 (0.77 to 1)","0.65 (0.5 to 0.84)","0.43 (0.26 to 0.7)","0.21 (0.05 to 0.93)"
"nmdns_med.cat=med",62,31,2,"1.7 to NA","0.93 (0.87 to 1)","0.88 (0.8 to 0.97)","0.52 (0.39 to 0.68)","0.32 (0.2 to 0.52)"
"nmdns_med.wt.cat=high",33,14,1.8,"1.5 to NA","0.94 (0.86 to 1)","0.78 (0.64 to 0.94)","0.50 (0.33 to 0.76)","0.44 (0.27 to 0.72)"
"nmdns_med.wt.cat=low",33,16,1.7,"1.5 to NA","0.94 (0.86 to 1)","0.72 (0.58 to 0.89)","0.43 (0.27 to 0.69)","0.29 (0.11 to 0.73)"
"nmdns_med.wt.cat=med",62,32,2,"1.8 to 4.9","0.90 (0.82 to 0.98)","0.84 (0.76 to 0.94)","0.51 (0.39 to 0.67)","0.25 (0.14 to 0.47)"
"nmdns_mean.cat=high",33,11,NA,"1.6 to NA","0.94 (0.86 to 1)","0.80 (0.67 to 0.96)","0.54 (0.35 to 0.81)","0.54 (0.35 to 0.81)"
"nmdns_mean.cat=low",33,15,3.9,"1.5 to NA","0.94 (0.86 to 1)","0.75 (0.61 to 0.92)","0.51 (0.36 to 0.74)","0.41 (0.23 to 0.73)"
"nmdns_mean.cat=med",62,36,1.9,"1.7 to 2.7","0.90 (0.82 to 0.98)","0.81 (0.72 to 0.92)","0.45 (0.33 to 0.62)","0.14 (0.05 to 0.4)"
"nmdns_mean.wt.cat=high",33,15,1.8,"1.2 to NA","0.94 (0.86 to 1)","0.71 (0.57 to 0.89)","0.48 (0.31 to 0.74)","0.41 (0.24 to 0.69)"
"nmdns_mean.wt.cat=low",33,15,1.7,"1.6 to NA","0.94 (0.85 to 1)","0.78 (0.64 to 0.94)","0.50 (0.33 to 0.75)","0.26 (0.1 to 0.72)"
"nmdns_mean.wt.cat=med",62,32,1.9,"1.7 to 4.9","0.90 (0.83 to 0.98)","0.85 (0.76 to 0.94)","0.50 (0.37 to 0.66)","0.27 (0.15 to 0.49)"
"cyt.cat=high",32,15,2.8,"1.9 to NA","0.97 (0.91 to 1)","0.88 (0.77 to 1)","0.61 (0.45 to 0.83)","0.38 (0.22 to 0.67)"
"cyt.cat=low",33,16,1.7,"1.1 to NA","0.88 (0.77 to 1)","0.72 (0.58 to 0.89)","0.44 (0.28 to 0.7)","0.37 (0.2 to 0.66)"
"cyt.cat=med",63,31,1.8,"1.6 to 3.9","0.91 (0.84 to 0.99)","0.79 (0.69 to 0.9)","0.43 (0.31 to 0.61)","0.21 (0.09 to 0.49)"
"cyt.bool=0",33,16,1.7,"1.1 to NA","0.88 (0.77 to 1)","0.72 (0.58 to 0.89)","0.44 (0.28 to 0.7)","0.37 (0.2 to 0.66)"
"cyt.bool=1",32,15,2.8,"1.9 to NA","0.97 (0.91 to 1)","0.88 (0.77 to 1)","0.61 (0.45 to 0.83)","0.38 (0.22 to 0.67)"
"gender=female",32,15,2.7,"1.5 to NA","0.94 (0.85 to 1)","0.84 (0.72 to 0.98)","0.52 (0.36 to 0.76)","0.33 (0.15 to 0.7)"
"gender=male",96,47,1.9,"1.7 to 3.9","0.91 (0.86 to 0.97)","0.78 (0.7 to 0.87)","0.47 (0.37 to 0.61)","0.28 (0.17 to 0.46)"
"race=asian",8,0,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)"
"race=black or african american",6,5,1.3,"0.6 to NA","0.83 (0.58 to 1)","0.50 (0.22 to 1)","0.00 (NA to NA)","0.00 (NA to NA)"
"race=white",108,55,1.9,"1.7 to 3.9","0.92 (0.87 to 0.98)","0.80 (0.72 to 0.88)","0.49 (0.39 to 0.61)","0.29 (0.19 to 0.45)"
"tnm_stage=I/II",37,16,1.9,"1.8 to NA","0.97 (0.92 to 1)","0.80 (0.68 to 0.94)","0.49 (0.32 to 0.76)","0.31 (0.16 to 0.61)"
"tnm_stage=III",48,19,2.7,"1.7 to NA","0.96 (0.9 to 1)","0.82 (0.72 to 0.94)","0.60 (0.46 to 0.78)","0.37 (0.2 to 0.7)"
"tnm_stage=IV",42,27,1.6,"1.3 to 3.9","0.83 (0.72 to 0.95)","0.75 (0.62 to 0.9)","0.35 (0.22 to 0.55)","0.19 (0.08 to 0.46)"
"TMB.cat=high",63,28,2.7,"1.9 to NA","0.92 (0.85 to 0.99)","0.85 (0.77 to 0.95)","0.58 (0.46 to 0.73)","0.39 (0.26 to 0.61)"
"TMB.cat=low",65,34,1.7,"1.5 to 2.7","0.92 (0.85 to 0.99)","0.73 (0.63 to 0.85)","0.36 (0.24 to 0.56)","0.14 (0.04 to 0.43)"
"PDL1.cat0=negative",54,24,2,"1.7 to NA","0.94 (0.88 to 1)","0.83 (0.73 to 0.94)","0.51 (0.37 to 0.71)","0.23 (0.08 to 0.62)"
"PDL1.cat0=positive",74,38,1.9,"1.6 to 3.9","0.90 (0.83 to 0.97)","0.77 (0.67 to 0.87)","0.46 (0.35 to 0.61)","0.30 (0.19 to 0.49)"
"PDL1.cat=high",32,14,2.7,"1.7 to NA","0.90 (0.8 to 1)","0.76 (0.62 to 0.93)","0.57 (0.41 to 0.79)","0.43 (0.25 to 0.72)"
"PDL1.cat=low",33,12,2,"1.7 to NA","0.94 (0.86 to 1)","0.87 (0.76 to 1)","0.50 (0.31 to 0.8)","0.42 (0.23 to 0.75)"
"PDL1.cat=med",63,36,1.9,"1.6 to 3.9","0.92 (0.85 to 0.99)","0.77 (0.67 to 0.88)","0.43 (0.31 to 0.6)","0.18 (0.07 to 0.42)"
"age.cat=<65",47,14,3.9,"1.9 to NA","1.00 (1 to 1)","0.90 (0.82 to 1)","0.60 (0.44 to 0.82)","0.45 (0.26 to 0.78)"
"age.cat=>=65",81,48,1.6,"1.5 to 2.7","0.87 (0.8 to 0.95)","0.73 (0.64 to 0.84)","0.41 (0.31 to 0.56)","0.21 (0.12 to 0.39)"
"nmdptc_mut.bool=0",1,1,0.9,"NA to NA","1.00 (1 to 1)","0.00 (NA to NA)","0.00 (NA to NA)","0.00 (NA to NA)"
"nmdptc_mut.bool=1",127,61,1.9,"1.7 to 3.9","0.92 (0.87 to 0.97)","0.80 (0.73 to 0.87)","0.49 (0.39 to 0.6)","0.29 (0.19 to 0.44)"
"nmdfs_mut.bool=0",18,10,1.7,"1.2 to NA","1.00 (1 to 1)","0.72 (0.54 to 0.96)","0.47 (0.28 to 0.79)","0.24 (0.05 to 1)"
"nmdfs_mut.bool=1",110,52,1.9,"1.7 to 2.8","0.90 (0.85 to 0.96)","0.81 (0.73 to 0.89)","0.48 (0.38 to 0.61)","0.28 (0.18 to 0.45)"
"nmdns_mut.bool=0",7,4,1.8,"0.5 to NA","0.86 (0.63 to 1)","0.57 (0.3 to 1)","0.29 (0.06 to 1)","0.29 (0.06 to 1)"
"nmdns_mut.bool=1",121,58,1.9,"1.7 to 3.9","0.92 (0.87 to 0.97)","0.81 (0.74 to 0.88)","0.49 (0.4 to 0.61)","0.28 (0.18 to 0.44)"
