"strata","n","n_event","medsurv","medsurv_ci95","survprobObs_0.5yr","survprobObs_1yr","survprobObs_2yr","survprobObs_5yr"
"total.cat=low",54,25,3.9,"3.3 to NA","0.94 (0.88 to 1)","0.90 (0.83 to 0.99)","0.79 (0.69 to 0.92)","0.41 (0.27 to 0.62)"
"total.cat=med",111,46,4.1,"2.7 to 7.3","0.96 (0.93 to 1)","0.85 (0.78 to 0.92)","0.70 (0.61 to 0.8)","0.39 (0.28 to 0.54)"
"GZMA.cat=high",55,17,5,"4.1 to NA","0.94 (0.88 to 1)","0.85 (0.75 to 0.95)","0.79 (0.69 to 0.92)","0.52 (0.35 to 0.77)"
"GZMA.cat=low",57,35,3.2,"2.3 to 4.4","0.93 (0.86 to 1)","0.80 (0.7 to 0.91)","0.63 (0.51 to 0.78)","0.24 (0.13 to 0.44)"
"GZMA.cat=med",109,39,3.9,"3.2 to NA","0.98 (0.96 to 1)","0.91 (0.86 to 0.97)","0.78 (0.7 to 0.87)","0.47 (0.35 to 0.62)"
"PRF1.cat=high",54,19,5,"3.9 to NA","0.94 (0.88 to 1)","0.82 (0.72 to 0.93)","0.74 (0.63 to 0.88)","0.54 (0.38 to 0.76)"
"PRF1.cat=low",57,28,3.8,"2.6 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.74 (0.63 to 0.87)","0.37 (0.24 to 0.58)"
"PRF1.cat=med",110,44,3.4,"3.1 to NA","0.97 (0.94 to 1)","0.90 (0.84 to 0.96)","0.74 (0.66 to 0.84)","0.37 (0.26 to 0.53)"
"cyt.cat=high",52,17,5,"4.1 to NA","0.94 (0.88 to 1)","0.81 (0.71 to 0.93)","0.76 (0.64 to 0.9)","0.56 (0.39 to 0.8)"
"cyt.cat=low",57,34,3.1,"2.3 to 4.5","0.95 (0.89 to 1)","0.79 (0.69 to 0.91)","0.63 (0.51 to 0.78)","0.28 (0.16 to 0.48)"
"cyt.cat=med",112,40,3.7,"3.2 to NA","0.97 (0.94 to 1)","0.93 (0.88 to 0.98)","0.80 (0.72 to 0.88)","0.42 (0.31 to 0.58)"
"nmdptc_max.cat=high",58,25,3.7,"3 to NA","0.95 (0.89 to 1)","0.86 (0.77 to 0.95)","0.74 (0.62 to 0.87)","0.48 (0.35 to 0.67)"
"nmdptc_max.cat=low",56,24,5,"3.5 to NA","0.98 (0.95 to 1)","0.91 (0.83 to 0.99)","0.81 (0.71 to 0.92)","0.53 (0.39 to 0.72)"
"nmdptc_max.cat=med",107,42,3.4,"2.7 to 4.4","0.95 (0.91 to 0.99)","0.85 (0.78 to 0.92)","0.71 (0.62 to 0.82)","0.23 (0.12 to 0.44)"
"nmdptc_n_decayed.cat=high",60,26,3.3,"2.7 to NA","0.97 (0.92 to 1)","0.84 (0.75 to 0.94)","0.73 (0.62 to 0.87)","0.39 (0.25 to 0.61)"
"nmdptc_n_decayed.cat=low",70,31,4.2,"3.4 to NA","0.96 (0.91 to 1)","0.86 (0.79 to 0.95)","0.74 (0.64 to 0.86)","0.46 (0.33 to 0.64)"
"nmdptc_n_decayed.cat=med",91,34,4.1,"3 to NA","0.95 (0.91 to 1)","0.88 (0.82 to 0.95)","0.76 (0.67 to 0.86)","0.37 (0.24 to 0.56)"
"nmdptc_frac_decayed.cat=high",56,25,4.1,"2.5 to NA","0.96 (0.92 to 1)","0.84 (0.75 to 0.95)","0.68 (0.55 to 0.83)","0.34 (0.2 to 0.58)"
"nmdptc_frac_decayed.cat=low",63,24,6.6,"3.4 to NA","0.97 (0.93 to 1)","0.90 (0.83 to 0.98)","0.80 (0.7 to 0.92)","0.57 (0.44 to 0.74)"
"nmdptc_frac_decayed.cat=med",102,42,3.8,"3.1 to NA","0.95 (0.91 to 0.99)","0.86 (0.79 to 0.93)","0.74 (0.66 to 0.84)","0.31 (0.2 to 0.5)"
"nmdptc_med.cat=high",57,28,3.8,"2.5 to NA","0.95 (0.89 to 1)","0.81 (0.72 to 0.93)","0.71 (0.59 to 0.84)","0.34 (0.21 to 0.54)"
"nmdptc_med.cat=low",55,23,3.5,"3.3 to NA","0.96 (0.92 to 1)","0.88 (0.8 to 0.98)","0.77 (0.66 to 0.9)","0.45 (0.31 to 0.67)"
"nmdptc_med.cat=med",109,40,4.2,"3.1 to NA","0.96 (0.93 to 1)","0.88 (0.82 to 0.95)","0.75 (0.67 to 0.85)","0.44 (0.31 to 0.6)"
"nmdptc_med.wt.cat=high",56,28,3.8,"2.5 to 6.3","0.94 (0.89 to 1)","0.83 (0.73 to 0.94)","0.69 (0.57 to 0.83)","0.30 (0.17 to 0.51)"
"nmdptc_med.wt.cat=low",55,22,4.4,"3.2 to NA","0.96 (0.92 to 1)","0.88 (0.8 to 0.98)","0.77 (0.66 to 0.9)","0.48 (0.34 to 0.7)"
"nmdptc_med.wt.cat=med",110,41,4.2,"3.2 to NA","0.96 (0.93 to 1)","0.88 (0.82 to 0.94)","0.76 (0.68 to 0.85)","0.44 (0.32 to 0.6)"
"nmdptc_mean.cat=high",57,28,3.8,"2.5 to NA","0.93 (0.86 to 1)","0.81 (0.72 to 0.93)","0.69 (0.57 to 0.83)","0.34 (0.21 to 0.55)"
"nmdptc_mean.cat=low",57,23,5,"3.4 to NA","0.96 (0.92 to 1)","0.85 (0.76 to 0.95)","0.79 (0.69 to 0.91)","0.51 (0.37 to 0.72)"
"nmdptc_mean.cat=med",107,40,3.9,"2.7 to NA","0.97 (0.94 to 1)","0.90 (0.84 to 0.96)","0.75 (0.66 to 0.85)","0.39 (0.27 to 0.56)"
"nmdptc_mean.wt.cat=high",55,24,4.1,"2.7 to NA","0.92 (0.86 to 1)","0.88 (0.8 to 0.98)","0.74 (0.63 to 0.88)","0.35 (0.22 to 0.58)"
"nmdptc_mean.wt.cat=low",55,23,5,"3.2 to NA","0.96 (0.92 to 1)","0.84 (0.75 to 0.95)","0.73 (0.62 to 0.87)","0.52 (0.38 to 0.71)"
"nmdptc_mean.wt.cat=med",111,44,4.1,"3.1 to NA","0.97 (0.94 to 1)","0.87 (0.81 to 0.94)","0.75 (0.67 to 0.84)","0.37 (0.25 to 0.55)"
"nmdfs_max.cat=high",58,26,3.2,"2.6 to NA","0.95 (0.89 to 1)","0.86 (0.77 to 0.95)","0.73 (0.62 to 0.87)","0.40 (0.27 to 0.61)"
"nmdfs_max.cat=low",55,22,5,"3.4 to NA","0.96 (0.91 to 1)","0.90 (0.83 to 0.99)","0.81 (0.7 to 0.93)","0.52 (0.37 to 0.72)"
"nmdfs_max.cat=med",108,43,4.1,"3.1 to 6.6","0.96 (0.93 to 1)","0.85 (0.79 to 0.92)","0.72 (0.63 to 0.82)","0.34 (0.22 to 0.52)"
"nmdfs_n_decayed.cat=high",63,31,3.2,"2.5 to 4.4","0.97 (0.93 to 1)","0.85 (0.76 to 0.95)","0.68 (0.56 to 0.81)","0.22 (0.1 to 0.49)"
"nmdfs_n_decayed.cat=low",83,36,4.2,"3.3 to NA","0.94 (0.89 to 0.99)","0.85 (0.77 to 0.93)","0.72 (0.63 to 0.84)","0.44 (0.31 to 0.61)"
"nmdfs_n_decayed.cat=med",75,24,6.3,"3.3 to NA","0.97 (0.93 to 1)","0.90 (0.83 to 0.97)","0.83 (0.74 to 0.93)","0.53 (0.39 to 0.71)"
"nmdfs_frac_decayed.cat=high",60,29,3.7,"2.5 to 4.5","0.97 (0.92 to 1)","0.90 (0.82 to 0.98)","0.70 (0.59 to 0.85)","0.26 (0.14 to 0.48)"
"nmdfs_frac_decayed.cat=low",56,24,5,"2.8 to NA","0.95 (0.89 to 1)","0.83 (0.74 to 0.94)","0.74 (0.63 to 0.87)","0.54 (0.4 to 0.72)"
"nmdfs_frac_decayed.cat=med",105,38,4.2,"3.3 to NA","0.96 (0.92 to 1)","0.87 (0.8 to 0.94)","0.77 (0.69 to 0.86)","0.41 (0.29 to 0.59)"
"nmdfs_med.cat=high",57,29,3.2,"2.5 to 4.5","0.95 (0.89 to 1)","0.83 (0.74 to 0.94)","0.68 (0.56 to 0.83)","0.27 (0.15 to 0.49)"
"nmdfs_med.cat=low",56,22,5,"2.8 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.74 (0.63 to 0.87)","0.51 (0.37 to 0.71)"
"nmdfs_med.cat=med",108,40,4.2,"3.4 to NA","0.97 (0.94 to 1)","0.89 (0.83 to 0.95)","0.78 (0.7 to 0.87)","0.43 (0.31 to 0.6)"
"nmdfs_med.wt.cat=high",56,25,3.2,"2.6 to NA","0.95 (0.89 to 1)","0.89 (0.81 to 0.98)","0.73 (0.62 to 0.87)","0.30 (0.16 to 0.55)"
"nmdfs_med.wt.cat=low",55,26,3.5,"2.7 to NA","0.95 (0.89 to 1)","0.83 (0.73 to 0.94)","0.70 (0.58 to 0.84)","0.45 (0.31 to 0.65)"
"nmdfs_med.wt.cat=med",110,40,4.2,"3.4 to NA","0.97 (0.94 to 1)","0.87 (0.81 to 0.94)","0.78 (0.69 to 0.87)","0.43 (0.31 to 0.59)"
"nmdfs_mean.cat=high",57,27,3.7,"2.5 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.70 (0.58 to 0.84)","0.27 (0.14 to 0.52)"
"nmdfs_mean.cat=low",57,20,5,"3.3 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.78 (0.68 to 0.91)","0.54 (0.4 to 0.74)"
"nmdfs_mean.cat=med",107,44,4.2,"3.2 to NA","0.97 (0.94 to 1)","0.88 (0.82 to 0.95)","0.75 (0.66 to 0.84)","0.41 (0.29 to 0.56)"
"nmdfs_mean.wt.cat=high",56,25,3.7,"2.6 to NA","0.95 (0.89 to 1)","0.89 (0.81 to 0.98)","0.73 (0.62 to 0.87)","0.29 (0.16 to 0.54)"
"nmdfs_mean.wt.cat=low",55,26,3.4,"2.7 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.69 (0.57 to 0.84)","0.45 (0.31 to 0.64)"
"nmdfs_mean.wt.cat=med",110,40,4.4,"3.4 to NA","0.97 (0.94 to 1)","0.86 (0.8 to 0.93)","0.78 (0.7 to 0.87)","0.44 (0.32 to 0.6)"
"nmdns_max.cat=high",57,23,3.7,"2.7 to NA","0.93 (0.86 to 1)","0.86 (0.77 to 0.95)","0.73 (0.62 to 0.86)","0.48 (0.34 to 0.68)"
"nmdns_max.cat=low",56,24,4.1,"3.3 to NA","0.98 (0.95 to 1)","0.91 (0.84 to 0.99)","0.78 (0.67 to 0.91)","0.49 (0.35 to 0.69)"
"nmdns_max.cat=med",108,44,4.1,"2.7 to 4.5","0.96 (0.92 to 1)","0.85 (0.78 to 0.92)","0.73 (0.64 to 0.83)","0.32 (0.2 to 0.49)"
"nmdns_n_decayed.cat=high",63,26,3.7,"2.7 to NA","0.94 (0.88 to 1)","0.82 (0.72 to 0.92)","0.78 (0.68 to 0.89)","0.44 (0.3 to 0.64)"
"nmdns_n_decayed.cat=low",66,33,3.9,"3.2 to NA","0.97 (0.93 to 1)","0.87 (0.8 to 0.96)","0.73 (0.62 to 0.85)","0.37 (0.25 to 0.55)"
"nmdns_n_decayed.cat=med",92,32,4.4,"2.7 to NA","0.97 (0.93 to 1)","0.89 (0.83 to 0.96)","0.73 (0.64 to 0.84)","0.44 (0.3 to 0.66)"
"nmdns_frac_decayed.cat=high",61,26,4.2,"2.5 to NA","0.95 (0.9 to 1)","0.82 (0.73 to 0.93)","0.72 (0.6 to 0.85)","0.39 (0.25 to 0.61)"
"nmdns_frac_decayed.cat=low",62,24,4.2,"3.4 to NA","0.98 (0.95 to 1)","0.91 (0.84 to 0.99)","0.77 (0.66 to 0.89)","0.46 (0.32 to 0.66)"
"nmdns_frac_decayed.cat=med",98,41,3.8,"3 to NA","0.95 (0.9 to 0.99)","0.86 (0.8 to 0.93)","0.75 (0.66 to 0.85)","0.39 (0.27 to 0.56)"
"nmdns_med.cat=high",57,24,4.4,"2.7 to NA","0.95 (0.89 to 1)","0.85 (0.76 to 0.95)","0.73 (0.62 to 0.86)","0.47 (0.32 to 0.67)"
"nmdns_med.cat=low",55,22,4.1,"3.2 to NA","0.96 (0.91 to 1)","0.91 (0.83 to 0.99)","0.77 (0.66 to 0.9)","0.49 (0.35 to 0.69)"
"nmdns_med.cat=med",109,45,3.8,"2.7 to 4.5","0.96 (0.93 to 1)","0.85 (0.79 to 0.92)","0.74 (0.66 to 0.84)","0.33 (0.22 to 0.5)"
"nmdns_med.wt.cat=high",55,26,4.1,"3 to 7.3","0.94 (0.89 to 1)","0.89 (0.8 to 0.98)","0.77 (0.66 to 0.9)","0.36 (0.22 to 0.58)"
"nmdns_med.wt.cat=low",55,24,4.1,"3.1 to NA","0.96 (0.91 to 1)","0.89 (0.8 to 0.98)","0.73 (0.61 to 0.87)","0.46 (0.32 to 0.66)"
"nmdns_med.wt.cat=med",111,41,4.2,"2.7 to NA","0.96 (0.93 to 1)","0.85 (0.78 to 0.92)","0.74 (0.65 to 0.83)","0.42 (0.3 to 0.59)"
"nmdns_mean.cat=high",57,25,4.2,"2.5 to NA","0.93 (0.86 to 1)","0.81 (0.71 to 0.92)","0.71 (0.59 to 0.84)","0.42 (0.28 to 0.63)"
"nmdns_mean.cat=low",56,17,6.6,"3.4 to NA","0.98 (0.95 to 1)","0.94 (0.88 to 1)","0.86 (0.76 to 0.96)","0.53 (0.36 to 0.76)"
"nmdns_mean.cat=med",108,49,3.8,"2.7 to 4.5","0.96 (0.93 to 1)","0.85 (0.79 to 0.93)","0.71 (0.62 to 0.81)","0.34 (0.24 to 0.5)"
"nmdns_mean.wt.cat=high",55,24,4.2,"3.3 to NA","0.94 (0.89 to 1)","0.89 (0.8 to 0.98)","0.77 (0.66 to 0.9)","0.35 (0.21 to 0.57)"
"nmdns_mean.wt.cat=low",56,22,6.6,"3.4 to NA","0.96 (0.92 to 1)","0.91 (0.83 to 0.99)","0.76 (0.64 to 0.89)","0.51 (0.37 to 0.71)"
"nmdns_mean.wt.cat=med",110,45,3.3,"2.7 to NA","0.96 (0.93 to 1)","0.83 (0.77 to 0.91)","0.73 (0.64 to 0.82)","0.40 (0.28 to 0.57)"
"cyt.cat=high",52,17,5,"4.1 to NA","0.94 (0.88 to 1)","0.81 (0.71 to 0.93)","0.76 (0.64 to 0.9)","0.56 (0.39 to 0.8)"
"cyt.cat=low",57,34,3.1,"2.3 to 4.5","0.95 (0.89 to 1)","0.79 (0.69 to 0.91)","0.63 (0.51 to 0.78)","0.28 (0.16 to 0.48)"
"cyt.cat=med",112,40,3.7,"3.2 to NA","0.97 (0.94 to 1)","0.93 (0.88 to 0.98)","0.80 (0.72 to 0.88)","0.42 (0.31 to 0.58)"
"cyt.bool=0",57,34,3.1,"2.3 to 4.5","0.95 (0.89 to 1)","0.79 (0.69 to 0.91)","0.63 (0.51 to 0.78)","0.28 (0.16 to 0.48)"
"cyt.bool=1",52,17,5,"4.1 to NA","0.94 (0.88 to 1)","0.81 (0.71 to 0.93)","0.76 (0.64 to 0.9)","0.56 (0.39 to 0.8)"
"gender=female",125,49,4.1,"3.1 to NA","0.98 (0.95 to 1)","0.91 (0.86 to 0.96)","0.79 (0.72 to 0.87)","0.38 (0.27 to 0.53)"
"gender=male",96,42,4.2,"3.2 to 8.7","0.94 (0.89 to 0.99)","0.81 (0.73 to 0.9)","0.69 (0.59 to 0.8)","0.43 (0.32 to 0.59)"
"race=asian",2,0,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)"
"race=black or african american",9,3,2.5,"2.5 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.83 (0.58 to 1)","0.00 (NA to NA)"
"race=white",173,79,3.8,"3.1 to 5","0.96 (0.93 to 0.99)","0.87 (0.82 to 0.92)","0.72 (0.65 to 0.8)","0.39 (0.3 to 0.5)"
"tnm_stage=I",120,33,8.7,"4.4 to NA","0.97 (0.95 to 1)","0.95 (0.91 to 0.99)","0.89 (0.83 to 0.96)","0.55 (0.43 to 0.7)"
"tnm_stage=II",45,25,2.7,"2.5 to 5","0.95 (0.89 to 1)","0.81 (0.7 to 0.94)","0.63 (0.5 to 0.8)","0.23 (0.11 to 0.5)"
"tnm_stage=III",45,27,1.7,"1.3 to 3.8","0.91 (0.83 to 1)","0.70 (0.57 to 0.85)","0.46 (0.33 to 0.66)","0.26 (0.14 to 0.49)"
"tnm_stage=IV",8,6,2.7,"1.9 to NA","1.00 (1 to 1)","0.88 (0.67 to 1)","0.73 (0.47 to 1)","0.22 (0.04 to 1)"
"TMB.cat=high",112,47,4.4,"3 to NA","0.95 (0.92 to 0.99)","0.86 (0.8 to 0.93)","0.73 (0.65 to 0.83)","0.44 (0.33 to 0.59)"
"TMB.cat=low",109,44,4.1,"3.3 to 8.7","0.96 (0.93 to 1)","0.87 (0.81 to 0.94)","0.76 (0.68 to 0.86)","0.38 (0.27 to 0.54)"
"PDL1.cat=high",56,21,3.8,"2.7 to NA","0.94 (0.89 to 1)","0.87 (0.78 to 0.96)","0.72 (0.6 to 0.87)","0.46 (0.31 to 0.68)"
"PDL1.cat=low",57,33,3.3,"2.5 to 4.5","1.00 (1 to 1)","0.87 (0.78 to 0.96)","0.68 (0.56 to 0.82)","0.30 (0.18 to 0.49)"
"PDL1.cat=med",108,37,4.2,"3.9 to NA","0.94 (0.9 to 0.99)","0.87 (0.8 to 0.93)","0.79 (0.71 to 0.88)","0.47 (0.34 to 0.63)"
"age.cat=<65",99,39,4.2,"3.1 to NA","0.95 (0.9 to 0.99)","0.86 (0.79 to 0.93)","0.74 (0.65 to 0.84)","0.48 (0.37 to 0.62)"
"age.cat=>=65",122,52,3.9,"3.3 to 4.5","0.97 (0.94 to 1)","0.87 (0.81 to 0.93)","0.75 (0.67 to 0.84)","0.33 (0.22 to 0.49)"
"nmdptc_mut.bool=0",8,3,2.5,"2.5 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.83 (0.58 to 1)","0.42 (0.15 to 1)"
"nmdptc_mut.bool=1",213,88,4.1,"3.3 to 6.3","0.96 (0.93 to 0.98)","0.86 (0.81 to 0.91)","0.74 (0.68 to 0.81)","0.41 (0.32 to 0.51)"
"nmdfs_mut.bool=0",25,13,3.2,"2.5 to NA","0.96 (0.89 to 1)","0.88 (0.76 to 1)","0.70 (0.54 to 0.92)","0.22 (0.07 to 0.66)"
"nmdfs_mut.bool=1",196,78,4.2,"3.4 to 6.6","0.96 (0.93 to 0.99)","0.86 (0.82 to 0.92)","0.75 (0.69 to 0.82)","0.43 (0.34 to 0.54)"
"nmdns_mut.bool=0",20,6,5,"2.5 to NA","0.95 (0.86 to 1)","0.95 (0.86 to 1)","0.89 (0.76 to 1)","0.65 (0.44 to 0.96)"
"nmdns_mut.bool=1",201,85,3.9,"3.3 to 4.5","0.96 (0.93 to 0.99)","0.86 (0.81 to 0.91)","0.73 (0.67 to 0.8)","0.39 (0.3 to 0.5)"
