"var","hr","pval","hr_ci95"
"tnm_stageII",1.1,"7.21e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.68e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.03e-01","0.4 to 7.1"
"TMB.cathigh",0.9,"6.25e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.10e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.27e-01","0.5 to 1.7"
"nonsense",1,"1.11e-01","1 to 1"
"age.cat>=65",1.3,"3.60e-01","0.8 to 2.1"
"gendermale",1.8,"3.22e-02","1.1 to 3.1"
"tnm_stageII",1.1,"7.35e-01","0.6 to 2"
"tnm_stageIII",1.4,"2.25e-01","0.8 to 2.6"
"tnm_stageIV",1.4,"6.18e-01","0.3 to 6.2"
"TMB.cathigh",1.2,"4.64e-01","0.7 to 2.1"
"PDL1.catmed",0.8,"4.45e-01","0.5 to 1.4"
"PDL1.cathigh",1,"9.16e-01","0.5 to 1.8"
"frameshift",1,"4.57e-01","0.9 to 1"
"age.cat>=65",1.3,"3.84e-01","0.8 to 2.1"
"gendermale",1.7,"4.63e-02","1 to 3"
"tnm_stageII",1.1,"6.45e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.91e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.47e-01","0.4 to 6.7"
"TMB.cathigh",1,"9.94e-01","0.6 to 1.6"
"PDL1.catmed",0.8,"3.61e-01","0.4 to 1.4"
"PDL1.cathigh",0.9,"8.55e-01","0.5 to 1.7"
"total",1,"1.61e-01","1 to 1"
"age.cat>=65",1.2,"4.02e-01","0.7 to 2.1"
"gendermale",1.8,"3.76e-02","1 to 3"
"tnm_stageII",1.1,"7.52e-01","0.6 to 2"
"tnm_stageIII",1.5,"2.01e-01","0.8 to 2.6"
"tnm_stageIV",1.4,"6.75e-01","0.3 to 5.9"
"TMB.cathigh",1.3,"4.14e-01","0.7 to 2.3"
"PDL1.catmed",0.8,"4.86e-01","0.5 to 1.4"
"PDL1.cathigh",0.9,"8.67e-01","0.5 to 1.8"
"GZMA",1,"1.87e-01","1 to 1"
"age.cat>=65",1.3,"2.99e-01","0.8 to 2.2"
"gendermale",1.7,"4.57e-02","1 to 3"
"tnm_stageII",1.1,"6.89e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.66e-01","0.8 to 2.7"
"tnm_stageIV",1.4,"6.23e-01","0.3 to 6.2"
"TMB.cathigh",0.9,"8.12e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.97e-01","0.4 to 1.4"
"PDL1.cathigh",1.1,"8.59e-01","0.6 to 2"
"PRF1",1,"3.80e-01","1 to 1"
"age.cat>=65",1.3,"3.46e-01","0.8 to 2.1"
"gendermale",1.7,"4.47e-02","1 to 3"
"tnm_stageII",1.2,"6.22e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.54e-01","0.9 to 2.8"
"tnm_stageIV",1.5,"6.10e-01","0.3 to 6.3"
"TMB.cathigh",0.9,"8.02e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"4.09e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.69e-01","0.5 to 1.9"
"cyt",1,"2.66e-01","1 to 1"
"age.cat>=65",1.3,"3.24e-01","0.8 to 2.2"
"gendermale",1.7,"4.42e-02","1 to 3"
"tnm_stageII",1.1,"6.51e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.55e-01","0.9 to 2.7"
"tnm_stageIV",1.4,"6.19e-01","0.3 to 6.2"
"TMB.cathigh",0.9,"8.12e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"4.10e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.00e-01","0.6 to 2"
"nmdptc_max",1,"5.45e-01","0.9 to 1.1"
"age.cat>=65",1.2,"4.25e-01","0.7 to 2.1"
"gendermale",1.7,"4.86e-02","1 to 3"
"tnm_stageII",1.2,"6.36e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.83e-01","0.8 to 2.7"
"tnm_stageIV",1.7,"4.78e-01","0.4 to 7.5"
"TMB.cathigh",1,"8.39e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"3.23e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.99e-01","0.5 to 1.7"
"nmdptc_n_decayed",1,"4.97e-01","1 to 1"
"age.cat>=65",1.2,"4.57e-01","0.7 to 2.1"
"gendermale",1.7,"4.41e-02","1 to 3"
"tnm_stageII",1.1,"7.18e-01","0.6 to 2"
"tnm_stageIII",1.4,"2.39e-01","0.8 to 2.6"
"tnm_stageIV",1.6,"5.46e-01","0.4 to 6.7"
"TMB.cathigh",1,"8.40e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.95e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.44e-01","0.5 to 1.7"
"nmdptc_frac_decayed",0.5,"1.86e-01","0.2 to 1.3"
"age.cat>=65",1.3,"3.74e-01","0.8 to 2.1"
"gendermale",1.7,"5.21e-02","1 to 2.9"
"tnm_stageII",1.1,"7.12e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.92e-01","0.8 to 2.6"
"tnm_stageIV",1.8,"4.30e-01","0.4 to 7.9"
"TMB.cathigh",0.9,"7.32e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"2.81e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.55e-01","0.5 to 1.7"
"nmdptc_med",0.9,"6.68e-01","0.7 to 1.3"
"age.cat>=65",1.3,"3.71e-01","0.8 to 2.1"
"gendermale",1.7,"4.83e-02","1 to 2.9"
"tnm_stageII",1.1,"6.60e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.91e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.25e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"7.37e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.21e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.94e-01","0.5 to 1.7"
"nmdptc_med.wt",1.2,"4.19e-01","0.8 to 1.8"
"age.cat>=65",1.3,"2.80e-01","0.8 to 2.3"
"gendermale",1.7,"6.29e-02","1 to 2.9"
"tnm_stageII",1.2,"6.08e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.57e-01","0.8 to 2.8"
"tnm_stageIV",1.6,"5.49e-01","0.4 to 6.7"
"TMB.cathigh",1,"8.68e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.77e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.43e-01","0.5 to 1.8"
"nmdptc_mean",0.9,"4.69e-01","0.7 to 1.2"
"age.cat>=65",1.2,"4.00e-01","0.7 to 2.1"
"gendermale",1.7,"4.89e-02","1 to 2.9"
"tnm_stageII",1.1,"6.42e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.83e-01","0.8 to 2.7"
"tnm_stageIV",1.7,"4.68e-01","0.4 to 7.6"
"TMB.cathigh",0.9,"7.37e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.20e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.70e-01","0.5 to 1.7"
"nmdptc_mean.wt",1.2,"4.83e-01","0.8 to 1.7"
"age.cat>=65",1.3,"2.90e-01","0.8 to 2.2"
"gendermale",1.7,"6.00e-02","1 to 2.9"
"tnm_stageII",1.2,"6.14e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.62e-01","0.8 to 2.7"
"tnm_stageIV",1.5,"5.59e-01","0.4 to 6.6"
"TMB.cathigh",1,"8.50e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.67e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.24e-01","0.5 to 1.8"
"nmdfs_max",1,"2.03e-01","1 to 1.1"
"age.cat>=65",1.3,"3.28e-01","0.8 to 2.1"
"gendermale",1.8,"3.92e-02","1 to 3"
"tnm_stageII",1.2,"5.43e-01","0.7 to 2.2"
"tnm_stageIII",1.5,"1.58e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.19e-01","0.4 to 6.9"
"TMB.cathigh",1,"8.85e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.72e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.20e-01","0.5 to 1.7"
"nmdfs_n_decayed",1,"3.18e-01","1 to 1.1"
"age.cat>=65",1.3,"3.12e-01","0.8 to 2.2"
"gendermale",1.8,"4.10e-02","1 to 3"
"tnm_stageII",1.2,"5.29e-01","0.7 to 2.2"
"tnm_stageIII",1.5,"1.59e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.21e-01","0.4 to 6.9"
"TMB.cathigh",1,"8.53e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.77e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.33e-01","0.5 to 1.7"
"nmdfs_frac_decayed",1.2,"6.01e-01","0.6 to 2.1"
"age.cat>=65",1.3,"3.20e-01","0.8 to 2.2"
"gendermale",1.7,"4.76e-02","1 to 3"
"tnm_stageII",1.2,"5.96e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.86e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.22e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"7.69e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"3.18e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.39e-01","0.5 to 1.7"
"nmdfs_med",1.1,"2.22e-01","1 to 1.2"
"age.cat>=65",1.3,"3.36e-01","0.8 to 2.1"
"gendermale",1.8,"4.08e-02","1 to 3"
"tnm_stageII",1.2,"5.72e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.62e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.22e-01","0.4 to 6.9"
"TMB.cathigh",1,"8.98e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.79e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.25e-01","0.5 to 1.7"
"nmdfs_med.wt",1.1,"1.73e-01","1 to 1.2"
"age.cat>=65",1.3,"3.34e-01","0.8 to 2.1"
"gendermale",1.8,"4.06e-02","1 to 3"
"tnm_stageII",1.2,"5.83e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.66e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.29e-01","0.4 to 6.8"
"TMB.cathigh",1,"9.58e-01","0.6 to 1.6"
"PDL1.catmed",0.7,"2.78e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.24e-01","0.5 to 1.7"
"nmdfs_mean",1.1,"2.09e-01","1 to 1.2"
"age.cat>=65",1.3,"3.32e-01","0.8 to 2.1"
"gendermale",1.8,"4.10e-02","1 to 3"
"tnm_stageII",1.2,"5.69e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.64e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.25e-01","0.4 to 6.9"
"TMB.cathigh",1,"9.02e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.77e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.19e-01","0.5 to 1.7"
"nmdfs_mean.wt",1.1,"1.74e-01","1 to 1.2"
"age.cat>=65",1.3,"3.34e-01","0.8 to 2.1"
"gendermale",1.8,"4.07e-02","1 to 3"
"tnm_stageII",1.2,"5.82e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.67e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.29e-01","0.4 to 6.8"
"TMB.cathigh",1,"9.55e-01","0.6 to 1.6"
"PDL1.catmed",0.7,"2.78e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.21e-01","0.5 to 1.7"
"nmdns_max",1,"5.78e-01","0.9 to 1.1"
"age.cat>=65",1.2,"4.33e-01","0.7 to 2.1"
"gendermale",1.7,"5.02e-02","1 to 2.9"
"tnm_stageII",1.1,"6.60e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.84e-01","0.8 to 2.7"
"tnm_stageIV",1.7,"4.83e-01","0.4 to 7.5"
"TMB.cathigh",0.9,"8.05e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.33e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.07e-01","0.5 to 1.7"
"nmdns_n_decayed",1,"5.86e-01","1 to 1"
"age.cat>=65",1.2,"4.27e-01","0.7 to 2.1"
"gendermale",1.7,"4.58e-02","1 to 3"
"tnm_stageII",1.1,"7.01e-01","0.6 to 2"
"tnm_stageIII",1.4,"2.29e-01","0.8 to 2.6"
"tnm_stageIV",1.6,"5.46e-01","0.4 to 6.7"
"TMB.cathigh",0.9,"8.10e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"3.12e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.69e-01","0.5 to 1.7"
"nmdns_frac_decayed",0.6,"2.67e-01","0.3 to 1.4"
"age.cat>=65",1.3,"3.67e-01","0.8 to 2.1"
"gendermale",1.7,"5.21e-02","1 to 2.9"
"tnm_stageII",1.1,"7.20e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.98e-01","0.8 to 2.6"
"tnm_stageIV",1.8,"4.48e-01","0.4 to 7.7"
"TMB.cathigh",0.9,"7.23e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.07e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.90e-01","0.5 to 1.7"
"nmdns_med",0.9,"6.01e-01","0.7 to 1.2"
"age.cat>=65",1.3,"3.93e-01","0.7 to 2.1"
"gendermale",1.7,"4.74e-02","1 to 3"
"tnm_stageII",1.1,"6.68e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.92e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.21e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"7.30e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.21e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.67e-01","0.5 to 1.7"
"nmdns_med.wt",1.2,"4.63e-01","0.8 to 1.7"
"age.cat>=65",1.3,"2.84e-01","0.8 to 2.2"
"gendermale",1.7,"5.83e-02","1 to 2.9"
"tnm_stageII",1.2,"6.02e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.56e-01","0.8 to 2.8"
"tnm_stageIV",1.6,"5.42e-01","0.4 to 6.7"
"TMB.cathigh",1,"8.59e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.63e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.44e-01","0.5 to 1.8"
"nmdns_mean",0.9,"3.73e-01","0.7 to 1.1"
"age.cat>=65",1.2,"4.29e-01","0.7 to 2.1"
"gendermale",1.7,"4.93e-02","1 to 2.9"
"tnm_stageII",1.1,"6.52e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.87e-01","0.8 to 2.7"
"tnm_stageIV",1.8,"4.53e-01","0.4 to 7.7"
"TMB.cathigh",0.9,"7.25e-01","0.6 to 1.4"
"PDL1.catmed",0.7,"3.09e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.35e-01","0.5 to 1.7"
"nmdns_mean.wt",1.1,"5.66e-01","0.8 to 1.6"
"age.cat>=65",1.3,"3.00e-01","0.8 to 2.2"
"gendermale",1.7,"5.61e-02","1 to 2.9"
"tnm_stageII",1.2,"6.13e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.63e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.53e-01","0.4 to 6.7"
"TMB.cathigh",1,"8.36e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.56e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.19e-01","0.5 to 1.8"
"TNFRSF4_cna",1.2,"2.60e-01","0.9 to 1.6"
"age.cat>=65",1.3,"3.84e-01","0.8 to 2.1"
"gendermale",1.7,"5.10e-02","1 to 2.9"
"tnm_stageII",1.1,"6.67e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.66e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.04e-01","0.4 to 7.1"
"TMB.cathigh",0.9,"6.15e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"5.19e-01","0.5 to 1.5"
"PDL1.cathigh",1,"9.11e-01","0.5 to 2"
"CNKSR1_cna",1.1,"4.64e-01","0.8 to 1.6"
"age.cat>=65",1.2,"4.02e-01","0.7 to 2.1"
"gendermale",1.7,"4.32e-02","1 to 3"
"tnm_stageII",1.1,"6.72e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.93e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.26e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"6.67e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"4.18e-01","0.4 to 1.4"
"PDL1.cathigh",1,"9.43e-01","0.5 to 1.8"
"FUBP1_cna",0.9,"4.95e-01","0.6 to 1.2"
"age.cat>=65",1.3,"3.07e-01","0.8 to 2.2"
"gendermale",1.7,"7.08e-02","1 to 2.9"
"tnm_stageII",1.1,"6.49e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.89e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.15e-01","0.4 to 7"
"TMB.cathigh",1,"8.76e-01","0.6 to 1.5"
"PDL1.catmed",0.7,"2.71e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"7.60e-01","0.5 to 1.7"
"FUBP1_mut",1.2,"5.44e-01","0.6 to 2.6"
"age.cat>=65",1.3,"3.82e-01","0.8 to 2.1"
"gendermale",1.7,"5.65e-02","1 to 2.9"
"tnm_stageII",1.1,"6.70e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.81e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.26e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"7.12e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"3.41e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.83e-01","0.5 to 1.8"
"IL10_cna",1,"9.74e-01","0.7 to 1.4"
"age.cat>=65",1.3,"3.50e-01","0.8 to 2.1"
"gendermale",1.7,"4.98e-02","1 to 2.9"
"tnm_stageII",1.1,"6.39e-01","0.6 to 2.1"
"tnm_stageIII",1.5,"1.81e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.44e-01","0.4 to 6.8"
"TMB.cathigh",0.9,"7.41e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.33e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.40e-01","0.5 to 1.7"
"IRF6_cna",1.1,"7.69e-01","0.7 to 1.5"
"age.cat>=65",1.3,"3.54e-01","0.8 to 2.1"
"gendermale",1.7,"4.94e-02","1 to 2.9"
"tnm_stageII",1.1,"6.52e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.84e-01","0.8 to 2.7"
"tnm_stageIV",1.5,"5.71e-01","0.4 to 6.6"
"TMB.cathigh",0.9,"7.15e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"3.42e-01","0.4 to 1.3"
"PDL1.cathigh",0.9,"8.63e-01","0.5 to 1.8"
"IRF6_mut",0.7,"6.18e-01","0.2 to 2.4"
"age.cat>=65",1.3,"3.71e-01","0.8 to 2.1"
"gendermale",1.7,"5.87e-02","1 to 2.9"
"tnm_stageII",1.2,"6.06e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.87e-01","0.8 to 2.7"
"tnm_stageIV",1.6,"5.44e-01","0.4 to 6.7"
"TMB.cathigh",0.9,"7.28e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"3.56e-01","0.4 to 1.4"
"PDL1.cathigh",1,"8.74e-01","0.5 to 1.8"
"DNMT3A_cna",0.7,"6.23e-02","0.5 to 1"
"age.cat>=65",1.2,"5.24e-01","0.7 to 2"
"gendermale",1.6,"6.88e-02","1 to 2.8"
"tnm_stageII",1.1,"6.38e-01","0.6 to 2.1"
"tnm_stageIII",1.4,"2.49e-01","0.8 to 2.5"
"tnm_stageIV",1.3,"7.34e-01","0.3 to 5.7"
"TMB.cathigh",1,"9.57e-01","0.6 to 1.6"
"PDL1.catmed",0.8,"5.14e-01","0.5 to 1.5"
"PDL1.cathigh",1,"9.17e-01","0.6 to 1.9"
"DNMT3A_mut",0,"9.96e-01","0 to Inf"
"age.cat>=65",1.3,"3.42e-01","0.8 to 2.1"
"gendermale",1.7,"4.81e-02","1 to 2.9"
"tnm_stageII",1.1,"6.58e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.92e-01","0.8 to 2.7"
"tnm_stageIV",1.5,"5.59e-01","0.4 to 6.6"
"TMB.cathigh",0.9,"7.05e-01","0.6 to 1.4"
"PDL1.catmed",0.8,"3.54e-01","0.4 to 1.4"
"PDL1.cathigh",0.9,"8.41e-01","0.5 to 1.7"
"SOS1_cna",0.7,"8.58e-02","0.5 to 1"
"age.cat>=65",1.2,"4.85e-01","0.7 to 2"
"gendermale",1.6,"7.07e-02","1 to 2.8"
"tnm_stageII",1.2,"6.13e-01","0.6 to 2.1"
"tnm_stageIII",1.4,"2.31e-01","0.8 to 2.6"
"tnm_stageIV",1.4,"6.82e-01","0.3 to 5.9"
"TMB.cathigh",1,"9.51e-01","0.6 to 1.6"
"PDL1.catmed",0.8,"5.45e-01","0.5 to 1.5"
"PDL1.cathigh",1.1,"8.64e-01","0.6 to 2"
"SOS1_mut",0.8,"5.97e-01","0.3 to 2.1"
"age.cat>=65",1.3,"3.26e-01","0.8 to 2.2"
"gendermale",1.7,"5.15e-02","1 to 2.9"
"tnm_stageII",1.1,"6.80e-01","0.6 to 2"
"tnm_stageIII",1.5,"1.90e-01","0.8 to 2.7"
"tnm_stageIV",1.5,"5.59e-01","0.4 to 6.6"
"TMB.cathigh",0.9,"8.17e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.38e-01","0.4 to 1.3"
"PDL1.cathigh",1,"8.98e-01","0.5 to 1.8"
"CASP8_cna",0.9,"4.12e-01","0.7 to 1.2"
"age.cat>=65",1.3,"3.20e-01","0.8 to 2.2"
"gendermale",1.7,"4.94e-02","1 to 2.9"
"tnm_stageII",1.2,"5.95e-01","0.7 to 2.1"
"tnm_stageIII",1.5,"1.49e-01","0.9 to 2.8"
"tnm_stageIV",1.6,"5.18e-01","0.4 to 6.9"
"TMB.cathigh",0.9,"7.98e-01","0.6 to 1.5"
"PDL1.catmed",0.8,"3.80e-01","0.4 to 1.4"
"PDL1.cathigh",1,"8.84e-01","0.5 to 1.8"
"CASP8_mut",1.3,"5.43e-01","0.6 to 2.7"
"age.cat>=65",1.3,"3.85e-01","0.8 to 2.1"
