"strata","n","n_event","medsurv","medsurv_ci95","survprobObs_0.5yr","survprobObs_1yr","survprobObs_2yr","survprobObs_5yr"
"nmdfs_n_decayed.cat=low",85,12,9.4,"9.4 to NA","1.00 (1 to 1)","0.97 (0.94 to 1)","0.94 (0.89 to 1)","0.80 (0.7 to 0.93)"
"nmdfs_n_decayed.cat=med",90,8,9.2,"9.2 to NA","0.98 (0.94 to 1)","0.96 (0.92 to 1)","0.95 (0.9 to 1)","0.91 (0.84 to 0.98)"
"nmdfs_frac_decayed.cat=high",81,17,9.2,"9.2 to NA","0.99 (0.96 to 1)","0.95 (0.9 to 1)","0.90 (0.84 to 0.97)","0.78 (0.68 to 0.9)"
"nmdfs_frac_decayed.cat=low",61,3,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)","0.89 (0.77 to 1)"
"nmdfs_frac_decayed.cat=med",99,12,NA,"NA to NA","0.99 (0.97 to 1)","0.98 (0.95 to 1)","0.90 (0.83 to 0.97)","0.84 (0.76 to 0.94)"
"nmdfs_med.cat=high",61,12,NA,"6.4 to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.89 (0.81 to 0.98)","0.78 (0.66 to 0.92)"
"nmdfs_med.cat=low",61,4,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.98 (0.93 to 1)","0.86 (0.74 to 1)"
"nmdfs_med.cat=med",119,16,9.4,"9.2 to NA","0.98 (0.96 to 1)","0.96 (0.93 to 1)","0.92 (0.87 to 0.98)","0.85 (0.78 to 0.93)"
"nmdfs_med.wt.cat=high",61,14,9.2,"6.4 to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.89 (0.81 to 0.98)","0.76 (0.64 to 0.9)"
"nmdfs_med.wt.cat=low",61,4,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.98 (0.93 to 1)","0.85 (0.72 to 1)"
"nmdfs_med.wt.cat=med",119,14,NA,"9.4 to NA","0.98 (0.96 to 1)","0.96 (0.93 to 1)","0.92 (0.87 to 0.98)","0.87 (0.8 to 0.94)"
"nmdfs_mean.cat=high",61,13,NA,"6.4 to NA","0.98 (0.95 to 1)","0.95 (0.9 to 1)","0.88 (0.79 to 0.97)","0.77 (0.66 to 0.91)"
"nmdfs_mean.cat=low",61,4,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.98 (0.94 to 1)","0.86 (0.74 to 1)"
"nmdfs_mean.cat=med",119,15,9.4,"9.2 to NA","0.99 (0.97 to 1)","0.97 (0.94 to 1)","0.93 (0.88 to 0.98)","0.86 (0.79 to 0.94)"
"nmdfs_mean.wt.cat=high",61,14,9.2,"6.4 to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.89 (0.81 to 0.98)","0.75 (0.63 to 0.9)"
"nmdfs_mean.wt.cat=low",61,4,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.98 (0.94 to 1)","0.87 (0.75 to 1)"
"nmdfs_mean.wt.cat=med",119,14,NA,"9.4 to NA","0.98 (0.96 to 1)","0.96 (0.93 to 1)","0.92 (0.87 to 0.98)","0.86 (0.79 to 0.94)"
"nmdns_max.cat=high",61,9,9.4,"NA to NA","0.98 (0.95 to 1)","0.98 (0.95 to 1)","0.92 (0.86 to 1)","0.84 (0.73 to 0.96)"
"nmdns_max.cat=low",61,7,9.2,"9.2 to NA","1.00 (1 to 1)","0.98 (0.95 to 1)","0.94 (0.88 to 1)","0.87 (0.76 to 0.99)"
"nmdns_max.cat=med",119,16,NA,"NA to NA","0.99 (0.97 to 1)","0.96 (0.93 to 1)","0.92 (0.86 to 0.97)","0.81 (0.73 to 0.91)"
"nmdns_n_decayed.cat=high",62,7,9.4,"9.4 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.96 (0.9 to 1)","0.87 (0.77 to 0.99)"
"nmdns_n_decayed.cat=low",74,10,9.2,"9.2 to NA","1.00 (1 to 1)","0.97 (0.93 to 1)","0.94 (0.88 to 1)","0.82 (0.71 to 0.95)"
"nmdns_n_decayed.cat=med",105,15,NA,"NA to NA","0.98 (0.95 to 1)","0.96 (0.92 to 1)","0.89 (0.83 to 0.96)","0.82 (0.73 to 0.91)"
"nmdns_frac_decayed.cat=high",66,14,9.4,"6.4 to NA","0.98 (0.96 to 1)","0.97 (0.93 to 1)","0.93 (0.87 to 1)","0.74 (0.62 to 0.9)"
"nmdns_frac_decayed.cat=low",61,9,NA,"9.2 to NA","1.00 (1 to 1)","0.96 (0.92 to 1)","0.90 (0.83 to 0.99)","0.84 (0.74 to 0.96)"
"nmdns_frac_decayed.cat=med",114,9,NA,"NA to NA","0.99 (0.97 to 1)","0.98 (0.96 to 1)","0.93 (0.88 to 0.99)","0.89 (0.82 to 0.96)"
"nmdns_med.cat=high",61,13,9.4,"6.4 to NA","0.97 (0.92 to 1)","0.95 (0.9 to 1)","0.91 (0.84 to 0.99)","0.76 (0.64 to 0.92)"
"nmdns_med.cat=low",61,8,NA,"9.2 to NA","1.00 (1 to 1)","0.96 (0.92 to 1)","0.92 (0.85 to 1)","0.85 (0.74 to 0.98)"
"nmdns_med.cat=med",119,11,NA,"NA to NA","1.00 (1 to 1)","0.99 (0.97 to 1)","0.93 (0.89 to 0.99)","0.86 (0.79 to 0.94)"
"nmdns_med.wt.cat=high",61,14,9.4,"6.4 to NA","0.98 (0.95 to 1)","0.97 (0.92 to 1)","0.93 (0.86 to 1)","0.72 (0.58 to 0.89)"
"nmdns_med.wt.cat=low",61,8,9.2,"9.2 to NA","1.00 (1 to 1)","0.96 (0.92 to 1)","0.92 (0.85 to 1)","0.86 (0.75 to 0.98)"
"nmdns_med.wt.cat=med",119,10,NA,"NA to NA","0.99 (0.97 to 1)","0.98 (0.96 to 1)","0.92 (0.87 to 0.98)","0.88 (0.81 to 0.96)"
"nmdns_mean.cat=high",61,13,9.4,"6.4 to NA","0.97 (0.92 to 1)","0.97 (0.92 to 1)","0.91 (0.84 to 0.99)","0.76 (0.63 to 0.91)"
"nmdns_mean.cat=low",61,7,NA,"9.2 to NA","1.00 (1 to 1)","0.96 (0.92 to 1)","0.94 (0.88 to 1)","0.87 (0.77 to 0.99)"
"nmdns_mean.cat=med",119,12,NA,"NA to NA","1.00 (1 to 1)","0.98 (0.95 to 1)","0.92 (0.87 to 0.98)","0.85 (0.78 to 0.94)"
"nmdns_mean.wt.cat=high",61,14,9.4,"6.4 to NA","0.97 (0.92 to 1)","0.95 (0.9 to 1)","0.91 (0.84 to 0.99)","0.73 (0.59 to 0.9)"
"nmdns_mean.wt.cat=low",61,8,9.2,"9.2 to NA","1.00 (1 to 1)","0.96 (0.91 to 1)","0.92 (0.84 to 1)","0.84 (0.73 to 0.98)"
"nmdns_mean.wt.cat=med",119,10,NA,"NA to NA","1.00 (1 to 1)","0.99 (0.97 to 1)","0.93 (0.89 to 0.99)","0.88 (0.81 to 0.95)"
"msi=MSI-H",44,2,NA,"NA to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.97 (0.92 to 1)","0.93 (0.85 to 1)"
"msi=MSS",120,16,NA,"NA to NA","0.98 (0.96 to 1)","0.95 (0.92 to 0.99)","0.93 (0.88 to 0.98)","0.80 (0.7 to 0.91)"
"msi=X",77,14,9.4,"9.2 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.90 (0.84 to 0.97)","0.83 (0.75 to 0.93)"
"cyt.cat=high",61,6,NA,"NA to NA","0.98 (0.95 to 1)","0.98 (0.95 to 1)","0.96 (0.91 to 1)","0.85 (0.75 to 0.97)"
"cyt.cat=low",61,13,9.2,"9.2 to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.89 (0.81 to 0.98)","0.75 (0.63 to 0.9)"
"cyt.cat=med",119,13,NA,"9.4 to NA","0.99 (0.97 to 1)","0.97 (0.94 to 1)","0.93 (0.88 to 0.98)","0.87 (0.8 to 0.96)"
"cyt.bool=0",61,13,9.2,"9.2 to NA","1.00 (1 to 1)","0.97 (0.92 to 1)","0.89 (0.81 to 0.98)","0.75 (0.63 to 0.9)"
"cyt.bool=1",61,6,NA,"NA to NA","0.98 (0.95 to 1)","0.98 (0.95 to 1)","0.96 (0.91 to 1)","0.85 (0.75 to 0.97)"
"TMB.cat=high",120,14,NA,"NA to NA","0.98 (0.96 to 1)","0.97 (0.94 to 1)","0.91 (0.85 to 0.97)","0.85 (0.78 to 0.93)"
"TMB.cat=low",121,18,9.2,"9.2 to NA","1.00 (1 to 1)","0.97 (0.94 to 1)","0.94 (0.9 to 0.99)","0.81 (0.72 to 0.91)"
"PDL1.cat0=negative",6,0,NA,"NA to NA","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)","1.00 (1 to 1)"
"PDL1.cat0=positive",235,32,NA,"9.4 to NA","0.99 (0.98 to 1)","0.97 (0.95 to 0.99)","0.92 (0.89 to 0.96)","0.83 (0.77 to 0.89)"
"PDL1.cat=high",61,11,9.2,"NA to NA","0.98 (0.95 to 1)","0.95 (0.89 to 1)","0.88 (0.8 to 0.98)","0.76 (0.63 to 0.91)"
"PDL1.cat=low",61,8,NA,"NA to NA","1.00 (1 to 1)","0.98 (0.95 to 1)","0.93 (0.86 to 1)","0.82 (0.71 to 0.95)"
"PDL1.cat=med",119,13,NA,"9.4 to NA","0.99 (0.97 to 1)","0.98 (0.96 to 1)","0.95 (0.9 to 0.99)","0.88 (0.81 to 0.96)"
"nmdptc_mut.bool=0",10,5,6.4,"2.6 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.78 (0.55 to 1)","0.56 (0.31 to 1)"
"nmdptc_mut.bool=1",231,27,NA,"9.4 to NA","0.99 (0.98 to 1)","0.97 (0.95 to 0.99)","0.93 (0.9 to 0.97)","0.85 (0.8 to 0.91)"
"nmdfs_mut.bool=0",27,7,6.4,"6.4 to NA","1.00 (1 to 1)","0.96 (0.89 to 1)","0.83 (0.69 to 1)","0.73 (0.57 to 0.94)"
"nmdfs_mut.bool=1",214,25,NA,"9.4 to NA","0.99 (0.98 to 1)","0.97 (0.95 to 1)","0.94 (0.9 to 0.97)","0.85 (0.79 to 0.92)"
"nmdns_mut.bool=0",31,7,9.4,"6.4 to NA","1.00 (1 to 1)","1.00 (1 to 1)","0.92 (0.82 to 1)","0.73 (0.54 to 0.99)"
"nmdns_mut.bool=1",210,25,NA,"NA to NA","0.99 (0.98 to 1)","0.97 (0.94 to 0.99)","0.93 (0.89 to 0.97)","0.85 (0.79 to 0.91)"
